,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
2228,2228,2228,Kasperl/Perinet_Baarfuss_korr.csv,"
      Vorige und Louise.",0,25,stage_direction,3,21,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2229,2229,2229,Kasperl/Perinet_Baarfuss_korr.csv,"
       Komm, Louise, und umarme in dem Baron Baarfuß deinen Bräutigam.",0,71,character_speech,3,21,,"
       Jogel.
      ",#jogel,799.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
2230,2230,2230,Kasperl/Perinet_Baarfuss_korr.csv,"
      (Augustin will in Louisens Arme stürzen, die in diesem Augenblick versinkt – Eben so schnell tritt die Dryade ganz verschleyert, von Pipi begleitet, aus der Coulisse, und fällt in Augustins Arme.)",0,203,stage_direction,3,21,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2231,2231,2231,Kasperl/Perinet_Baarfuss_korr.csv,"
       Jetzt hol’ der Teufel alles.",0,36,character_speech,3,21,,"
       Augustin.
      ",#augustin,800.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
2232,2232,2232,Kasperl/Perinet_Baarfuss_korr.csv,– Ich muß sie umarmen.,37,59,character_speech,3,21,,"
       Augustin.
      ",#augustin,800.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2233,2233,2233,Kasperl/Perinet_Baarfuss_korr.csv,–,60,61,character_speech,3,21,,"
       Augustin.
      ",#augustin,800.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2234,2234,2234,Kasperl/Perinet_Baarfuss_korr.csv,"
       (Er umarmt sie.",0,23,stage_direction,3,21,speech_part,,#augustin,800.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
2235,2235,2235,Kasperl/Perinet_Baarfuss_korr.csv,– Starker Donner.,24,41,stage_direction,3,21,speech_part,,#augustin,800.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2236,2236,2236,Kasperl/Perinet_Baarfuss_korr.csv,– Zickzack tritt ein.,42,63,stage_direction,3,21,speech_part,,#augustin,800.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2237,2237,2237,Kasperl/Perinet_Baarfuss_korr.csv,"– Alles erstarrt, bis auf die Dryade.)",64,102,stage_direction,3,21,speech_part,,#augustin,800.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2238,2238,2238,Kasperl/Perinet_Baarfuss_korr.csv,"
       Halt!",0,13,character_speech,3,21,,"
       Zickzack.
      ",#zickzack,801.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2239,2239,2239,Kasperl/Perinet_Baarfuss_korr.csv,du bist nun in meiner Macht.,14,42,character_speech,3,21,,"
       Zickzack.
      ",#zickzack,801.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
2240,2240,2240,Kasperl/Perinet_Baarfuss_korr.csv,Du hast dein Versprechen nicht gehalten.,43,83,character_speech,3,21,,"
       Zickzack.
      ",#zickzack,801.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
2241,2241,2241,Kasperl/Perinet_Baarfuss_korr.csv,"
       O ich unglücklicher Augustin!",0,37,character_speech,3,21,,"
       Augustin.
      ",#augustin,802.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
2242,2242,2242,Kasperl/Perinet_Baarfuss_korr.csv,–,38,39,character_speech,3,21,,"
       Augustin.
      ",#augustin,802.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2243,2243,2243,Kasperl/Perinet_Baarfuss_korr.csv,"
       (wird durch den Schreck nach und nach nüchtern)",0,55,stage_direction,3,21,speech_part,,#augustin,802.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2244,2244,2244,Kasperl/Perinet_Baarfuss_korr.csv,"
       Auch wird von der Gesellschaft gleich Jemanden der Vizlipuzli holen.",0,76,character_speech,3,21,,"
       Zickzack.
      ",#zickzack,803.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2245,2245,2245,Kasperl/Perinet_Baarfuss_korr.csv,"
       (erschrocken)",0,21,stage_direction,3,21,speech_part,,#verwalter #kaspar #augustin #jogel #fr_v_wampel #dryade #pipi #nannette #knerzel #louise,804.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2246,2246,2246,Kasperl/Perinet_Baarfuss_korr.csv,"
       Was?",0,12,character_speech,3,21,,"
       Alle.
      ",#verwalter #kaspar #augustin #jogel #fr_v_wampel #dryade #pipi #nannette #knerzel #louise,804.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2247,2247,2247,Kasperl/Perinet_Baarfuss_korr.csv,"
       Den Besitzer des Wechselthalers, den du verschenktest.",0,62,character_speech,3,21,,"
       Zickzack.
      ",#zickzack,805.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2248,2248,2248,Kasperl/Perinet_Baarfuss_korr.csv,"
       O ich Thor ich!",0,23,character_speech,3,21,,"
       Augustin.
      ",#augustin,806.0,UNKNOWN,despair,negative,emotions of anxiety,comedy,KK
2249,2249,2249,Kasperl/Perinet_Baarfuss_korr.csv,"
       (sich vor die Stirne schlagend)",0,39,stage_direction,3,21,speech_part,,#augustin,806.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2250,2250,2250,Kasperl/Perinet_Baarfuss_korr.csv,"
       (erschrocken, wirft den Thaler weg)",0,43,stage_direction,3,21,speech_part,,#kaspar,807.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2251,2251,2251,Kasperl/Perinet_Baarfuss_korr.csv,"
       Da ist er, da ist er!",0,29,character_speech,3,21,,"
       Kaspar.
      ",#kaspar,807.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
2252,2252,2252,Kasperl/Perinet_Baarfuss_korr.csv,"– Was mich nicht brennt, das blas ich nicht.",30,74,character_speech,3,21,,"
       Kaspar.
      ",#kaspar,807.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2253,2253,2253,Kasperl/Perinet_Baarfuss_korr.csv,–,75,76,character_speech,3,21,,"
       Kaspar.
      ",#kaspar,807.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2254,2254,2254,Kasperl/Perinet_Baarfuss_korr.csv,"
       (läuft ab.)",0,19,stage_direction,3,21,speech_part,,#kaspar,807.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2255,2255,2255,Kasperl/Perinet_Baarfuss_korr.csv,"
       (hebt den Thaler auf)",0,29,stage_direction,3,21,speech_part,,#zickzack,808.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2256,2256,2256,Kasperl/Perinet_Baarfuss_korr.csv,"
       Du hast diesen Wechselthaler verschenkt, und deine Braut berührt, folge mir!",0,84,character_speech,3,21,,"
       Zickzack.
      ",#zickzack,808.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2257,2257,2257,Kasperl/Perinet_Baarfuss_korr.csv,"
       (will ihn packen.)",0,26,stage_direction,3,21,speech_part,,#zickzack,808.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2258,2258,2258,Kasperl/Perinet_Baarfuss_korr.csv,"
       Halt!",0,13,character_speech,3,21,,"
       Pipi.
      ",#pipi,809.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2259,2259,2259,Kasperl/Perinet_Baarfuss_korr.csv,"
       (Der Schleyer fliegt weg, und sie steht als Dryade da.",0,62,stage_direction,3,21,speech_part,,#pipi,809.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2260,2260,2260,Kasperl/Perinet_Baarfuss_korr.csv,Alles staunt.),63,77,stage_direction,3,21,speech_part,,#pipi,809.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2261,2261,2261,Kasperl/Perinet_Baarfuss_korr.csv,"
       Besieh diesen Thaler, ob es der Deinige ist.",0,52,character_speech,3,21,,"
       Dryade.
      ",#dryade,810.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2262,2262,2262,Kasperl/Perinet_Baarfuss_korr.csv,"Er durfte ihn weder verschenken, noch verlieren; aber vom Rauben war keine Rede.",53,133,character_speech,3,21,,"
       Dryade.
      ",#dryade,810.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2263,2263,2263,Kasperl/Perinet_Baarfuss_korr.csv,"Ich ließ ihn selber durch meine Tochter stehlen, und habe den Wechselthaler gewechselt.",134,221,character_speech,3,21,,"
       Dryade.
      ",#dryade,810.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2264,2264,2264,Kasperl/Perinet_Baarfuss_korr.csv,"
        (zeigt ihn)",0,20,stage_direction,3,21,inner_speech,,#dryade,810.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2265,2265,2265,Kasperl/Perinet_Baarfuss_korr.csv,"
       Hier ist er!",0,20,character_speech,3,21,,"
       Dryade.
      ",#dryade,810.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
2266,2266,2266,Kasperl/Perinet_Baarfuss_korr.csv,"
       Meine Retterinn!",0,24,character_speech,3,21,,"
       Augustin.
      ",#augustin,811.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
