,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
1838,1838,1838,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
      Vorige.",0,14,stage_direction,3,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1839,1839,1839,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,Gräfinn Brandheim nimmt Antonien an der Hand.,15,60,stage_direction,3,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1840,1840,1840,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Durch die ernste Zudringlichkeit dieses Mannes ließ ich mich überreden, den letzten Schritt zu dem Glück ihrer Familie zu wagen, hieher zu kommen, um einer Entführung vorzubeugen; für die Ehre, mich mit ihrem Sohne zu vermählen, danke ich.",0,247,character_speech,3,16,,"
       Brandheim.
      ",#brandheim,751.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1841,1841,1841,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"Hier, dieses liebenswürdige Weib, ganz werth von ihrem Sohn geliebt zu sein, ist seine Gemahlin, sie soll es auch bleiben.",248,370,character_speech,3,16,,"
       Brandheim.
      ",#brandheim,751.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
1842,1842,1842,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Beste Gräfinn!",0,22,character_speech,3,16,,"
       Karl.
      ",#karl,752.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
1843,1843,1843,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
        (küßt ihr die H.)",0,26,stage_direction,3,16,inner_speech,,#karl,752.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
1844,1844,1844,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Antonie!",0,16,character_speech,3,16,,"
       Karl.
      ",#karl,752.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1845,1845,1845,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
        (nimmt den kleinen,)",0,29,stage_direction,3,16,inner_speech,,#karl,752.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1846,1846,1846,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       und du Sohn stürzet ihm zu Füßen, und fleht um seinen Seegen.",0,69,character_speech,3,16,,"
       Karl.
      ",#karl,752.0,UNKNOWN,despair,negative,emotions of anxiety,comedy,KK
1847,1847,1847,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (mit Thränen)",0,21,stage_direction,3,16,speech_part,,#bolla,753.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1848,1848,1848,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Dieser sey euch zu Theil, Kinder, laßt mich in euren Armen sterben",0,74,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1849,1849,1849,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
        (umarmt Sie)",0,21,stage_direction,3,16,inner_speech,,#bolla,753.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
1850,1850,1850,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Aber Sohn!",0,18,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1851,1851,1851,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,wo ist denn meine Tochter?,19,45,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1852,1852,1852,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,meine Karoline?,46,61,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1853,1853,1853,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       In ihren Armen, Vater!",0,30,character_speech,3,16,,"
       Karl.
      ",#karl,754.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1854,1854,1854,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Wie!",0,12,character_speech,3,16,,"
       Bolla.
      ",#bolla,755.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1855,1855,1855,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"Dieses Weib deine Gattin, meine Tochter, meine Karoline?",13,69,character_speech,3,16,,"
       Bolla.
      ",#bolla,755.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
