,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
1661,1661,1661,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
      Vorige.",0,14,stage_direction,4,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1662,1662,1662,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Mongogul mit Kasperl.,15,36,stage_direction,4,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1663,1663,1663,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Wache.,37,43,stage_direction,4,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1664,1664,1664,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       (stürzen zu den Füssen der Königinn)",0,44,stage_direction,4,11,speech_part,,#evana #chara,527.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1665,1665,1665,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       Königinn!",0,17,character_speech,4,11,,"
       Alle Weiber.
      ",#evana #chara,527.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
1666,1666,1666,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Gnade!,18,24,character_speech,4,11,,"
       Alle Weiber.
      ",#evana #chara,527.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
1667,1667,1667,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,–,25,26,character_speech,4,11,,"
       Alle Weiber.
      ",#evana #chara,527.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1668,1668,1668,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       Ha!",0,11,character_speech,4,11,,"
       Königinn.
      ",#königinn,528.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1669,1669,1669,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,nun bin ich gerochen – Mongogul!,12,44,character_speech,4,11,,"
       Königinn.
      ",#königinn,528.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
1670,1670,1670,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,vollziehe meinen Befehl – er soll sterben –,45,88,character_speech,4,11,,"
       Königinn.
      ",#königinn,528.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
1671,1671,1671,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       (die Schwarzen wollen ihn durchstossen.)",0,48,stage_direction,4,11,speech_part,,#königinn,528.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1672,1672,1672,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       (schreyt)",0,17,stage_direction,4,11,speech_part,,#kasperl,529.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1673,1673,1673,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       Zu Hülfe – Frau Fee!",0,28,character_speech,4,11,,"
       Kasperl.
      ",#kasperl,529.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
1674,1674,1674,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       Unbesonnener!",0,21,character_speech,4,11,,"
       Chara.
      ",#chara,530.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
1675,1675,1675,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"zu spät flehest du um Hülfe – die Zeit deiner Prüfung ist vorüber – ich habe dich treulich gewarnt, und du hast meine Warnung verachtet – hast dich dem Wein und der Liebe ergeben.",22,201,character_speech,4,11,,"
       Chara.
      ",#chara,530.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
1676,1676,1676,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       Aber ich bitt euch ums Himmelswillen!",0,45,character_speech,4,11,,"
       Kasperl.
      ",#kasperl,531.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
1677,1677,1677,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"wie ist’s denn möglich, daß ein ehrlicher Kerl ohne Wein und Liebe gedeihen kann –",46,128,character_speech,4,11,,"
       Kasperl.
      ",#kasperl,531.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1678,1678,1678,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       Diese Prüfung verlangte das Schicksal – du bist verurtheilt zum Tode –",0,78,character_speech,4,11,,"
       Chara.
      ",#chara,532.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
