,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
1616,1616,1616,Kasperl/Hensler_Alles_weis.csv,"
      Vorige alle.",0,19,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1617,1617,1617,Kasperl/Hensler_Alles_weis.csv,Bergknappen.,20,32,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1618,1618,1618,Kasperl/Hensler_Alles_weis.csv,"
        (zum Grafen bittend)",0,29,stage_direction,4,16,inner_speech,,#kasper,569.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1619,1619,1619,Kasperl/Hensler_Alles_weis.csv,"
       Aber Euer Gnaden!",0,25,character_speech,4,16,,"
       KASPER.
      ",#kasper,569.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1620,1620,1620,Kasperl/Hensler_Alles_weis.csv,"nur piano, es ist mir nur wegen den bösen Leuten.",26,75,character_speech,4,16,,"
       KASPER.
      ",#kasper,569.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
1621,1621,1621,Kasperl/Hensler_Alles_weis.csv,"
       Also, piano!",0,20,character_speech,4,16,,"
       GRAF.
      ",#graf,570.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1622,1622,1622,Kasperl/Hensler_Alles_weis.csv,piano!,21,27,character_speech,4,16,,"
       GRAF.
      ",#graf,570.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1623,1623,1623,Kasperl/Hensler_Alles_weis.csv,"
       Und nur recht traurig, traurig –",0,40,character_speech,4,16,,"
       KASPER.
      ",#kasper,571.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1624,1624,1624,Kasperl/Hensler_Alles_weis.csv,"
       Adagio!",0,15,character_speech,4,16,,"
       GRAF.
      ",#graf,572.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1625,1625,1625,Kasperl/Hensler_Alles_weis.csv,"
      (Sie kommen paar und paar, unter einem traurenden Adagio herein, die andern setzen sich, Kasper hat Liserl an der Hand – dieses Adagio wird 3 – 4 mal wiederholt, und immer hurtiger und lustiger gespielt, bis es zuletzt ein steyrischer Tanz wird, die Musik wirkt in alle Anwesende, sie fangen an mit den Knöpfen zu niken, und mit den Füssen zu treppeln.",0,359,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1626,1626,1626,Kasperl/Hensler_Alles_weis.csv,Kasper,360,366,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1627,1627,1627,Kasperl/Hensler_Alles_weis.csv,"
      steht auf, nimmt Lischen, rufft immer piano!",0,51,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1628,1628,1628,Kasperl/Hensler_Alles_weis.csv,"tanzt mit ihr, der Jäger nimmt des Kaspers Frau, die Uebrigen tanzen auch.",52,126,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1629,1629,1629,Kasperl/Hensler_Alles_weis.csv,"Sie tanzen – die Musikanten spielen den steyrischen Tanz ganz langsam – wie sie einigemal herumgetanzt haben, – ruft Kasper.)",127,252,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1630,1630,1630,Kasperl/Hensler_Alles_weis.csv,–,253,254,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1631,1631,1631,Kasperl/Hensler_Alles_weis.csv,"
       Ein Bissel ist es halt doch zu traurig – um’n halben Takt hurtiger.",0,75,character_speech,4,16,,"
       KASPER.
      ",#kasper,573.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1632,1632,1632,Kasperl/Hensler_Alles_weis.csv,"
      (Sie spielen hurtiger – und tanzen – nach einer Pause.)",0,62,stage_direction,4,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1633,1633,1633,Kasperl/Hensler_Alles_weis.csv,"
       Jezt ists schon ein Teufel – frisch drauf los –",0,55,character_speech,4,16,,"
       KASPER.
      ",#kasper,574.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
