,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
785,785,785,Kasperl/Hensler_Marionettenbude_korr.csv,"
      Vorige.",0,14,stage_direction,2,19,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
786,786,786,Kasperl/Hensler_Marionettenbude_korr.csv,Finchel.,15,23,stage_direction,2,19,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
787,787,787,Kasperl/Hensler_Marionettenbude_korr.csv,"
       
        Aus der Stadt kömmt die Staffete,
       
       
        An Sie, gnädiger Herr!",0,97,character_speech,2,19,,"
       Finchel.
      ",#finchel,270.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
788,788,788,Kasperl/Hensler_Marionettenbude_korr.csv,"
       (beis.)",0,15,stage_direction,2,19,speech_part,,#graf,271.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
789,789,789,Kasperl/Hensler_Marionettenbude_korr.csv,"
       
        Das Looß der grossen Lotterie
       
       
        Gehöret mein fürwahr.",0,92,character_speech,2,19,,"
       Graf.
      ",#graf,271.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
790,790,790,Kasperl/Hensler_Marionettenbude_korr.csv,zum Impr.,127,136,character_speech,2,19,,"
       Graf.
      ",#graf,271.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
791,791,791,Kasperl/Hensler_Marionettenbude_korr.csv,Milchbrüderchen!,154,170,character_speech,2,19,,"
       Graf.
      ",#graf,271.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
792,792,792,Kasperl/Hensler_Marionettenbude_korr.csv,"dieß schenck’ ich dir
       
       
        Als meinem Impressar.",171,238,character_speech,2,19,,"
       Graf.
      ",#graf,271.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
793,793,793,Kasperl/Hensler_Marionettenbude_korr.csv,"
       (außer sich vor Freude.)",0,32,stage_direction,2,19,speech_part,,#impressar,272.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
794,794,794,Kasperl/Hensler_Marionettenbude_korr.csv,"
       
        Wohl mir!",0,26,character_speech,2,19,,"
       Impressar.
      ",#impressar,272.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
795,795,795,Kasperl/Hensler_Marionettenbude_korr.csv,nun ist mein Glück gemacht!,27,54,character_speech,2,19,,"
       Impressar.
      ",#impressar,272.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
796,796,796,Kasperl/Hensler_Marionettenbude_korr.csv,"Der Tag hat Freude mir gebracht;
       
       
        War gestern noch ein armer Narr,
       
       
        Der Glücklichste bin ich fürwahr –
       
       
        Ha!",79,255,character_speech,2,19,,"
       Impressar.
      ",#impressar,272.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
797,797,797,Kasperl/Hensler_Marionettenbude_korr.csv,"wär’ das gnäd’ge Publikum,
       
       
        Mit uns zufrieden um und um –
       
       
        Wir wollten heut beym Gläschen Wein,
       
       
        Auf aller Wohlseyn uns erfreun –",256,454,character_speech,2,19,,"
       Impressar.
      ",#impressar,272.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
798,798,798,Kasperl/Hensler_Marionettenbude_korr.csv,"
      (Alle schwingen die Hüte,) (tanzen und jubeln.)",0,54,stage_direction,2,19,pre_speech,,,,,joy,positive,emotions of pleasure,comedy,KK
799,799,799,Kasperl/Hensler_Marionettenbude_korr.csv,"
       
        Wir wollten heut beym Gläschen Wein,
       
       
        Auf Aller Wohlseyn uns erfreun;
       
       
        Hoch lebe Alles um und um,
       
       
        Vivat das gnäd’ge Publikum!",0,212,character_speech,2,19,,"
       Schluß Chor.
      ",#schluss_chor,273.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
800,800,800,Kasperl/Hensler_Marionettenbude_korr.csv,"
      Ende des Singspiels.",0,27,stage_direction,2,19,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
