,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
513,513,513,GerDracor/schink-der-neue-doktor-faust.xml,Faust.,0,6,stage_direction,2,6,pre_speech,,,,,no_annotation,K,,1782.0,no_annotation,no_annotation
514,514,514,GerDracor/schink-der-neue-doktor-faust.xml,Rosalinde.,7,17,stage_direction,2,6,pre_speech,,,,,no_annotation,K,,1782.0,no_annotation,no_annotation
515,515,515,GerDracor/schink-der-neue-doktor-faust.xml,"in einer sehr verfürerischen, reizenden Kleidung.",18,67,stage_direction,2,6,pre_speech,,,,,"admiration, reverence",K,,1782.0,positive,emotions of affection
516,516,516,GerDracor/schink-der-neue-doktor-faust.xml,"sie bleibt in der Ferne stehen, tritt zu des Doktors Klavier, und singt.",0,72,stage_direction,2,6,speech_part,,#rosalinde,178.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
517,517,517,GerDracor/schink-der-neue-doktor-faust.xml,"
              Rosen blühen, Nelken düsten,
              Balsamhauch schwimmt in den Lüften,
              Wolgeruch steigt auf vom Tal,
              Frende winket überall.",0,174,character_speech,2,6,,ROSALINDE,#rosalinde,178.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
518,518,518,GerDracor/schink-der-neue-doktor-faust.xml,"Lerchen trillern, Nachtigallen
              Lassen süsse Lieder schallen;
              Liebe winkt, o Jüngling!",189,302,character_speech,2,6,,ROSALINDE,#rosalinde,178.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
519,519,519,GerDracor/schink-der-neue-doktor-faust.xml,"dir:
              Höre sie, und folge ihr!",303,346,character_speech,2,6,,ROSALINDE,#rosalinde,178.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
520,520,520,GerDracor/schink-der-neue-doktor-faust.xml,aus seiner Verzweiflung erwachend.,0,34,stage_direction,2,6,speech_part,,#faust,179.0,MALE,despair,K,,1782.0,negative,emotions of anxiety
521,521,521,GerDracor/schink-der-neue-doktor-faust.xml,Was ist das?,0,12,character_speech,2,6,,FAUST,#faust,179.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
522,522,522,GerDracor/schink-der-neue-doktor-faust.xml,welche zauberische Töne!,13,37,character_speech,2,6,,FAUST,#faust,179.0,MALE,joy,K,,1782.0,positive,emotions of pleasure
523,523,523,GerDracor/schink-der-neue-doktor-faust.xml,"Erblikt Rosalinden und färt
                zusammen.",0,53,stage_direction,2,6,inner_speech,,#faust,179.0,MALE,love,K,,1782.0,positive,emotions of affection
524,524,524,GerDracor/schink-der-neue-doktor-faust.xml, Ha das ist sie!,0,16,character_speech,2,6,,FAUST,#faust,179.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
525,525,525,GerDracor/schink-der-neue-doktor-faust.xml,Mit trunkenem Auge an ihr hangend.,0,34,stage_direction,2,6,inner_speech,,#faust,179.0,MALE,suffering,K,,1782.0,negative,emotions of suffering and empathy
526,526,526,GerDracor/schink-der-neue-doktor-faust.xml,"
              Himmel, welche Schönheit!",0,40,character_speech,2,6,,FAUST,#faust,179.0,MALE,"admiration, reverence",K,,1782.0,positive,emotions of affection
527,527,527,GerDracor/schink-der-neue-doktor-faust.xml,"Das Lüchein der Liebe schwimmt in ihren Augen, auf ihren
              Wangen glüht Morgenrot, und auf ihren Lippen Florens Kinder.",41,172,character_speech,2,6,,FAUST,#faust,179.0,MALE,love,K,,1782.0,positive,emotions of affection
528,528,528,GerDracor/schink-der-neue-doktor-faust.xml,"Plözlich sich
                abwendend.",0,40,stage_direction,2,6,inner_speech,,#faust,179.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
529,529,529,GerDracor/schink-der-neue-doktor-faust.xml," O ich darf sie nicht länger ausehn, oder ich bin verloren.",0,59,character_speech,2,6,,FAUST,#faust,179.0,MALE,despair,K,,1782.0,negative,emotions of anxiety
530,530,530,GerDracor/schink-der-neue-doktor-faust.xml,näher tretend.,0,14,stage_direction,2,6,speech_part,,#rosalinde,180.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
531,531,531,GerDracor/schink-der-neue-doktor-faust.xml,"Sieh mich an, liebenswürdiger Sterblicher; las dich mein Auge zur Liebe laden.",0,78,character_speech,2,6,,ROSALINDE,#rosalinde,180.0,FEMALE,love,K,,1782.0,positive,emotions of affection
532,532,532,GerDracor/schink-der-neue-doktor-faust.xml,"mit abgewanten Gesicht, mit einer Bewegung des Entfernens.",0,58,stage_direction,2,6,speech_part,,#faust,181.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
533,533,533,GerDracor/schink-der-neue-doktor-faust.xml,"Weg, Weib des Verderbens, weg!",0,30,character_speech,2,6,,FAUST,#faust,181.0,MALE,abhorrence,K,,1782.0,negative,emotions of rejection
534,534,534,GerDracor/schink-der-neue-doktor-faust.xml,seine Hand ergreifend.,0,22,stage_direction,2,6,speech_part,,#rosalinde,182.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
535,535,535,GerDracor/schink-der-neue-doktor-faust.xml,Ich dich verderben?,0,19,character_speech,2,6,,ROSALINDE,#rosalinde,182.0,FEMALE,fear,K,,1782.0,negative,emotions of anxiety
536,536,536,GerDracor/schink-der-neue-doktor-faust.xml,womit sollt ich das?,20,40,character_speech,2,6,,ROSALINDE,#rosalinde,182.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
537,537,537,GerDracor/schink-der-neue-doktor-faust.xml,Mit diesem Blik voll Liede?,41,68,character_speech,2,6,,ROSALINDE,#rosalinde,182.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
538,538,538,GerDracor/schink-der-neue-doktor-faust.xml,"Sich mich doch
              an!",69,101,character_speech,2,6,,ROSALINDE,#rosalinde,182.0,FEMALE,love,K,,1782.0,positive,emotions of affection
