,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
3312,3312,3312,GerDracor/lessing-minna-von-barnhelm.xml,Werner.,0,7,stage_direction,5,15,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3313,3313,3313,GerDracor/lessing-minna-von-barnhelm.xml,Franziska.,8,18,stage_direction,5,15,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3314,3314,3314,GerDracor/lessing-minna-von-barnhelm.xml,vor sich.,0,9,stage_direction,5,15,speech_part,,#franziska,1121.0,FEMALE,no_annotation,no_annotation,no_annotation
3315,3315,3315,GerDracor/lessing-minna-von-barnhelm.xml,"Ja gewiß, es",0,12,character_speech,5,15,,FRANZISKA,#franziska,1121.0,FEMALE,no_annotation,no_annotation,no_annotation
3316,3316,3316,GerDracor/lessing-minna-von-barnhelm.xml,"Schüchtern und verschämt sich Wernern
                nähernd.",0,62,stage_direction,5,15,inner_speech,,#franziska,1121.0,FEMALE,abhorrence,negative,emotions of rejection
3317,3317,3317,GerDracor/lessing-minna-von-barnhelm.xml, Herr Wachtmeister!,0,19,character_speech,5,15,,FRANZISKA,#franziska,1121.0,FEMALE,no_annotation,no_annotation,no_annotation
3318,3318,3318,GerDracor/lessing-minna-von-barnhelm.xml,–,20,21,character_speech,5,15,,FRANZISKA,#franziska,1121.0,FEMALE,no_annotation,no_annotation,no_annotation
3319,3319,3319,GerDracor/lessing-minna-von-barnhelm.xml,der sich die Augen wischt.,0,26,stage_direction,5,15,speech_part,,#paul_werner,1122.0,MALE,being moved,being moved,being moved
3320,3320,3320,GerDracor/lessing-minna-von-barnhelm.xml,Nu?,0,3,character_speech,5,15,,WERNER,#paul_werner,1122.0,MALE,no_annotation,no_annotation,no_annotation
3321,3321,3321,GerDracor/lessing-minna-von-barnhelm.xml,–,4,5,character_speech,5,15,,WERNER,#paul_werner,1122.0,MALE,no_annotation,no_annotation,no_annotation
3322,3322,3322,GerDracor/lessing-minna-von-barnhelm.xml,Herr Wachtmeister –,0,19,character_speech,5,15,,FRANZISKA.,#franziska,1123.0,FEMALE,no_annotation,no_annotation,no_annotation
3323,3323,3323,GerDracor/lessing-minna-von-barnhelm.xml,"Was will Sie denn, Frauenzimmerchen?",0,36,character_speech,5,15,,WERNER.,#paul_werner,1124.0,MALE,no_annotation,no_annotation,no_annotation
3324,3324,3324,GerDracor/lessing-minna-von-barnhelm.xml,"Seh Er mich einmal an, Herr Wachtmeister.",0,41,character_speech,5,15,,FRANZISKA.,#franziska,1125.0,FEMALE,love,positive,emotions of affection
3325,3325,3325,GerDracor/lessing-minna-von-barnhelm.xml,–,42,43,character_speech,5,15,,FRANZISKA.,#franziska,1125.0,FEMALE,no_annotation,no_annotation,no_annotation
3326,3326,3326,GerDracor/lessing-minna-von-barnhelm.xml,"Ich kann noch nicht; ich weiß nicht, was mir in die Augen gekommen.",0,67,character_speech,5,15,,WERNER.,#paul_werner,1126.0,MALE,no_annotation,no_annotation,no_annotation
3327,3327,3327,GerDracor/lessing-minna-von-barnhelm.xml,So seh Er mich doch an!,0,23,character_speech,5,15,,FRANZISKA.,#franziska,1127.0,FEMALE,love,positive,emotions of affection
3328,3328,3328,GerDracor/lessing-minna-von-barnhelm.xml,"Ich fürchte, ich habe Sie schon zu viel angesehen, Frauenzimmerchen!",0,68,character_speech,5,15,,WERNER.,#paul_werner,1128.0,MALE,love,positive,emotions of affection
3329,3329,3329,GerDracor/lessing-minna-von-barnhelm.xml,"– Nun, da seh
              ich Sie ja!",69,108,character_speech,5,15,,WERNER.,#paul_werner,1128.0,MALE,no_annotation,no_annotation,no_annotation
3330,3330,3330,GerDracor/lessing-minna-von-barnhelm.xml,Was gibts denn?,109,124,character_speech,5,15,,WERNER.,#paul_werner,1128.0,MALE,no_annotation,no_annotation,no_annotation
3331,3331,3331,GerDracor/lessing-minna-von-barnhelm.xml,Herr Wachtmeister – – braucht Er keine Frau Wachtmeisterin?,0,59,character_speech,5,15,,FRANZISKA.,#franziska,1129.0,FEMALE,love,positive,emotions of affection
3332,3332,3332,GerDracor/lessing-minna-von-barnhelm.xml,"Ist das Ihr Ernst, Frauenzimmerchen?",0,36,character_speech,5,15,,WERNER.,#paul_werner,1130.0,MALE,no_annotation,no_annotation,no_annotation
3333,3333,3333,GerDracor/lessing-minna-von-barnhelm.xml,Mein völliger!,0,14,character_speech,5,15,,FRANZISKA.,#franziska,1131.0,FEMALE,no_annotation,no_annotation,no_annotation
3334,3334,3334,GerDracor/lessing-minna-von-barnhelm.xml,Zöge Sie wohl auch mit nach Persien?,0,36,character_speech,5,15,,WERNER.,#paul_werner,1132.0,MALE,no_annotation,no_annotation,no_annotation
3335,3335,3335,GerDracor/lessing-minna-von-barnhelm.xml,Wohin Er will!,0,14,character_speech,5,15,,FRANZISKA.,#franziska,1133.0,FEMALE,no_annotation,no_annotation,no_annotation
3336,3336,3336,GerDracor/lessing-minna-von-barnhelm.xml,Gewiß?,0,6,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,no_annotation,no_annotation,no_annotation
3337,3337,3337,GerDracor/lessing-minna-von-barnhelm.xml,– Holla!,7,15,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,no_annotation,no_annotation,no_annotation
3338,3338,3338,GerDracor/lessing-minna-von-barnhelm.xml,Herr Major!,16,27,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,no_annotation,no_annotation,no_annotation
3339,3339,3339,GerDracor/lessing-minna-von-barnhelm.xml,nicht groß getan!,28,45,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,no_annotation,no_annotation,no_annotation
3340,3340,3340,GerDracor/lessing-minna-von-barnhelm.xml,"Nun habe ich wenigstens ein eben so
              gutes Mädchen, und einen eben so redlichen Freund, als Sie!",46,155,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,friendship,positive,emotions of affection
3341,3341,3341,GerDracor/lessing-minna-von-barnhelm.xml,"– Geb Sie mir Ihre Hand,
              Frauenzimmerchen!",156,212,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,love,positive,emotions of affection
3342,3342,3342,GerDracor/lessing-minna-von-barnhelm.xml,Topp!,213,218,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,no_annotation,no_annotation,no_annotation
3343,3343,3343,GerDracor/lessing-minna-von-barnhelm.xml,"– Über zehn Jahr ist Sie Frau Generalin, oder Witwe!",219,271,character_speech,5,15,,WERNER.,#paul_werner,1134.0,MALE,no_annotation,no_annotation,no_annotation
