,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
787,787,787,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                    Philippus.",0,47,stage_direction,5,24,pre_speech,,,,,no_annotation,no_annotation,no_annotation
788,788,788,TextGrid/-Somnium_Vitae_Humanae.xml,Güldener.,48,57,stage_direction,5,24,pre_speech,,,,,no_annotation,no_annotation,no_annotation
789,789,789,TextGrid/-Somnium_Vitae_Humanae.xml,Warner.,58,65,stage_direction,5,24,pre_speech,,,,,no_annotation,no_annotation,no_annotation
790,790,790,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Proceribus stipatus.",0,60,stage_direction,5,24,speech_part,,,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
791,791,791,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Saget jhrs Meister, das der Mann
                                       Den wir gestern tractieren lan
                                       Fürstlicher weiß den gantzen tag,
                                       Sölches itzt für einn Traum aussag?",0,290,character_speech,5,24,,PHILIPPUS,PHILIPPUS,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
792,792,792,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Gnediger Herr, aus seinem Mund
                                       Hab ichs gehört: do ich auffstund
                                       Heut frü, vnd ging auffs marckt hinaus,
                                       Zu keuffen Notturfft in mein Hauß,
                                       Lag er da in einm Rinstein tieff
                                       Im schlam vnd dreck (mit gunst) vnd schlieff:
                                       Sein Weib kam an denselben ort,
                                       Wecket jhn auff, vnd fraget fort,
                                       Warumb er doch aus seinem haus,
                                       Zwo nachte wehr gewesen aus?",0,736,character_speech,5,24,,GÜLDENER.,GÜLDENER.,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
793,793,793,TextGrid/-Somnium_Vitae_Humanae.xml,"Er hieß sie liegen, wolt sie schlagn,
                                       Das sie sölch nichtig ding thet sagn.",776,890,character_speech,5,24,,GÜLDENER.,GÜLDENER.,2.0,UNKNOWN,anger,negative,emotions of rejection
794,794,794,TextGrid/-Somnium_Vitae_Humanae.xml,"Sprach er hett nur die eine nacht
                                       Ausser seinm Hause hingebracht,
                                       Zum theil dort im Kretschmer beim Wein,
                                       Zum theil da im schlammign Rinnstein.",930,1190,character_speech,5,24,,GÜLDENER.,GÜLDENER.,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
795,795,795,TextGrid/-Somnium_Vitae_Humanae.xml,"Erzehlt darnach mit vielen wortn,
                                       Das es sein Weib vnd Nachbarn hortn
                                       Alls was jhm gestern hie auffm Schloß,
                                       Ist widerfahren, klein vnd groß.",1274,1532,character_speech,5,24,,GÜLDENER.,GÜLDENER.,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
796,796,796,TextGrid/-Somnium_Vitae_Humanae.xml,"Hielts nur für ein Traum vnd Gesicht,
                                       Wolt darauff trawn vnd bawen nicht.",1572,1684,character_speech,5,24,,GÜLDENER.,GÜLDENER.,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
797,797,797,TextGrid/-Somnium_Vitae_Humanae.xml,"Weil es jhm doch nur fürgelogn,
                                       Vnd jhn so schendlich hett betrogn.",1724,1830,character_speech,5,24,,GÜLDENER.,GÜLDENER.,2.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
798,798,798,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Blieb er bey seiner meinung dan,
                                       Es wehr ein Traum vnd nichtes dran?",0,147,character_speech,5,24,,PHILIPPUS.,PHILIPPUS.,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
799,799,799,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Gnediger Herr, er bleibt dabey,
                                       Sagt es auch vnnuerholen frey,
                                       Einm jedem der jhn nur drumb fragt.",0,216,character_speech,5,24,,GÜLDENER.,GÜLDENER.,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation
800,800,800,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       ad Proceres.",0,52,stage_direction,5,24,speech_part,,,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation
801,801,801,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Das ists was wir vielmahl gesagt:
                                       Vnser zeitlichs mühsehlichs lebn,
                                       Vergleich sich einem Traum gar ebn.",0,221,character_speech,5,24,,PHILIPPUS,PHILIPPUS,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation
802,802,802,TextGrid/-Somnium_Vitae_Humanae.xml,"Reichtumb, Macht, Ruhm, herlicher Nam,
                                       Ansehen, ehr, vnd hoher Stam,
                                       Frewd, lust, zier, pracht, köstlicher wat,
                                       Vnd alles was der Mensch hie hat,
                                       Was ists?",261,572,character_speech,5,24,,PHILIPPUS,PHILIPPUS,5.0,UNKNOWN,joy,positive,emotions of pleasure
803,803,803,TextGrid/-Somnium_Vitae_Humanae.xml,"nur ein schatte flüchtig,
                                       Ein Traum nichtig vnd betrieglich,
                                       Dessen man sich kaum recht besinnt,
                                       Wann man vom schlaff zerwachn beginnt.",573,825,character_speech,5,24,,PHILIPPUS,PHILIPPUS,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation
804,804,804,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Wir Menschen all, sind gleich dem glaß
                                       Das brüchich ist, ja gleich dem graß,
                                       Welches itzt blüht vnd grünet schon,
                                       Bald hats mit jhrer hitz die Sonn,
                                       Bald hats gelegt der Reiff zur Erd,
                                       Das wird zutretn von Küh vnd Pferd.",0,455,character_speech,5,24,,WARNER.,WARNER.,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation
805,805,805,TextGrid/-Somnium_Vitae_Humanae.xml,"
                                       Wir Fürstn und Herrn solln nicht stoltzirn,
                                       Vnser schwacheit zu gemüth vns führn,
                                       Bey guter zeit lernen verstehn,
                                       Das wir auch Menschen die vergehn:
                                       Sollen nicht auff das zeitlich bawn,
                                       Sondern viellmehr ins ewig' schawn,
                                       Denn wir hie auch im Elend schwebn,
                                       Vnd habn nicht eigns in diesem lebn.",0,607,character_speech,5,24,,PHILIPPUS.,PHILIPPUS.,7.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
806,806,806,TextGrid/-Somnium_Vitae_Humanae.xml,"Gott hilff das wir nach dieser zeit
                                       Ererben fried vnd ewig frewd;
                                       Aller Welt macht vnd Herrligkeit,
                                       Ist nur ein traum vnd eitelkeit.",647,896,character_speech,5,24,,PHILIPPUS.,PHILIPPUS.,7.0,UNKNOWN,joy,positive,emotions of pleasure
