,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
1180,1180,1180,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      (Die Bühne verwandelt sich in einen freyen, angenehmen Platz.",0,68,stage_direction,2,25,pre_speech,,,,,joy,positive,emotions of pleasure,comedy,KK
1181,1181,1181,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"Im Hintergrund ist eine Allee von Obstbäumen, vor denenselben Bogengänge mit grünen Lauben und Blumen geziert.",69,179,stage_direction,2,25,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1182,1182,1182,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,In der Mitte ein Mayenbaum.,180,207,stage_direction,2,25,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1183,1183,1183,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,– Der ganze Zug beginnt – alle haben grüne Kränze – zwey Mädchen bringen an einem rothen Band 2 weise Lämmer mit Blumen und Bändern geziert.),208,349,stage_direction,2,25,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1184,1184,1184,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      Einzugschor.",0,19,stage_direction,2,25,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1185,1185,1185,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Auf lustig und fröhlich
       
       
        Zum Tanze herbey,
       
       
        Wie lieblich, wie seelig –
       
       
        Ist uns nicht der May –
       
       
        Wie blühen die Bäume,
       
       
        Schön ist die Natur,
       
       
        Welch Seegen in Keimen
       
       
        Auf grünender Flur.",0,363,character_speech,2,25,,"
       Alle.
      ",#einzugschor,504.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
1186,1186,1186,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,Auf lustig ec.,388,402,character_speech,2,25,,"
       Alle.
      ",#einzugschor,504.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1187,1187,1187,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      da Capo.",0,15,stage_direction,2,25,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1188,1188,1188,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (stürzt herein zu des Grafen Füßen)",0,43,stage_direction,2,25,speech_part,,#thomas,505.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
1189,1189,1189,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Ach gnädiger Herr!",0,26,character_speech,2,25,,"
       Thomas.
      ",#thomas,505.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1190,1190,1190,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Was ist gesehn?",0,23,character_speech,2,25,,"
       Graf.
      ",#graf,506.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1191,1191,1191,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,[!],24,27,character_speech,2,25,,"
       Graf.
      ",#graf,506.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1192,1192,1192,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Ich bin betrogen – –",0,28,character_speech,2,25,,"
       Thomas.
      ",#thomas,507.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1193,1193,1193,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Nicht betrogen – Nein –",0,31,character_speech,2,25,,"
       Graf.
      ",#graf,508.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1194,1194,1194,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
        (zeigt ihm die Schrift)",0,32,stage_direction,2,25,inner_speech,,#graf,508.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1195,1195,1195,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Ein Paar – sollen diese beyde seyn.",0,43,character_speech,2,25,,"
       Graf.
      ",#graf,508.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1196,1196,1196,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,44,45,character_speech,2,25,,"
       Graf.
      ",#graf,508.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1197,1197,1197,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      (Röschen und Christl – Kasperl und Gretl zu den Füssen des Grafen.",0,73,stage_direction,2,25,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
