,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
1946,1946,1946,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
      Partlme.",0,15,stage_direction,3,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1947,1947,1947,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Der Kutscher sammt Wagen, und Pferden seyn da, um Sie nach Schweinau zufahren.",0,86,character_speech,3,7,,"
       Partlme.
      ",#partlme,663.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1948,1948,1948,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Recht!",0,14,character_speech,3,7,,"
       Kasp.
      ",#kasp,664.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1949,1949,1949,Kasperl/Marinelli_Liebesgeschichte_korr.csv,Hh.,15,18,character_speech,3,7,,"
       Kasp.
      ",#kasp,664.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1950,1950,1950,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"Kilian reisen Sie nach Schweinau, vielleicht finden Sie dort eine Braut.",19,91,character_speech,3,7,,"
       Kasp.
      ",#kasp,664.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1951,1951,1951,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       noch immer weinerlich.",0,30,stage_direction,3,7,speech_part,,#kilian,665.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1952,1952,1952,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Ihr loses Gesindel!",0,27,character_speech,3,7,,"
       Kilian.
      ",#kilian,665.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
1953,1953,1953,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"Ihr wollt mich durch Verdruß ums Leben|bringen; aber ich will euch nicht einmahl die Freude machen, daß ihr mir|meinen Kummer anmercken sollt.",28,170,character_speech,3,7,,"
       Kilian.
      ",#kilian,665.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1954,1954,1954,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       geht weinend fort.",0,26,stage_direction,3,7,speech_part,,#kilian,665.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1955,1955,1955,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Was soll dann das heulen, und rotzen, und was wollen die Vier Jahrs Zeiten?",0,83,character_speech,3,7,,"
       Partlme.
      ",#partlme,666.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
1956,1956,1956,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Bleib er da!",0,20,character_speech,3,7,,"
       Kaspar.
      ",#kaspar,667.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1957,1957,1957,Kasperl/Marinelli_Liebesgeschichte_korr.csv,Wir brauchen ihn auch in der Maschine.,21,59,character_speech,3,7,,"
       Kaspar.
      ",#kaspar,667.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1958,1958,1958,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Und warum?",0,18,character_speech,3,7,,"
       Partlme.
      ",#partlme,668.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1959,1959,1959,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Er soll den alten Weiber Sommer vorstellen.",0,51,character_speech,3,7,,"
       Kaspar.
      ",#kaspar,669.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1960,1960,1960,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       I!",0,10,character_speech,3,7,,"
       Partlme.
      ",#partlme,670.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1961,1961,1961,Kasperl/Marinelli_Liebesgeschichte_korr.csv,was hab ich von den Possen!,11,38,character_speech,3,7,,"
       Partlme.
      ",#partlme,670.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
1962,1962,1962,Kasperl/Marinelli_Liebesgeschichte_korr.csv,Muß meinem Herrn nacheilen.,39,66,character_speech,3,7,,"
       Partlme.
      ",#partlme,670.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
1963,1963,1963,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       ab",0,10,stage_direction,3,7,speech_part,,#partlme,670.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1964,1964,1964,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
       Freunde!",0,16,character_speech,3,7,,"
       Pomgratz.
      ",#pomgratz,671.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
1965,1965,1965,Kasperl/Marinelli_Liebesgeschichte_korr.csv,Lasts gut seyn.,17,32,character_speech,3,7,,"
       Pomgratz.
      ",#pomgratz,671.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1966,1966,1966,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"Eure Glückseeligkeit kann nichts mehr stöhren.|Kilian kann keine Einsprüche machen, weil er kein gegrundetes Recht|hat.",33,152,character_speech,3,7,,"
       Pomgratz.
      ",#pomgratz,671.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
1967,1967,1967,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"Wir haben ihn den Nebel benohmmen, und Er weiß um das Ende|seiner Liebesgeschichte in Hirschau.",153,248,character_speech,3,7,,"
       Pomgratz.
      ",#pomgratz,671.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1968,1968,1968,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
      Wien den 10ten Jenner 1780.",0,34,stage_direction,3,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1969,1969,1969,Kasperl/Marinelli_Liebesgeschichte_korr.csv,Marinelli.,35,45,stage_direction,3,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1970,1970,1970,Kasperl/Marinelli_Liebesgeschichte_korr.csv,"
      Ende.",0,12,stage_direction,3,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
