,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
2629,2629,2629,Kasperl/Perinet_Eifersucht_korr.csv,"
      Johann, Christine kommen herein, als Johann Amalien erblicket, will er schreyend wieder ablaufen, und sagt zu Christinen.",0,128,stage_direction,3,21,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2630,2630,2630,Kasperl/Perinet_Eifersucht_korr.csv,"
       Dort steht die selige, gnädige Frau!",0,44,character_speech,3,21,,"
       Johann.
      ",#johann,945.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2631,2631,2631,Kasperl/Perinet_Eifersucht_korr.csv,– –,45,48,character_speech,3,21,,"
       Johann.
      ",#johann,945.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2632,2632,2632,Kasperl/Perinet_Eifersucht_korr.csv,"
       Bleibt!",0,15,character_speech,3,21,,"
       Amalia.
      ",#amalia,946.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2633,2633,2633,Kasperl/Perinet_Eifersucht_korr.csv,–,16,17,character_speech,3,21,,"
       Amalia.
      ",#amalia,946.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2634,2634,2634,Kasperl/Perinet_Eifersucht_korr.csv,"
       Sind Euer Gnaden denn nicht todt?",0,41,character_speech,3,21,,"
       Johann.
      ",#johann,947.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2635,2635,2635,Kasperl/Perinet_Eifersucht_korr.csv,"
       Geht denn die gnädige Frau nicht um?",0,44,character_speech,3,21,,"
       Christine.
      ",#christine,948.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2636,2636,2636,Kasperl/Perinet_Eifersucht_korr.csv,"
       (ihnen einen Beutel zuwerfend)",0,38,stage_direction,3,21,speech_part,,#amalia,949.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
2637,2637,2637,Kasperl/Perinet_Eifersucht_korr.csv,"
       Hier habt ihr etwas für euern Schrecken, und hiemit seyd ihr eurer Diensten entlassen.",0,94,character_speech,3,21,,"
       Amalia.
      ",#amalia,949.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
2638,2638,2638,Kasperl/Perinet_Eifersucht_korr.csv,"
       (traurig)",0,17,stage_direction,3,21,speech_part,,#christine,950.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
2639,2639,2639,Kasperl/Perinet_Eifersucht_korr.csv,"
       Johann!",0,15,character_speech,3,21,,"
       Christine.
      ",#christine,950.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2640,2640,2640,Kasperl/Perinet_Eifersucht_korr.csv,"
       (verdrüßlich)",0,21,stage_direction,3,21,speech_part,,#johann,951.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
2641,2641,2641,Kasperl/Perinet_Eifersucht_korr.csv,"
       Sie ist schon wieder lebendig, das merk’ ich!",0,53,character_speech,3,21,,"
       Johann.
      ",#johann,951.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2642,2642,2642,Kasperl/Perinet_Eifersucht_korr.csv,–,54,55,character_speech,3,21,,"
       Johann.
      ",#johann,951.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2643,2643,2643,Kasperl/Perinet_Eifersucht_korr.csv,"
       Du hast recht, liebe Amalia, wer über seine Herrschaft schmählt, verdient nicht ihr Brod zu essen.",0,106,character_speech,3,21,,"
       Wertenstein.
      ",#wertenstein,952.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2644,2644,2644,Kasperl/Perinet_Eifersucht_korr.csv,– Amalia!,107,116,character_speech,3,21,,"
       Wertenstein.
      ",#wertenstein,952.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2645,2645,2645,Kasperl/Perinet_Eifersucht_korr.csv,– Dieser Ring – Er verlobe dich heute neuerdings mit mir.,117,174,character_speech,3,21,,"
       Wertenstein.
      ",#wertenstein,952.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
2646,2646,2646,Kasperl/Perinet_Eifersucht_korr.csv,"
        (Er steckt ihn ihr an den Finger)",0,42,stage_direction,3,21,inner_speech,,#wertenstein,952.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
2647,2647,2647,Kasperl/Perinet_Eifersucht_korr.csv,"
       Unzertrennlich soll unser Band, ungetrübt durch Eifersucht seyn.",0,72,character_speech,3,21,,"
       Wertenstein.
      ",#wertenstein,952.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
2648,2648,2648,Kasperl/Perinet_Eifersucht_korr.csv,"
        (zärtlich vorwerfend)",0,30,stage_direction,3,21,inner_speech,,#wertenstein,952.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
