,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1291,1291,1291,GerDracor/malss-der-alte-buerger-capitain.xml,"Die Vorigen, Knorzheimer tritt eiligst mit einem Brief in der Hand auf.",0,71,stage_direction,2,15,pre_speech,,,,,no_annotation,K,,1821.0,no_annotation,no_annotation
1292,1292,1292,GerDracor/malss-der-alte-buerger-capitain.xml,Do is was!,0,10,character_speech,2,15,,KNORZHEIMER.,#knorzheimer,477.0,MALE,being moved,K,,1821.0,being moved,being moved
1293,1293,1293,GerDracor/malss-der-alte-buerger-capitain.xml,– Schwarz uff weiß.,11,30,character_speech,2,15,,KNORZHEIMER.,#knorzheimer,477.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1294,1294,1294,GerDracor/malss-der-alte-buerger-capitain.xml,"– Ach ich sehn schond, es hot doch sein Nichtigkeit
              schond mit Ihne zwäh.",31,118,character_speech,2,15,,KNORZHEIMER.,#knorzheimer,477.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1295,1295,1295,GerDracor/malss-der-alte-buerger-capitain.xml,Ja des hots!,0,12,character_speech,2,15,,CAPITAIN.,#capitain,478.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1296,1296,1296,GerDracor/malss-der-alte-buerger-capitain.xml,–,13,14,character_speech,2,15,,CAPITAIN.,#capitain,478.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1297,1297,1297,GerDracor/malss-der-alte-buerger-capitain.xml,Auf Weigenand zeigend.,0,22,stage_direction,2,15,inner_speech,,#capitain,478.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1298,1298,1298,GerDracor/malss-der-alte-buerger-capitain.xml, Des is der Zukinftige!,0,23,character_speech,2,15,,CAPITAIN.,#capitain,478.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1299,1299,1299,GerDracor/malss-der-alte-buerger-capitain.xml,Des hab ich schon lengst so komme sehn.,0,39,character_speech,2,15,,KNORZHEIMER.,#knorzheimer,479.0,MALE,fear,K,,1821.0,negative,emotions of anxiety
1300,1300,1300,GerDracor/malss-der-alte-buerger-capitain.xml,Zu Weigenand.,0,13,stage_direction,2,15,inner_speech,,#knorzheimer,479.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1301,1301,1301,GerDracor/malss-der-alte-buerger-capitain.xml, Gratelier!,0,11,character_speech,2,15,,KNORZHEIMER.,#knorzheimer,479.0,MALE,joy,K,,1821.0,positive,emotions of pleasure
1302,1302,1302,GerDracor/malss-der-alte-buerger-capitain.xml,"– Do
              is awwer wos von dem geheime Rath, des sich gewesche hot.",12,88,character_speech,2,15,,KNORZHEIMER.,#knorzheimer,479.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1303,1303,1303,GerDracor/malss-der-alte-buerger-capitain.xml,"Gibt ihm den
                Brief.",0,35,stage_direction,2,15,inner_speech,,#knorzheimer,479.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1304,1304,1304,GerDracor/malss-der-alte-buerger-capitain.xml," Basse se uff es is e Häusi drinn, daß es net eraus fällt.",0,58,character_speech,2,15,,KNORZHEIMER.,#knorzheimer,479.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
1305,1305,1305,GerDracor/malss-der-alte-buerger-capitain.xml,indem er liest.,0,15,stage_direction,2,15,speech_part,,#weigenand,480.0,MALE,no_annotation,K,,1821.0,no_annotation,no_annotation
