,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
0,,,,,,ER,negativ,10657,CATMA_231FD788-51F6-482F-8808-B8C1EC675602,72,Emotionen der Ablehnung,negativ,10296,Abscheu,"Erwarte weiter nichts. Dein Wunsch ist dir gewährt.
Ich habe dich geführt, wohin du es begehrt.
Du siehst nun Dännemarks berühmte Hauptstadt wieder.
Geh, wirf dich, wenn du willst, vor deinem Bruder nieder;
Ersuche den Canut um gnädiges Verzeihn;
Bereu, entschuldige, ja, mische Thränen ein;
Heiß meine That vor ihm ein übereilt Verbrechen,
Erniedrige dich nur:","['Erwarte', 'weiter', 'nichts', '.', 'Dein', 'Wunsch', 'ist', 'dir', 'gewährt', '.', 'Ich', 'habe', 'dich', 'geführt', ',', 'wohin', 'du', 'es', 'begehrt', '.', 'Du', 'siehst', 'nun', 'Dännemarks', 'berühmte', 'Hauptstadt', 'wieder', '.', 'Geh', ',', 'wirf', 'dich', ',', 'wenn', 'du', 'willst', ',', 'vor', 'deinem', 'Bruder', 'nieder', ';', 'Ersuche', 'den', 'Canut', 'um', 'gnädiges', 'Verzeihn', ';', 'Bereu', ',', 'entschuldige', ',', 'ja', ',', 'mische', 'Thränen', 'ein', ';', 'Heiß', 'meine', 'That', 'vor', 'ihm', 'ein', 'übereilt', 'Verbrechen', ',', 'Erniedrige', 'dich', 'nur', ':']"
1,,ulfo,,,,ER,negativ,10656,CATMA_A7332902-9D88-44CC-BB80-067EE823421A,43,Emotionen des Leids,negativ,10445,Leid,"Geh, wirf dich, wenn du willst, vor deinem Bruder nieder;
Ersuche den Canut um gnädiges Verzeihn;
Bereu, entschuldige, ja, mische Thränen ein;
Heiß meine That vor ihm ein übereilt Verbrechen,
Erniedrige dich nur","['Geh', ',', 'wirf', 'dich', ',', 'wenn', 'du', 'willst', ',', 'vor', 'deinem', 'Bruder', 'nieder', ';', 'Ersuche', 'den', 'Canut', 'um', 'gnädiges', 'Verzeihn', ';', 'Bereu', ',', 'entschuldige', ',', 'ja', ',', 'mische', 'Thränen', 'ein', ';', 'Heiß', 'meine', 'That', 'vor', 'ihm', 'ein', 'übereilt', 'Verbrechen', ',', 'Erniedrige', 'dich', 'nur']"
2,,,,,,ER,negativ,10848,CATMA_A20A6E8A-6DE1-4277-9FFF-1ACB642519EB,32,Emotionen des Leids,negativ,10700,Leid,"Ach! Ulfo! kannst du mich so grausam hintergehn?
Hast du mich hergeführt, hier deinen Tod zu sehn?
Bedenke, was du schon für deinen Trutz gelitten.
","['Ach', '!', 'Ulfo', '!', 'kannst', 'du', 'mich', 'so', 'grausam', 'hintergehn', '?', 'Hast', 'du', 'mich', 'hergeführt', ',', 'hier', 'deinen', 'Tod', 'zu', 'sehn', '?', 'Bedenke', ',', 'was', 'du', 'schon', 'für', 'deinen', 'Trutz', 'gelitten', '.']"
3,,estrithe,,,,ER,negativ,10904,CATMA_FB8A58FA-E0B6-42B5-92F1-287396CA83FA,12,Emotionen der Ablehnung,negativ,10848,Abscheu,"Mein Bruder ist erzürnt, und du willst ihn nicht bitten?","['Mein', 'Bruder', 'ist', 'erzürnt', ',', 'und', 'du', 'willst', 'ihn', 'nicht', 'bitten', '?']"
4,,,,,,ER,positiv,11070,CATMA_89F9E9EF-1C65-44AD-979C-ECFD332EDE1E,11,Emotionen der Zuneigung,positiv,11026,Liebe,": seit mein Herz, da ich es dir geschenket,
","[':', 'seit', 'mein', 'Herz', ',', 'da', 'ich', 'es', 'dir', 'geschenket', ',']"
5,,,,,,ER,negativ,11438,CATMA_491D97DD-77F6-4156-8FF3-13E4C02FC39C,66,Emotionen der Ablehnung,negativ,11123,Abscheu,"Seit mir des Königs Ruhm den Ehrgeitz beygebracht,
Der, um ihm gleich zu seyn, mich ihm zum Feinde macht,
Seit ich mit Dännemarks und Englands Herrscher kriegte:
So sprich: Wer hat gesiegt, und wer ist der Besiegte?
Ich hab ihn ohne Land und ohne Macht erschreckt:
Da alles ihn gefurcht, hab ich ihm Feind erweckt.
","['Seit', 'mir', 'des', 'Königs', 'Ruhm', 'den', 'Ehrgeitz', 'beygebracht', ',', 'Der', ',', 'um', 'ihm', 'gleich', 'zu', 'seyn', ',', 'mich', 'ihm', 'zum', 'Feinde', 'macht', ',', 'Seit', 'ich', 'mit', 'Dännemarks', 'und', 'Englands', 'Herrscher', 'kriegte', ':', 'So', 'sprich', ':', 'Wer', 'hat', 'gesiegt', ',', 'und', 'wer', 'ist', 'der', 'Besiegte', '?', 'Ich', 'hab', 'ihn', 'ohne', 'Land', 'und', 'ohne', 'Macht', 'erschreckt', ':', 'Da', 'alles', 'ihn', 'gefurcht', ',', 'hab', 'ich', 'ihm', 'Feind', 'erweckt', '.']"
6,,,,,,ER,negativ,11654,CATMA_97A3F27E-7CBD-42BC-B58C-4CBBE59415E2_0,14,Emotionen der Ablehnung,negativ,11581,Abscheu,"Es schwimmen in der Fluth
Durch meine List ersäufft die Völker des Canut.","['Es', 'schwimmen', 'in', 'der', 'Fluth', 'Durch', 'meine', 'List', 'ersäufft', 'die', 'Völker', 'des', 'Canut', '.']"
7,,,,,,ER,negativ,11854,CATMA_97A3F27E-7CBD-42BC-B58C-4CBBE59415E2_1,27,Emotionen der Ablehnung,negativ,11710,Abscheu,"Ein Boot beschützte mich, ihn sicher zu verspotten.
Der keinem Feinde sonst vergebens nachgejagt,
Hat in den Wüsten mich zu suchen nicht gewagt.","['Ein', 'Boot', 'beschützte', 'mich', ',', 'ihn', 'sicher', 'zu', 'verspotten', '.', 'Der', 'keinem', 'Feinde', 'sonst', 'vergebens', 'nachgejagt', ',', 'Hat', 'in', 'den', 'Wüsten', 'mich', 'zu', 'suchen', 'nicht', 'gewagt', '.']"
8,,,,,,ER,negativ,12076,CATMA_1E6212A8-7915-4091-A4EE-61BF0E4CCBC0_0,24,Emotionen des Leids,negativ,11975,Leid,"Ach! Ulfo find ich stets dieß harte Herz bey dir?
Je mehr ich dir gehorcht, ie mehr versagst du mir.
","['Ach', '!', 'Ulfo', 'find', 'ich', 'stets', 'dieß', 'harte', 'Herz', 'bey', 'dir', '?', 'Je', 'mehr', 'ich', 'dir', 'gehorcht', ',', 'ie', 'mehr', 'versagst', 'du', 'mir', '.']"
9,,,,,,ER,negativ,12811,CATMA_1E6212A8-7915-4091-A4EE-61BF0E4CCBC0_1,92,Emotionen des Leids,negativ,12383,Leid,"Und doch beschwert ich nie dein unerbittlich Ohr.
Gelassen stellt ich dir dein und mein Unglück vor.
Ich seufzte, daß du dich durch Untreu schimpfen solltest.
Ich haßte, was du thatst, und that doch, was du wolltest.
Dieß ist nunmehr der Dank für alles, was ich that.
Du schlägst mir ab, was ich zu deinem Wohlseyn bath;
Du führest mich hieher, Grausamer, mir zu sagen,
Du wollest hier durch Trutz dein Glück, dein Leben wagen.
","['Und', 'doch', 'beschwert', 'ich', 'nie', 'dein', 'unerbittlich', 'Ohr', '.', 'Gelassen', 'stellt', 'ich', 'dir', 'dein', 'und', 'mein', 'Unglück', 'vor', '.', 'Ich', 'seufzte', ',', 'daß', 'du', 'dich', 'durch', 'Untreu', 'schimpfen', 'solltest', '.', 'Ich', 'haßte', ',', 'was', 'du', 'thatst', ',', 'und', 'that', 'doch', ',', 'was', 'du', 'wolltest', '.', 'Dieß', 'ist', 'nunmehr', 'der', 'Dank', 'für', 'alles', ',', 'was', 'ich', 'that', '.', 'Du', 'schlägst', 'mir', 'ab', ',', 'was', 'ich', 'zu', 'deinem', 'Wohlseyn', 'bath', ';', 'Du', 'führest', 'mich', 'hieher', ',', 'Grausamer', ',', 'mir', 'zu', 'sagen', ',', 'Du', 'wollest', 'hier', 'durch', 'Trutz', 'dein', 'Glück', ',', 'dein', 'Leben', 'wagen', '.']"
