,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
0,,unbekannt,,,,LS,negativ,2419,CATMA_E4D56824-B431-4B41-8E8D-DF0BA9C8A5EC,17,Emotionen des Leids,negativ,2328,Leid,"Ihr naht euch wieder, schwankende Gestalten,
Die früh sich einst dem trüben Blick gezeigt.
","['Ihr', 'naht', 'euch', 'wieder', ',', 'schwankende', 'Gestalten', ',', 'Die', 'früh', 'sich', 'einst', 'dem', 'trüben', 'Blick', 'gezeigt', '.']"
1,,unbekannt,,,,LS,positiv,2862,CATMA_59E54062-4D2F-4C5F-AD4C-8DC6884C3D73,31,Emotionen der Freude,positiv,2691,Freude,"Ihr bringt mit euch die Bilder froher Tage,
Und manche liebe Schatten steigen auf;
Gleich einer alten, halbverklungnen Sage
Kommt erste Lieb' und Freundschaft mit herauf;
","['Ihr', 'bringt', 'mit', 'euch', 'die', 'Bilder', 'froher', 'Tage', ',', 'Und', 'manche', 'liebe', 'Schatten', 'steigen', 'auf', ';', 'Gleich', 'einer', 'alten', ',', 'halbverklungnen', 'Sage', 'Kommt', 'erste', 'Lieb', ""'"", 'und', 'Freundschaft', 'mit', 'herauf', ';']"
2,unpersönlich,,,,,LS,negativ,3036,CATMA_8E597BE6-B96A-4E95-878D-01B1010E9841,33,Emotionen des Leids,negativ,2862,Leid,"Der Schmerz wird neu, es wiederholt die Klage
Des Lebens labyrinthisch irren Lauf,
Und nennt die Guten, die, um schöne Stunden
Vom Glück getäuscht, vor mir hinweggeschwunden.","['Der', 'Schmerz', 'wird', 'neu', ',', 'es', 'wiederholt', 'die', 'Klage', 'Des', 'Lebens', 'labyrinthisch', 'irren', 'Lauf', ',', 'Und', 'nennt', 'die', 'Guten', ',', 'die', ',', 'um', 'schöne', 'Stunden', 'Vom', 'Glück', 'getäuscht', ',', 'vor', 'mir', 'hinweggeschwunden', '.']"
3,,,,,,LS,negativ,3195,CATMA_9039AE08-BC8E-4722-9891-9A9FF4673E60,30,Emotionen des Leids,negativ,3038,Leid,"Sie hören nicht die folgenden Gesänge,
Die Seelen, denen ich die ersten sang;
Zerstoben ist das freundliche Gedränge,
Verklungen, ach! der erste Widerklang.
","['Sie', 'hören', 'nicht', 'die', 'folgenden', 'Gesänge', ',', 'Die', 'Seelen', ',', 'denen', 'ich', 'die', 'ersten', 'sang', ';', 'Zerstoben', 'ist', 'das', 'freundliche', 'Gedränge', ',', 'Verklungen', ',', 'ach', '!', 'der', 'erste', 'Widerklang', '.']"
4,unbekannt,,,,,LS,negativ,3372,CATMA_18B5518D-22B4-4BD1-8B43-A816633E5B0D,35,Emotionen der Angst,negativ,3195,Angst,"Mein Lied ertönt der unbekannten Menge,
Ihr Beifall selbst macht meinem Herzen bang,
Und was sich sonst an meinem Lied erfreuet,
Wenn es noch lebt, irrt in der Welt zerstreuet.
","['Mein', 'Lied', 'ertönt', 'der', 'unbekannten', 'Menge', ',', 'Ihr', 'Beifall', 'selbst', 'macht', 'meinem', 'Herzen', 'bang', ',', 'Und', 'was', 'sich', 'sonst', 'an', 'meinem', 'Lied', 'erfreuet', ',', 'Wenn', 'es', 'noch', 'lebt', ',', 'irrt', 'in', 'der', 'Welt', 'zerstreuet', '.']"
5,unbekannt,,,,,LS,positiv,3324,CATMA_7ECAD5ED-0ECA-46E6-893F-F821FAD19488,9,Emotionen der Freude,positiv,3280,Freude,"Und was sich sonst an meinem Lied erfreuet,
","['Und', 'was', 'sich', 'sonst', 'an', 'meinem', 'Lied', 'erfreuet', ',']"
6,unbekannt,,,,,LS,negativ,3372,CATMA_D3FC5B12-D815-43CA-8B83-574950A5AB6E,11,Emotionen des Leids,negativ,3324,Leid,"Wenn es noch lebt, irrt in der Welt zerstreuet.
","['Wenn', 'es', 'noch', 'lebt', ',', 'irrt', 'in', 'der', 'Welt', 'zerstreuet', '.']"
7,,,,,,LS,negativ,3726,CATMA_9962E9B6-CF71-43A3-B176-B115BD7F66C3,41,Emotionen des Leids,negativ,3542,Leid,"Ein Schauer faßt mich, Träne folgt den Tränen,
Das strenge Herz, es fühlt sich mild und weich;
Was ich besitze, seh' ich wie im Weiten,
Und was verschwand, wird mir zu Wirklichkeiten.
","['Ein', 'Schauer', 'faßt', 'mich', ',', 'Träne', 'folgt', 'den', 'Tränen', ',', 'Das', 'strenge', 'Herz', ',', 'es', 'fühlt', 'sich', 'mild', 'und', 'weich', ';', 'Was', 'ich', 'besitze', ',', 'seh', ""'"", 'ich', 'wie', 'im', 'Weiten', ',', 'Und', 'was', 'verschwand', ',', 'wird', 'mir', 'zu', 'Wirklichkeiten', '.']"
8,,,,,,LS,positiv,3942,CATMA_467269D2-9CD9-43B7-A17A-9635419A39AB,29,Emotionen der Zuneigung,positiv,3806,Freundschaft,"Ihr beiden, die ihr mir so oft,
In Not und Trübsal, beigestanden,
Sagt, was ihr wohl in deutschen Landen
Von unsrer Unternehmung hofft?
","['Ihr', 'beiden', ',', 'die', 'ihr', 'mir', 'so', 'oft', ',', 'In', 'Not', 'und', 'Trübsal', ',', 'beigestanden', ',', 'Sagt', ',', 'was', 'ihr', 'wohl', 'in', 'deutschen', 'Landen', 'Von', 'unsrer', 'Unternehmung', 'hofft', '?']"
9,,direktor,,,,LS,positiv,4105,CATMA_42B49128-3CD9-436E-9ACC-E5E397D17560,15,Emotionen der Freude,positiv,4022,Freude,"Die Pfosten sind, die Bretter aufgeschlagen,
Und jedermann erwartet sich ein Fest.
","['Die', 'Pfosten', 'sind', ',', 'die', 'Bretter', 'aufgeschlagen', ',', 'Und', 'jedermann', 'erwartet', 'sich', 'ein', 'Fest', '.']"
10,,,,,,LS,positiv,4855,CATMA_8456F365-CECC-438D-BC18-AEEEF3ABACDF,83,Emotionen der Freude,positiv,4438,Freude,"Denn freilich mag ich gern die Menge sehen,
Wenn sich der Strom nach unsrer Bude drängt
Und mit gewaltig wiederholten Wehen
Sich durch die enge Gnadenpforte zwängt,
Bei hellem Tage, schon vor vieren,
Mit Stößen sich bis an die Kasse ficht
Und, wie in Hungersnot um Brot an Bäckertüren,
Um ein Billett sich fast die Hälse bricht.
Dies Wunder wirkt auf so verschiedne Leute
Der Dichter nur; mein Freund, o tu es heute!
","['Denn', 'freilich', 'mag', 'ich', 'gern', 'die', 'Menge', 'sehen', ',', 'Wenn', 'sich', 'der', 'Strom', 'nach', 'unsrer', 'Bude', 'drängt', 'Und', 'mit', 'gewaltig', 'wiederholten', 'Wehen', 'Sich', 'durch', 'die', 'enge', 'Gnadenpforte', 'zwängt', ',', 'Bei', 'hellem', 'Tage', ',', 'schon', 'vor', 'vieren', ',', 'Mit', 'Stößen', 'sich', 'bis', 'an', 'die', 'Kasse', 'ficht', 'Und', ',', 'wie', 'in', 'Hungersnot', 'um', 'Brot', 'an', 'Bäckertüren', ',', 'Um', 'ein', 'Billett', 'sich', 'fast', 'die', 'Hälse', 'bricht', '.', 'Dies', 'Wunder', 'wirkt', 'auf', 'so', 'verschiedne', 'Leute', 'Der', 'Dichter', 'nur', ';', 'mein', 'Freund', ',', 'o', 'tu', 'es', 'heute', '!']"
11,,,,,,LS,negativ,5027,CATMA_357D9124-6078-4573-A2CE-58DF2569F85A,31,Emotionen der Angst,negativ,4866,Angst,"O sprich mir nicht von jener bunten Menge,
Bei deren Anblick uns der Geist entflieht.
Verhülle mir das wogende Gedränge,
Das wider Willen uns zum Strudel zieht.
","['O', 'sprich', 'mir', 'nicht', 'von', 'jener', 'bunten', 'Menge', ',', 'Bei', 'deren', 'Anblick', 'uns', 'der', 'Geist', 'entflieht', '.', 'Verhülle', 'mir', 'das', 'wogende', 'Gedränge', ',', 'Das', 'wider', 'Willen', 'uns', 'zum', 'Strudel', 'zieht', '.']"
12,,,,,,LS,positiv,4952,CATMA_5764940B-E766-48AC-BAA5-0182A63EFC7A_0,3,Emotionen der Freude,positiv,4937,Freude,"ist entflieht.
","['ist', 'entflieht', '.']"
13,,,,,,LS,positiv,5196,CATMA_5764940B-E766-48AC-BAA5-0182A63EFC7A_1,30,Emotionen der Freude,positiv,5027,Freude,"Nein, führe mich zur stillen Himmelsenge,
Wo nur dem Dichter reine Freude blüht,
Wo Lieb' und Freundschaft unsres Herzens Segen
Mit Götterhand erschaffen und erpflegen.
","['Nein', ',', 'führe', 'mich', 'zur', 'stillen', 'Himmelsenge', ',', 'Wo', 'nur', 'dem', 'Dichter', 'reine', 'Freude', 'blüht', ',', 'Wo', 'Lieb', ""'"", 'und', 'Freundschaft', 'unsres', 'Herzens', 'Segen', 'Mit', 'Götterhand', 'erschaffen', 'und', 'erpflegen', '.']"
14,unbekannt,dichter,,,,LS,positiv,5542,CATMA_6F40108D-2E6E-4E62-85E7-79A3D46851EC,16,Emotionen der Freude,positiv,5456,Freude,"Was glänzt, ist für den Augenblick geboren,
Das Echte bleibt der Nachwelt unverloren.
","['Was', 'glänzt', ',', 'ist', 'für', 'den', 'Augenblick', 'geboren', ',', 'Das', 'Echte', 'bleibt', 'der', 'Nachwelt', 'unverloren', '.']"
15,,lustige_person,,,,LS,negativ,5880,CATMA_579FACAE-38A1-485E-8525-AA22399FFEC4,14,Emotionen der Ablehnung,negativ,5800,Ärger,"Wer sich behaglich mitzuteilen weiß,
Den wird des Volkes Laune nicht erbittern;
","['Wer', 'sich', 'behaglich', 'mitzuteilen', 'weiß', ',', 'Den', 'wird', 'des', 'Volkes', 'Laune', 'nicht', 'erbittern', ';']"
16,unpersönlich,direktor,,,,LS,positiv,6379,CATMA_37A12D36-2B34-48F0-972C-24B90416A1D2,15,Emotionen der Zuneigung,positiv,6303,Verehrung,"Da habt Ihr in der Breite gleich gewonnen,
Ihr seid ein vielgeliebter Mann.
","['Da', 'habt', 'Ihr', 'in', 'der', 'Breite', 'gleich', 'gewonnen', ',', 'Ihr', 'seid', 'ein', 'vielgeliebter', 'Mann', '.']"
17,,direktor,,,,LS,positiv,6555,CATMA_BBA7AFAC-654C-436C-BDEA-B1BFB738469C,17,Emotionen der Freude,positiv,6469,Freude,"Wer vieles bringt, wird manchem etwas bringen;
Und jeder geht zufrieden aus dem Haus.
","['Wer', 'vieles', 'bringt', ',', 'wird', 'manchem', 'etwas', 'bringen', ';', 'Und', 'jeder', 'geht', 'zufrieden', 'aus', 'dem', 'Haus', '.']"
18,,direktor,,,,LS,negativ,6785,CATMA_E72684A9-F703-43D5-947B-E690B6B1163B,18,Emotionen der Ablehnung,negativ,6695,Ärger,"Was hilft's, wenn Ihr ein Ganzes dargebracht,
Das Publikum wird es Euch doch zerpflücken.
","['Was', 'hilft', ""'s"", ',', 'wenn', 'Ihr', 'ein', 'Ganzes', 'dargebracht', ',', 'Das', 'Publikum', 'wird', 'es', 'Euch', 'doch', 'zerpflücken', '.']"
