,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
0,,,,,,LS,negativ,1477,CATMA_AA3514AB-7452-4235-903E-BDEB5184763F,38,Emotionen des Leids,negativ,1260,Mitleid,"Du merkst doch wohl seine Absicht? Geht dir's auch nahe? Du gutes
              Kind, du dauerst mich. Freilich bist du älter als deine Schwester und solltest also
              auch eher einen Mann kriegen. Aber ...
","['Du', 'merkst', 'doch', 'wohl', 'seine', 'Absicht', '?', 'Geht', 'dir', ""'s"", 'auch', 'nahe', '?', 'Du', 'gutes', 'Kind', ',', 'du', 'dauerst', 'mich.', 'Freilich', 'bist', 'du', 'älter', 'als', 'deine', 'Schwester', 'und', 'solltest', 'also', 'auch', 'eher', 'einen', 'Mann', 'kriegen', '.', 'Aber', '...']"
1,,,,,,LS,negativ,1518,CATMA_F3C12DB9-ADB9-45C2-92D2-07FB5ECEE45A,7,Emotionen des Leids,negativ,1488,Mitleid,"Papa, warum bedauern Sie mich?","['Papa', ',', 'warum', 'bedauern', 'Sie', 'mich', '?']"
2,lottchen,,,,,LS,positiv,1912,CATMA_7AC265D5-7B8B-42AD-884C-7E074C816EA9,39,Emotionen der Zuneigung,positiv,1669,Verehrung,"Ein
              Mann, der so vernünftig, so reich und so galant ist als Herr Damis und doch ein armes
              Frauenzimmer heiratet, kann in seiner Wahl mit Recht auf diejenige sehen, die die
              meisten Annehmlichkeiten hat.","['Ein', 'Mann', ',', 'der', 'so', 'vernünftig', ',', 'so', 'reich', 'und', 'so', 'galant', 'ist', 'als', 'Herr', 'Damis', 'und', 'doch', 'ein', 'armes', 'Frauenzimmer', 'heiratet', ',', 'kann', 'in', 'seiner', 'Wahl', 'mit', 'Recht', 'auf', 'diejenige', 'sehen', ',', 'die', 'die', 'meisten', 'Annehmlichkeiten', 'hat', '.']"
3,,,,,,LS,positiv,2087,CATMA_9CF581A6-BB92-4EB0-AF07-473F57611C86,25,Emotionen der Freude,positiv,1913,Freude,"Ich mache mir eine Ehre daraus, mich an dem günstigen
              Schicksale meiner Schwester aufrichtig zu vergnügen und mit dem meinigen zufrieden zu
              sein.
","['Ich', 'mache', 'mir', 'eine', 'Ehre', 'daraus', ',', 'mich', 'an', 'dem', 'günstigen', 'Schicksale', 'meiner', 'Schwester', 'aufrichtig', 'zu', 'vergnügen', 'und', 'mit', 'dem', 'meinigen', 'zufrieden', 'zu', 'sein', '.']"
4,,,,,,LS,positiv,2243,CATMA_53B3554E-890D-4038-8A83-FDBE5BD01187_0,29,Emotionen der Zuneigung,positiv,2095,Verehrung,"Kind, wenn das alles dein Ernst ist: so verdienst du zehn Männer. Du redst fast so
              klug als dein Bruder und hast doch nicht studiert.
","['Kind', ',', 'wenn', 'das', 'alles', 'dein', 'Ernst', 'ist', ':', 'so', 'verdienst', 'du', 'zehn', 'Männer', '.', 'Du', 'redst', 'fast', 'so', 'klug', 'als', 'dein', 'Bruder', 'und', 'hast', 'doch', 'nicht', 'studiert', '.']"
5,,,,,,LS,positiv,2552,CATMA_53B3554E-890D-4038-8A83-FDBE5BD01187_1,30,Emotionen der Zuneigung,positiv,2413,Verehrung,"Nun, nun, ich muß wissen, was an dir ist. Du hast ein Herz, dessen sich die Tugend
              selbst nicht schämen dürfte. Höre nur ...
","['Nun', ',', 'nun', ',', 'ich', 'muß', 'wissen', ',', 'was', 'an', 'dir', 'ist', '.', 'Du', 'hast', 'ein', 'Herz', ',', 'dessen', 'sich', 'die', 'Tugend', 'selbst', 'nicht', 'schämen', 'dürfte', '.', 'Höre', 'nur', '...']"
6,,,,,,LS,positiv,2405,CATMA_C61B8CA6-A51B-470E-AA03-ECC663BE9C5E,29,Emotionen der Zuneigung,positiv,2254,Verehrung,"Loben Sie mich nicht, Papa. Ich bin mir in meinen Augen so geringe, daß ich sogar das
              Lob eines Vaters für eine Schmeichelei halten muß.
","['Loben', 'Sie', 'mich', 'nicht', ',', 'Papa', '.', 'Ich', 'bin', 'mir', 'in', 'meinen', 'Augen', 'so', 'geringe', ',', 'daß', 'ich', 'sogar', 'das', 'Lob', 'eines', 'Vaters', 'für', 'eine', 'Schmeichelei', 'halten', 'muß', '.']"
7,,,,,,LS,negativ,2725,CATMA_8DD7D517-3929-46E9-BE37-E5C8BA15D2B7,31,Emotionen des Leids,negativ,2563,Leid,"Oh, mein Gott, wie demütigen Sie mich! Ein Lobspruch, den ich mir wegen meiner Größe
              nicht zueignen kann, tut mir weher als ein verdienter Verweis.
","['Oh', ',', 'mein', 'Gott', ',', 'wie', 'demütigen', 'Sie', 'mich', '!', 'Ein', 'Lobspruch', ',', 'den', 'ich', 'mir', 'wegen', 'meiner', 'Größe', 'nicht', 'zueignen', 'kann', ',', 'tut', 'mir', 'weher', 'als', 'ein', 'verdienter', 'Verweis', '.']"
8,cleon,,,,,LS,positiv,3070,CATMA_F5778FF7-5D6D-4B24-A669-2872913FFA2C,16,Emotionen der Zuneigung,positiv,2975,Verehrung,"Höre nur, du bist verständiger als
              deine Schwester, wenn jene gleich schöner ist.","['Höre', 'nur', ',', 'du', 'bist', 'verständiger', 'als', 'deine', 'Schwester', ',', 'wenn', 'jene', 'gleich', 'schöner', 'ist', '.']"
9,,,,,,LS,positiv,3437,CATMA_DE8FBAC2-F546-4B78-872F-DF3D6B908831,10,Emotionen der Zuneigung,positiv,3386,Liebe,"Mich deucht, Herr Damis ist Julchen nicht zuwider. ","['Mich', 'deucht', ',', 'Herr', 'Damis', 'ist', 'Julchen', 'nicht', 'zuwider', '.']"
