,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
0,,,unbekannt,,,ER,positiv,1395,CATMA_D7A1E768-3276-49AE-AB56-2218884BFD39,39,Emotionen der Freude,positiv,1187,Freude,"Und sieh! er hat sich neu verjüngt, ihn hat
Die Kunst zum heitern Tempel ausgeschmückt,
Und ein harmonisch hoher Geist spricht uns
Aus dieser edeln Säulenordnung an,
Und regt den Sinn zu festlichen Gefühlen.
","['Und', 'sieh', '!', 'er', 'hat', 'sich', 'neu', 'verjüngt', ',', 'ihn', 'hat', 'Die', 'Kunst', 'zum', 'heitern', 'Tempel', 'ausgeschmückt', ',', 'Und', 'ein', 'harmonisch', 'hoher', 'Geist', 'spricht', 'uns', 'Aus', 'dieser', 'edeln', 'Säulenordnung', 'an', ',', 'Und', 'regt', 'den', 'Sinn', 'zu', 'festlichen', 'Gefühlen', '.']"
1,,unbekannt,,,,ER,positiv,1724,CATMA_B3747437-6C14-4463-BE27-FEB797C55224,20,Emotionen der Freude,positiv,1603,Freude,"Ein edler Meister stand auf diesem Platz,
Euch in die heitern Höhen seiner Kunst
Durch seinen Schöpfergenius entzückend.
","['Ein', 'edler', 'Meister', 'stand', 'auf', 'diesem', 'Platz', ',', 'Euch', 'in', 'die', 'heitern', 'Höhen', 'seiner', 'Kunst', 'Durch', 'seinen', 'Schöpfergenius', 'entzückend', '.']"
2,unbekannt,,,,,ER,positiv,2266,CATMA_4AC54FC0-7705-4E21-9D4D-A3F98C3EA4F0,55,Emotionen der Zuneigung,positiv,1948,Verehrung,"So stehe dieser Kreis, die neue Bühne
Als Zeugen des vollendeten Talents.
Wo möcht es auch die Kräfte lieber prüfen,
Den alten Ruhm erfrischen und verjüngen,
Als hier vor einem auserlesnen Kreis,
Der rührbar jedem Zauberschlag der Kunst,
Mit leisbeweglichem Gefühl den Geist
In seiner flüchtigsten Erscheinung hascht?
","['So', 'stehe', 'dieser', 'Kreis', ',', 'die', 'neue', 'Bühne', 'Als', 'Zeugen', 'des', 'vollendeten', 'Talents', '.', 'Wo', 'möcht', 'es', 'auch', 'die', 'Kräfte', 'lieber', 'prüfen', ',', 'Den', 'alten', 'Ruhm', 'erfrischen', 'und', 'verjüngen', ',', 'Als', 'hier', 'vor', 'einem', 'auserlesnen', 'Kreis', ',', 'Der', 'rührbar', 'jedem', 'Zauberschlag', 'der', 'Kunst', ',', 'Mit', 'leisbeweglichem', 'Gefühl', 'den', 'Geist', 'In', 'seiner', 'flüchtigsten', 'Erscheinung', 'hascht', '?']"
3,unbekannt,,,,,ER,positiv,2435,CATMA_F6E3F35D-DEC6-44F6-A8A5-9460309B6B00,32,Emotionen der Zuneigung,positiv,2267,Verehrung,"Denn schnell und spurlos geht des Mimen Kunst,
Die wunderbare, an dem Sinn vorüber,
Wenn das Gebild des Meißels, der Gesang
Des Dichters nach Jahrtausenden noch leben.
","['Denn', 'schnell', 'und', 'spurlos', 'geht', 'des', 'Mimen', 'Kunst', ',', 'Die', 'wunderbare', ',', 'an', 'dem', 'Sinn', 'vorüber', ',', 'Wenn', 'das', 'Gebild', 'des', 'Meißels', ',', 'der', 'Gesang', 'Des', 'Dichters', 'nach', 'Jahrtausenden', 'noch', 'leben', '.']"
4,unbekannt,,,,,ER,negativ,2610,CATMA_FB90F4B4-5990-443A-B135-81E781C59943,32,Emotionen des Leids,negativ,2435,Leid,"Hier stirbt der Zauber mit dem Künstler ab,
Und wie der Klang verhallet in dem Ohr,
Verrauscht des Augenblicks geschwinde Schöpfung,
Und ihren Ruhm bewahrt kein daurend Werk.
","['Hier', 'stirbt', 'der', 'Zauber', 'mit', 'dem', 'Künstler', 'ab', ',', 'Und', 'wie', 'der', 'Klang', 'verhallet', 'in', 'dem', 'Ohr', ',', 'Verrauscht', 'des', 'Augenblicks', 'geschwinde', 'Schöpfung', ',', 'Und', 'ihren', 'Ruhm', 'bewahrt', 'kein', 'daurend', 'Werk', '.']"
5,unbekannt,,,,,ER,positiv,3481,CATMA_99D16886-2D66-435C-A62C-77AA943A190D,45,Emotionen der Zuneigung,positiv,3233,Verehrung,"Nicht unwert des erhabenen Moments
Der Zeit, in dem wir strebend uns bewegen.
Denn nur der große Gegenstand vermag
Den tiefen Grund der Menschheit aufzuregen,
Im engen Kreis verengert sich der Sinn,
Es wächst der Mensch mit seinen größern Zwecken.
","['Nicht', 'unwert', 'des', 'erhabenen', 'Moments', 'Der', 'Zeit', ',', 'in', 'dem', 'wir', 'strebend', 'uns', 'bewegen', '.', 'Denn', 'nur', 'der', 'große', 'Gegenstand', 'vermag', 'Den', 'tiefen', 'Grund', 'der', 'Menschheit', 'aufzuregen', ',', 'Im', 'engen', 'Kreis', 'verengert', 'sich', 'der', 'Sinn', ',', 'Es', 'wächst', 'der', 'Mensch', 'mit', 'seinen', 'größern', 'Zwecken', '.']"
6,unbekannt,,,,,ER,negativ,4219,CATMA_6ADA6DEE-BE6D-4131-B74E-75F2372334DF,59,Emotionen des Leids,negativ,3862,Leid,"Zerfallen sehen wir in diesen Tagen
Die alte feste Form, die einst vor hundert
Und funfzig Jahren ein willkommner Friede
Europens Reichen gab, die teure Frucht
Von dreißig jammervollen Kriegesjahren.
Noch einmal laßt des Dichters Phantasie
Die düstre Zeit an euch vorüberführen,
Und blicket froher in die Gegenwart
Und in der Zukunft hoffnungsreiche Ferne.
","['Zerfallen', 'sehen', 'wir', 'in', 'diesen', 'Tagen', 'Die', 'alte', 'feste', 'Form', ',', 'die', 'einst', 'vor', 'hundert', 'Und', 'funfzig', 'Jahren', 'ein', 'willkommner', 'Friede', 'Europens', 'Reichen', 'gab', ',', 'die', 'teure', 'Frucht', 'Von', 'dreißig', 'jammervollen', 'Kriegesjahren', '.', 'Noch', 'einmal', 'laßt', 'des', 'Dichters', 'Phantasie', 'Die', 'düstre', 'Zeit', 'an', 'euch', 'vorüberführen', ',', 'Und', 'blicket', 'froher', 'in', 'die', 'Gegenwart', 'Und', 'in', 'der', 'Zukunft', 'hoffnungsreiche', 'Ferne', '.']"
7,unbekannt,,,,,ER,negativ,4731,CATMA_D5F5167D-0F29-4C40-82DB-B42FFE4FBF3A,84,Emotionen des Leids,negativ,4274,Leid,"Sechzehn Jahre der Verwüstung,
Des Raubs, des Elends sind dahingeflohn,
In trüben Massen gäret noch die Welt,
Und keine Friedenshoffnung strahlt von fern.
Ein Tummelplatz von Waffen ist das Reich,
Verödet sind die Städte, Magdeburg
Ist Schutt, Gewerb und Kunstfleiß liegen nieder,
Der Bürger gilt nichts mehr, der Krieger alles,
Straflose Frechheit spricht den Sitten Hohn,
Und rohe Horden lagern sich, verwildert
Im langen Krieg, auf dem verheerten Boden.
","['Sechzehn', 'Jahre', 'der', 'Verwüstung', ',', 'Des', 'Raubs', ',', 'des', 'Elends', 'sind', 'dahingeflohn', ',', 'In', 'trüben', 'Massen', 'gäret', 'noch', 'die', 'Welt', ',', 'Und', 'keine', 'Friedenshoffnung', 'strahlt', 'von', 'fern', '.', 'Ein', 'Tummelplatz', 'von', 'Waffen', 'ist', 'das', 'Reich', ',', 'Verödet', 'sind', 'die', 'Städte', ',', 'Magdeburg', 'Ist', 'Schutt', ',', 'Gewerb', 'und', 'Kunstfleiß', 'liegen', 'nieder', ',', 'Der', 'Bürger', 'gilt', 'nichts', 'mehr', ',', 'der', 'Krieger', 'alles', ',', 'Straflose', 'Frechheit', 'spricht', 'den', 'Sitten', 'Hohn', ',', 'Und', 'rohe', 'Horden', 'lagern', 'sich', ',', 'verwildert', 'Im', 'langen', 'Krieg', ',', 'auf', 'dem', 'verheerten', 'Boden', '.']"
8,unbekannt,,,,,ER,positiv,5332,CATMA_76D67649-FAD4-40FA-B9AD-590F2DC0257D,96,Emotionen der Freude,positiv,4773,Freude,"Ein Unternehmen kühnen Übermuts
Und ein verwegener Charakter ab.
Ihr kennet ihn – den Schöpfer kühner Heere,
Des Lagers Abgott und der Länder Geißel,
Die Stütze und den Schrecken seines Kaisers,
Des Glückes abenteuerlichen Sohn,
Der von der Zeiten Gunst emporgetragen,
Da Ehre höchste Staffeln rasch erstieg,
Und ungesättigt immer weiter strebend,
Der unbezähmten Ehrsucht Opfer fiel.
Von der Parteien Gunst und Haß verwirrt
Schwankt sein Charakterbild in der Geschichte,
Doch euren Augen soll ihn jetzt die Kunst,
Auch eurem Herzen, menschlich näherbringen.
","['Ein', 'Unternehmen', 'kühnen', 'Übermuts', 'Und', 'ein', 'verwegener', 'Charakter', 'ab', '.', 'Ihr', 'kennet', 'ihn', '–', 'den', 'Schöpfer', 'kühner', 'Heere', ',', 'Des', 'Lagers', 'Abgott', 'und', 'der', 'Länder', 'Geißel', ',', 'Die', 'Stütze', 'und', 'den', 'Schrecken', 'seines', 'Kaisers', ',', 'Des', 'Glückes', 'abenteuerlichen', 'Sohn', ',', 'Der', 'von', 'der', 'Zeiten', 'Gunst', 'emporgetragen', ',', 'Da', 'Ehre', 'höchste', 'Staffeln', 'rasch', 'erstieg', ',', 'Und', 'ungesättigt', 'immer', 'weiter', 'strebend', ',', 'Der', 'unbezähmten', 'Ehrsucht', 'Opfer', 'fiel', '.', 'Von', 'der', 'Parteien', 'Gunst', 'und', 'Haß', 'verwirrt', 'Schwankt', 'sein', 'Charakterbild', 'in', 'der', 'Geschichte', ',', 'Doch', 'euren', 'Augen', 'soll', 'ihn', 'jetzt', 'die', 'Kunst', ',', 'Auch', 'eurem', 'Herzen', ',', 'menschlich', 'näherbringen', '.']"
9,unbekannt,,,,,ER,positiv,6268,CATMA_772A47DE-6013-4C75-8E59-5145F44ACED1,16,Emotionen der Zuneigung,positiv,6180,Verehrung,"Auf jene fremde kriegerische Bühne,
Die unser Held mit seinen Taten bald
Erfüllen wird.
","['Auf', 'jene', 'fremde', 'kriegerische', 'Bühne', ',', 'Die', 'unser', 'Held', 'mit', 'seinen', 'Taten', 'bald', 'Erfüllen', 'wird', '.']"
