,word,frequency
0,auff,2119
1,kan,1898
2,Ach,1604
3,Herr,1402
4,mehr,1380
5,wil,1312
6,muß,1308
7,seyn,1246
8,bey,1203
9,O,1171
10,ja,1136
11,Ja,1109
12,schon,1059
13,wol,1037
14,sagt,965
15,Jch,944
16,gar,927
17,Wer,900
18,jhr,794
19,Zeit,772
20,sey,769
21,ab,757
22,vns,757
23,Welt,718
24,wer,711
25,gleich,707
26,Himmel,693
27,sol,687
28,wohl,685
29,auß,681
30,lassen,659
31,bald,652
32,Fürst,627
33,Hertz,623
34,weiß,619
35,Mutter,589
36,Tod,583
37,diß,580
38,Geist,573
39,Gott,570
40,Leben,559
41,kommen,536
42,deß,521
43,gantz,489
44,recht,484
45,Rom,475
46,geben,463
47,Frau,460
48,Hand,455
49,Jhr,444
50,mag,440
51,umb,439
52,Götter,437
53,König,435
54,Liebe,423
55,ists,418
56,geht,415
57,jhm,413
58,macht,406
59,Fürsten,399
60,müssen,388
61,Reich,387
62,sehen,386
63,Kind,385
64,Lust,381
65,Teutschland,378
66,Sohn,377
67,Macht,371
68,allein,364
69,stets,361
70,selber,359
71,Tag,357
72,sagen,350
73,itzt,348
74,Herrn,345
75,Blutt,344
76,gehen,343
77,hast,342
78,Recht,342
79,her,339
80,thun,335
81,Nein,328
82,Vater,327
83,Nacht,326
84,ach,323
85,wider,323
86,Kinder,322
87,Herren,322
88,jhn,321
89,hätte,319
90,Hertzen,318
91,Blut,316
92,Brust,314
93,Leib,312
94,Augen,310
95,gut,310
96,Licht,308
97,Glück,307
98,Tugend,306
99,lange,305
100,wissen,302
101,gehn,300
102,biß,296
103,grosse,289
104,grossen,288
105,dis,287
106,wäre,287
107,Leute,285
108,steht,283
109,Thron,281
110,Rath,275
111,Mann,275
112,Diß,273
113,wolte,272
114,Ruhm,270
115,Haupt,269
116,reden,268
117,Weib,268
118,thut,262
119,gibt,261
120,leben,261
121,frey,261
122,vnnd,261
123,Seele,258
124,stehn,257
125,Menschen,252
126,Heil,249
127,Erden,248
128,bringen,248
129,Gunst,247
130,fort,247
131,Eh,246
132,Ey,244
133,unsre,242
134,unsern,242
135,solte,241
136,Friede,241
137,Auff,239
138,Hertze,237
139,Wort,236
140,Mensch,236
141,wolt,234
142,sollen,231
143,wenig,230
144,kommt,228
145,Noth,225
146,worden,224
147,spricht,224
148,Stadt,223
149,Land,223
150,de,223
151,Majestät,221
152,Feind,221
153,That,221
154,Ruh,220
155,Königin,219
156,gehet,218
157,sterben,218
158,vil,215
159,finden,214
160,Mund,213
161,Printz,213
162,Käyser,212
163,Seel,211
164,Mars,211
165,laß,208
166,Rach,208
167,habt,207
168,Bruder,207
169,groß,207
170,offt,206
171,besser,206
172,Fall,206
173,Pein,206
174,Sonne,203
175,hoch,203
176,Tochter,203
177,Schuld,199
178,gethan,199
179,solt,198
180,GOtt,198
181,endlich,198
182,grosser,198
183,Sol,197
184,nein,196
185,Gold,196
186,davon,195
187,Blitz,195
188,Rache,194
189,leider,193
190,Je,193
191,tausend,191
192,Volck,191
193,sonder,191
194,werd,190
195,Stahl,189
196,eh,188
197,E,188
