,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"
                                 Aria.",0,39,stage_direction,1,0,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"
                                    
                                       Chi'mi vuol son Cameriero
                                    
                                    
                                       fòdi tutto, pian m'intendo
                                    
                                    
                                       Ei quel tutto, che conviene.",0,384,character_speech,1,0,,VESPETTA.,VESPETTA.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
2,2,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"Sonda bene,
                                    
                                    
                                       Son sincera
                                    
                                    
                                       non ambisco, non pretendo.",498,774,character_speech,1,0,,VESPETTA.,VESPETTA.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
3,3,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,E'mi àgiusto al mal è al bene.,888,918,character_speech,1,0,,VESPETTA.,VESPETTA.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
4,4,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"
                                    Da Capo.",0,45,stage_direction,1,0,speech_part,,,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
5,5,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"
                                    (Ich suche zwar ein Glück, doch ehrlich zu erlangen,
                                    Und durch den sauren Schweiß ein kleines Heyrath-Gut.)",0,180,character_speech,1,0,,VESPETTA.,VESPETTA.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
6,6,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"Herr Pimpinone kommt gegangen;
                                    Er ist zwar nicht von edlem Blut,
                                    Doch reich und dumm, es wär ein Herr für mich.",217,400,character_speech,1,0,,VESPETTA.,VESPETTA.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
7,7,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,Gedult vielleichte fügt es sich.,437,469,character_speech,1,0,,VESPETTA.,VESPETTA.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
8,8,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"
                                    (Ein Reicher ist in Wahrheit übel dran,
                                    Es sucht ihn jedermann zu hintergehn.",0,150,character_speech,1,0,,PIMPINONE.,PIMPINONE.,2.0,UNKNOWN,abhorrence,negative,emotions of rejection
9,9,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"Mein Haus soll künfftig nicht so vielen offen stehen,
                                    Könt ich ein artig's Kind zum Cammer-Mädgen kriegen,
                                    Würd es mich ungemein vergnügen;)
                                    Wie?",187,440,character_speech,1,0,,PIMPINONE.,PIMPINONE.,2.0,UNKNOWN,joy,positive,emotions of pleasure
