,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Liberata.xml,"
                                    Der Schau-Platz stellet vor einen Königlichen Verhör-Saal.",0,95,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,TextGrid/-Liberata.xml,"
                                    Alphonsus.",0,47,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,TextGrid/-Liberata.xml,Ramiro.,48,55,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3,3,TextGrid/-Liberata.xml,Octavius.,56,65,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
4,4,TextGrid/-Liberata.xml,Palamedes.,66,76,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
5,5,TextGrid/-Liberata.xml,Rodrigo.,77,85,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
6,6,TextGrid/-Liberata.xml,Die Pagen und Trabanten.,86,110,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
7,7,TextGrid/-Liberata.xml,"
                                       Nun ist diß stoltze Reich durch unsern Arm besiegt /
                                       Der Waffen-volle MARS hat diesen Stahl vergnügt /
                                       Deß TAGUS göldnes Haupt / der König aller Flüße /
                                       Legt sich demüthigst nun vor unsrer Hoheit Füsse.",0,359,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,joy,positive,emotions of pleasure
8,8,TextGrid/-Liberata.xml,"Es mag DIESPITER den blauen Himmels-Saal /
                                       NEPTUN das grüne Meer / AVERNUS Schwefel-Thal
                                       Der schwartze RHADAMANT zu seinem Erbtheil wissen;
                                       Jch kan mich ebenfalls in solche Zirckel schlüssen.",399,707,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
9,9,TextGrid/-Liberata.xml,"Mein Pol ist Lisabon / der Tagus meine See /
                                       Mein Zorn ein Höllen-Pful / der Marter / Ach / und Weh
                                       Mit Donner-reichem Blitz auff seine Feinde schüttet.",747,977,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,abhorrence,negative,emotions of rejection
10,10,TextGrid/-Liberata.xml,"Der freche HALY weiß wie unser Schwerdt gewüttet /
                                       Der weiß-bezähnte Mohr scheut selber unsre Macht /
                                       Weil meine Lorbern Jhn zu solchem Frieden bracht /
                                       Wodurch Fünff Könige zu unsren Sclaven worden
                                       Und gäntzlich sich gelegt jhr Blut-beströhmtes Morden.",1017,1426,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,fear,negative,emotions of anxiety
11,11,TextGrid/-Liberata.xml,"Der rauhe Sarazen und der Brasilian
                                       Jst unsrer Majestät mit Freundschafft zugethan.",1466,1588,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,friendship,positive,emotions of affection
12,12,TextGrid/-Liberata.xml,"Ja selbst der grosse Chach / den Ost und West verehren /
                                       Wil Lusitanien durch Bündnüs itzt vermehren.",1628,1768,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
13,13,TextGrid/-Liberata.xml,"So hat auch unsre Faust das heilige Altar
                                       Deß grossen Jupiters vor Anstoß und Gefahr
                                       Höchst-Eifrig stets bewacht und mächtiglich beschützet /
                                       So daß kein Donnerkeil auff Dessen Burg geblitzet
                                       Vom schnöden Christen-Volck / weil wir selbst unser Blut
                                       Auch dißfalls nicht verschont / wann etwan diese Glut
                                       Jemanden angesteckt / wie solches PHILIPPINE,
                                       RIBER' und HYACINTH auffs Henckers Folter-Bühne
                                       Der grossen Welt gezeigt / alß jene durch den Stahl /
                                       RIBERA durch den Strick / und HYACINTH am Pfahl /
                                       Weil Christum Sie verehrt / höchst-schimpflich must' erbleichen /
                                       Wodurch ja unser Ruhm die Sternen kan erreichen.",1852,2896,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
14,14,TextGrid/-Liberata.xml,"Allein daß dieses Glück uns ferner günstig sey /
                                       So steht / Getreuste / Uns mit klugem Rathe bey /
                                       Und meldet / wie diß Reich noch ferner könne grünen.",2936,3165,character_speech,1,1,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,joy,positive,emotions of pleasure
15,15,TextGrid/-Liberata.xml,"
                                       Durchlauchtigster Monarch / den Ost und West bedienen /
                                       Den Lusitanien als seinen Siger ehrt /
                                       Wo Eure Majestät RAMIRI Rathschlag hört /
                                       RAMIRI, welcher nur des Königs Wolfarth suchet /
                                       Und seine Feinde stets auß rechtem Grimm verfluchet /
                                       So kan deß Zepters Gold / der Krone Diamant /
                                       Des Purpurs Schnecken-Blut / das Völckerreiche Land
                                       Nicht schönem Glantz empfahn / und grössers Wachsthum haben /
                                       Alß wenn den Göttern man mit vielen Opfer-Gaben
                                       Bekrönet jhr Altar; Denn wer die Tempel schützt
                                       Deß grossen Jupiters und auff die Christen blitzt
                                       Mit dem Verfolgungs-Strahl / der kan noch auff der Erden
                                       Mit Lorberreicher Pracht zum jrrd'schen Gotte werden.",0,1164,character_speech,1,1,,RAMIRO.,RAMIRO.,2.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
16,16,TextGrid/-Liberata.xml,"Ob nun der Himmel zwar deß Königs Helden-Muth
                                       Wird segnen für und für / weil auch sein eigen Blut
                                       Er niemahls hier verschont / so ist doch auch zuschauen /
                                       
                                          
Wie Eure Majestät mög' Jhrem Stamme bauen
                                       Den Sitz der Ewigkeit / weil sich kein Erb-Printz zeigt /
                                       Und also Kron und Thron sich zu dem Einfall neigt.",1204,1749,character_speech,1,1,,RAMIRO.,RAMIRO.,2.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
17,17,TextGrid/-Liberata.xml,"Denn wo kein Nachsaß ist in dem entblösten Reiche /
                                       Da steckt die Ehrsuchts-Glutt / des Auffruhrs gifftge Seuche
                                       Auß toller Freyheits-Lust auch klügste Seelen an /
                                       So daß der HYDRA offt kein HERCUL steuren kan.",1789,2116,character_speech,1,1,,RAMIRO.,RAMIRO.,2.0,UNKNOWN,joy,positive,emotions of pleasure
18,18,TextGrid/-Liberata.xml,"Drumb sol der goldne Thron deß grossen Königs gläntzen
                                       Jn unverrückter Macht mit frischen Lorbeer-Kräntzen /
                                       So werde die Prinzeß durch HYMENS Heilges Band
                                       Alß Königin vermählt dem Printzen Ferdinand /
                                       So kan ALPHONSI Stamm durch Jhn verewigt werden.",2156,2562,character_speech,1,1,,RAMIRO.,RAMIRO.,2.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
19,19,TextGrid/-Liberata.xml,"
                                       So ists / Großmächt'ger Fürst!",0,70,character_speech,1,1,,OCTAVIUS.,OCTAVIUS.,3.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
