,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                 Kommen balt wider Jahn Panser, der SchiffPatron, Servus vnd noch ein stumme Person, klopffen beim Wirtshauß an; der SchiffPatron sagt.",0,168,stage_direction,1,0,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                 Er weist auff Jahnnen vnd sagt.",0,65,stage_direction,1,0,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
3,3,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    
                                       
Er ist eins frembten Junckern Knecht
                                    Vnd gar ein Visirlicher gsell.",0,181,character_speech,1,0,,PATRONUS,PATRONUS,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
4,4,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"HOSPES, DER WIRT gibt jhm die hand vnd sagt.",218,262,character_speech,1,0,,PATRONUS,PATRONUS,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
5,5,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"Ey, sey der gut Mann, wer er wöll,
                                    Soll er ein lieber Grast mir sein.",336,441,character_speech,1,0,,PATRONUS,PATRONUS,1.0,UNKNOWN,friendship,positive,emotions of affection
6,6,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Zu Servo sagt er.",0,54,stage_direction,1,0,speech_part,,,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
7,7,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Der ist offt bey mir zagen ein.",0,68,character_speech,1,0,,PATRONUS,PATRONUS,1.0,UNKNOWN,fear,negative,emotions of anxiety
8,8,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"Was jhr begert, will ich euch bringen.",105,143,character_speech,1,0,,PATRONUS,PATRONUS,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
9,9,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
10,10,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Bringt vns Wein her vor allen dingen!",0,74,character_speech,1,0,,JAHN PANSER,JAHN PANSER,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
11,11,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,Darnach bringt vns zu essen auch!,111,144,character_speech,1,0,,JAHN PANSER,JAHN PANSER,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
12,12,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"Dann weils in dem Land ist der brauch,
                                    Wenn man thut auß den Schiffen stahn,
                                    Das das Schiffgsind vnd der Patron
                                    Mit guter Malzeit werd versehen,
                                    Sanct Martin lob mit zu verjehen,
                                    So lassen wirs auch nit gehn ab.",181,572,character_speech,1,0,,JAHN PANSER,JAHN PANSER,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
13,13,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
14,14,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Ein guten Reinischen Wein ich hab.",0,71,character_speech,1,0,,HOSPES,HOSPES,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
15,15,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"Kellner, geh du, balt bring vns rein
                                    Ein viertll vnsers guten Wein!",108,211,character_speech,1,0,,HOSPES,HOSPES,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
16,16,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Sie setzen sich zusammen.",0,62,stage_direction,1,0,speech_part,,,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
17,17,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"CELLARIUS, DER KELLNER tregt zu essen vnd zu trincken auff, sie fressen weidlich; vber ein weil fengt Jahn an vnd sagt.",0,119,character_speech,1,0,,HOSPES,HOSPES,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
18,18,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"Welcher am besten singen kan,",0,29,character_speech,1,0,,HOSPES,HOSPES,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
19,19,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"Der selb thu solches fangen an,",0,31,character_speech,1,0,,HOSPES,HOSPES,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
