,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Sophia.xml,"
                                 Der Schauplatz stellet vor der Sophie Maierhof bey Rom.",0,89,stage_direction,1,0,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,TextGrid/-Sophia.xml,"
                                    Wer in der Eitelkeit stets güldne Stunden zählt /
                                    Sein Perlenschwangres Haubt den Sternen fast vermählt /
                                    Mit Göttern dieser Welt alß Brüdern umb mag-gehen
                                    Den wird der Pöfel zwar biß an den Pol erhöhen.",0,348,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
2,2,TextGrid/-Sophia.xml,"Allein diß Glück ist nichts / alß Schatten / Rauch und Schnee /
                                    Jm fall die Seele fühlt ein unergründtes Weh /
                                    Ein Weh / das uns verletzt mit Flammen-reichen Pfeilen /
                                    Und das kein Musa nicht noch Podalir kan heilen.",385,709,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
3,3,TextGrid/-Sophia.xml,"Daß mich das grosse Rom auf diese Welt gebracht
                                          
                                          
                                          1
                                       
                                    
                                    Mit angebohrnem Glantz und ungeschminckter Pracht;
                                    Daß Nerva und Trajan mit güldnen Ehren-Fahnen
                                    Verewigt hier und dar die Thaten meiner Ahnen /
                                    Daß Schönheit und Verstand mein zartes Haubt bekräntzt /
                                    Des Eh-Betts Paradieß mit dreyen Lilgen gläntzt;
                                          
                                          
                                          2
                                       
                                    
                                    Daß ich auf dieser Au bey silberklaren Flüssen
                                    Kan Speise / Tranck und Schlaff in sanfter Ruh geniessen;
                                    Das mich die Kaiserin mit Wolthat stets beblühmt /
                                    Gantz Welschlands kluger Mund Sophiens Tugend rühmt /
                                    Pechschwartze Sorgen nicht umb meine Glieder schweben;
                                    Diß alles kan mir zwar verzuckern Zeit und Leben.",746,2169,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
4,4,TextGrid/-Sophia.xml,Ach!,2206,2210,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
5,5,TextGrid/-Sophia.xml,"Aber schau ich an die doppelt' Ewigkeit /
                                    
                                       
Die nach dem Sündenfall der Himmel uns bereit;
                                    So muß die Thränen-Bach auf beide Wangen flüssen.",2211,2462,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
6,6,TextGrid/-Sophia.xml,"Du lagst / Sophie / du lagst in solchen Finsternüssen /
                                    Aus derer Labyrinth die Seele schwerlich steigt /
                                    Wenn nicht der grosse Gott selbst Weg' und Mittel zeigt:
                                    O wunderseltzam Werck!",2499,2792,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,being moved,being moved,being moved
7,7,TextGrid/-Sophia.xml,"Der gantze Kreiß wil dienen
                                    Dem / der unendlich herrscht auf den gestirnten Bühnen;
                                    Er dienet; aber Ach!",2793,2969,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
8,8,TextGrid/-Sophia.xml,"Daß Weißheit und Verstand
                                    Sich so bethören lässt den schlauen Rhadamant /
                                    Der auf des Schöpfers Macht im Anfang stracks gewüttet /
                                    Und unsern Bund mit Gott durch grimme List zerrüttet /
                                    Es sucht ein iedes Thier ja die Vergnügungs Ruh:
                                    Der Adler fleugt mit Lust der göldnen Sonne zu /
                                    Die Krocodile spiel'n beym Nilus mit einander /
                                    Der Flammen-reiche Pful erquickt den Salamander /
                                    Und Menschen suchen stets bey Gott ihr höchstes Gut.",2970,3692,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,joy,positive,emotions of pleasure
9,9,TextGrid/-Sophia.xml,Hier strauchelt die Vernunft!,3729,3758,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,being moved,being moved,being moved
10,10,TextGrid/-Sophia.xml,"Hier wirfft die Andachts-Glut
                                    Viel tausend Funcken aus / die nichts alß Blitz gebehren /
                                    Und vor den Himmel uns den Höllen-Pful gewehren!",3759,3968,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,fear,negative,emotions of anxiety
11,11,TextGrid/-Sophia.xml,Verblendtes Heidenthum!,4005,4028,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,abhorrence,negative,emotions of rejection
12,12,TextGrid/-Sophia.xml,"Was hat dich doch bewegt /
                                    Daß du Stern / Sonn' und Mond; und was der Erdkreiß hegt /
                                    Zum Abgott dir erkiest?",4029,4210,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,being moved,being moved,being moved
13,13,TextGrid/-Sophia.xml,"Daß Kräuter / Bluhmen / Steine /
                                    Gold / Silber / Holtz / Kristall / verdorrte Todten-Beine /
                                    Ein Athemloses Bild dein Schutzherr bleiben sol?",4211,4424,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,being moved,being moved,being moved
14,14,TextGrid/-Sophia.xml,Elender Aberwitz!,4461,4478,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,anger,negative,emotions of rejection
15,15,TextGrid/-Sophia.xml,"Wie wol und mehr alß wol
                                    Ist dieser Seele doch / die frey von solchen Keten
                                    In reiner Andacht kan den wahren Gott anbeten!",4479,4673,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
16,16,TextGrid/-Sophia.xml,"Die / was sein heil'ger Mund der gantzen Welt entdeckt /
                                    Mit frohem Geist annimmt / und ehret unbefleckt!",4710,4851,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
17,17,TextGrid/-Sophia.xml,"Mit diesem Gnaden-Oel hast du mich nun befeuchtet /
                                    
                                       GOTT / dreymal grosser GOTT!",4888,5044,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,joy,positive,emotions of pleasure
18,18,TextGrid/-Sophia.xml,"Du hast mein Hertz erleuchtet /
                                    Dein' Allmacht hat an mir ein solches Werck vollführt /
                                    Daß uns mit Ehren-Preiß und Sieges-Palmen ziehrt /
                                    In schönsten Himmel kehrt den Traur-Saal dieser Erden /
                                    
                                       
Und uns aus Menschen läßt zu Seraphinen werden!",5045,5472,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
19,19,TextGrid/-Sophia.xml,"Du hast von mir die Nacht des Heidenthums verjagt:
                                    Wie sol ich Dich erhöhn?",5509,5620,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,abhorrence,negative,emotions of rejection
20,20,TextGrid/-Sophia.xml,Sophie bleibt deine Magd!,5621,5646,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
21,21,TextGrid/-Sophia.xml,"Sophie bleibt deine Magd / die sich und ihre Kinder
                                    Auf ewig Dir verpflicht / Großmächt'ger Uberwinder!",5683,5822,character_speech,1,0,,SOPHIA.,SOPHIA.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
22,22,TextGrid/-Sophia.xml,"
                                    Sophia, Alexander.",0,55,stage_direction,1,0,speech_part,,,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
23,23,TextGrid/-Sophia.xml,GLück zu / Hochwerthe Frau!,0,27,character_speech,1,0,,ALEXANDER.,ALEXANDER.,2.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
24,24,TextGrid/-Sophia.xml,"
                                    Glück zu!",0,46,character_speech,1,0,,SOPHIA.,SOPHIA.,3.0,UNKNOWN,joy,positive,emotions of pleasure
25,25,TextGrid/-Sophia.xml,woher so früh?,47,61,character_speech,1,0,,SOPHIA.,SOPHIA.,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation
26,26,TextGrid/-Sophia.xml,So einsam?,98,108,character_speech,1,0,,SOPHIA.,SOPHIA.,3.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
27,27,TextGrid/-Sophia.xml,so betrübt?,109,120,character_speech,1,0,,SOPHIA.,SOPHIA.,3.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
28,28,TextGrid/-Sophia.xml,"
                                    Die Eisenharte Müh /
                                    Und immerfrische Pein der höchstgequälten Christen
                                    Treibt mich an diesen Ort!",0,207,character_speech,1,0,,ALEXANDER.,ALEXANDER.,4.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
29,29,TextGrid/-Sophia.xml,"Es lässet sich gelüsten
                                    Des rothen Drachens Grimm nach unsrem reinen Blut.",208,318,character_speech,1,0,,ALEXANDER.,ALEXANDER.,4.0,UNKNOWN,abhorrence,negative,emotions of rejection
30,30,TextGrid/-Sophia.xml,Welch Unstern zeiget sich?,0,26,character_speech,1,0,,SOPHIA.,SOPHIA.,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation
31,31,TextGrid/-Sophia.xml,"
                                    Ach!",0,41,character_speech,1,0,,ALEXANDER.,ALEXANDER.,6.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
32,32,TextGrid/-Sophia.xml,"Die Verfolgungs-Glut
                                    Verzehret Stadt und Land!",42,124,character_speech,1,0,,ALEXANDER.,ALEXANDER.,6.0,UNKNOWN,abhorrence,negative,emotions of rejection
