,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
      Zimmer in des Gouverneurs Haus, worinn ein französisches Kamin ist, man sieht darinn die Leiter stehen, und hört Kaspar mit der Kehle arbeiten, und singen.",0,162,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,Mehrere damastene Sessel in dem Zimmer.,163,202,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"Karlchen steht neben bei, eine Buttersemel in der Hand, und ißt, hat eine Schornsteinfeger Kleidung an.",203,306,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (Pause)",0,15,stage_direction,1,1,speech_part,,#karlchen,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Nun, Herr Vater – wird er nicht bald herunter kommen – meine Buttersemel geht ja zu Ende, und denn hab ich lange Weile.",0,127,character_speech,1,1,,"
       Karlchen.
      ",#karlchen,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (singt wieder)",0,22,stage_direction,1,1,speech_part,,#kaspar,2.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
6,6,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (ißt, ruft läuter)",0,26,stage_direction,1,1,speech_part,,#karlchen,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
7,7,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Herr Vater – Herr Vater.",0,32,character_speech,1,1,,"
       Karlchen.
      ",#karlchen,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
8,8,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (oben)",0,14,stage_direction,1,1,speech_part,,#kaspar,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
9,9,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Nun – was ists?",0,23,character_speech,1,1,,"
       Kaspar.
      ",#kaspar,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
10,10,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Komm der Herr Vater ein bisl herunter, aber geschwind – es thut noth.",0,77,character_speech,1,1,,"
       Karlchen.
      ",#karlchen,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
11,11,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (steigt schnell herunter, schaut herfür)",0,48,stage_direction,1,1,speech_part,,#kaspar,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Ich komm schon – ich komm schon – Wer ist denn da, daß die Sach gar so eine Eile hat – he!",0,98,character_speech,1,1,,"
       Kaspar.
      ",#kaspar,6.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
13,13,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,wer ist da?,99,110,character_speech,1,1,,"
       Kaspar.
      ",#kaspar,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (sieht sich um)",0,23,stage_direction,1,1,speech_part,,#kaspar,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
15,15,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Kein Mensch, Herr Vater.",0,32,character_speech,1,1,,"
       Karlchen.
      ",#karlchen,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Kein Mensch – und warum hast mich herunter gerufen?",0,59,character_speech,1,1,,"
       Kaspar.
      ",#kaspar,8.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
17,17,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,he!,60,63,character_speech,1,1,,"
       Kaspar.
      ",#kaspar,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
18,18,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Weil ich den Herrn Vater hab fragen wollen, wohin ich mich setzen darf.",0,79,character_speech,1,1,,"
       Karlchen.
      ",#karlchen,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Spitzbub kleiner!",0,25,character_speech,1,1,,"
       Kaspar.
      ",#kaspar,10.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
20,20,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"setz dich auf die Beinkleider, wie die Edelleute",26,74,character_speech,1,1,,"
       Kaspar.
      ",#kaspar,10.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
