,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
      (Palmenhain.",0,19,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"In der Mitte unter jungen Palmen ein Grabmahl, mit der transparenten Innschrift: – „Ruhe dem Wanderer!“ – Nebenbey Mongogul als Statue, mit erhobenener Hand, worinn er eine Keule führt.)",20,206,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
      Florina, Laurita, Akasia, Ticera, mehrere kriegerische Mädchen der Insel, sie haben alle statt den Waffen Blumengirlanden in den Händen, und begränzen Kasperls Grab.",0,172,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
      Introduction.",0,20,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
       
        Schild und Lanze hängt zu Haus
       
       
        Ruhig an der Wand.",0,90,character_speech,1,1,,"
       Chor.
      ",#chor,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"Statt der Waffen nehmen wir
       
       
        Blumen in die Hand.",115,186,character_speech,1,1,,"
       Chor.
      ",#chor,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"Und begränzen früh und spät
       
       
        Dieses Fremdlings Grab.",211,286,character_speech,1,1,,"
       Chor.
      ",#chor,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
7,7,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"Reich uns, guter Wanderer!",311,337,character_speech,1,1,,"
       Chor.
      ",#chor,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
8,8,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,Deinen Pilgerstab.,362,380,character_speech,1,1,,"
       Chor.
      ",#chor,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
9,9,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
      (Man hört plötzlich in der Ferne eine komisch-tragische Trauerharmonie.)",0,79,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
10,10,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
       
        Horcht!",0,24,character_speech,1,1,,"
       Florina.
      ",#florina,2.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
11,11,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,horcht!,25,32,character_speech,1,1,,"
       Florina.
      ",#florina,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,welch’ sanfte Harmonie!,33,56,character_speech,1,1,,"
       Florina.
      ",#florina,2.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
13,13,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
       
        Nein, nein!",0,28,character_speech,1,1,,"
       Alle.
      ",#florina #hassina #laurita #akasia #ticera #mädchen,3.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
14,14,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,so was hört’ ich noch nie.,29,55,character_speech,1,1,,"
       Alle.
      ",#florina #hassina #laurita #akasia #ticera #mädchen,3.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
15,15,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
       
        Ha!",0,20,character_speech,1,1,,"
       Hassina.
      ",#hassina,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"welcher düstre Trauerton
       
       
        Reißt unsre trunknen Sinne hin.",21,101,character_speech,1,1,,"
       Hassina.
      ",#hassina,4.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
17,17,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
       
        Ach eilet, Schwestern!",0,39,character_speech,1,1,,"
       Florina.
      ",#florina,5.0,UNKNOWN,compassion,negative,emotions of suffering and empathy,comedy,KK
18,18,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"eilt davon,
       
       
        Eh uns hier trift die Königinn.",40,107,character_speech,1,1,,"
       Florina.
      ",#florina,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Hensler_Der unruhige Wanderer II_korr.csv,"
       
        Ja eilet nach Hause, ihr Jugendgenossen!",0,57,character_speech,1,1,,"
       Alle.
      ",#florina #hassina #laurita #akasia #ticera #mädchen,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
