,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml,"
                                    Stahrenberg, Aloisia.",0,58,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Traget keine Sorge, wehrteste Gemahlin, dann derjenige kan nicht zu Grunde gehen, welcher von dem Adler empor gehalten wird, und wer unter seinen Flügeln sich befindet, achtet eine drohende Gefahr nicht.",0,204,character_speech,1,1,,STAHRENBERG.,STAHRENBERG.,1.0,UNKNOWN,abhorrence,negative,emotions of rejection
2,2,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Ach mein Herr und Gemahl, wie wohl erfahre ich wahr zu seyn was meine Schwermuth biß daher nur gemuthmaßet, und wie klärlich stellet sich mir vor jenes Original, deßen Schreckhaffte Abbildung biß daher in meinem Hertzen eingepräget gewesen, nemlich einen türckischen Wolkenbruch und eine unser Teutschland überschwemmende Krieges-Macht, welche viel derer Christlichen Helden auf die Schlachtbanck lieffern, oder türckische Sclaverey über Sie verhängen wird.",0,458,character_speech,1,1,,ALOISIA.,ALOISIA.,2.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
3,3,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Und wann auch diesem also und der Feind uns zu bekriegen Vorhabens wäre, hat Europa Muth und Volck gnug, ihm zu wiederstehen, und ihm den Rückweg zu zeigen.",0,157,character_speech,1,1,,STAHRENBERG.,STAHRENBERG.,3.0,UNKNOWN,fear,negative,emotions of anxiety
4,4,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Aber Ach, die Erfahrung bewähret, daß auch offtmahls die allertapffersten in Bestreitung dieses Bundbrüchigen Tyrannen ihr Leben eingebüßet und dem Tode ein Raub geworden sind.",0,177,character_speech,1,1,,ALOISIA.,ALOISIA.,4.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
5,5,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Diese ob Sie gleich dem Ansehen nach todt, so leben Sie doch in dem Gedächtnuß ihrer Nachkommen, und ihr unsterblicher Ehren- Ruhm ist derjenige Phoenix aus deßen Aschen neue Helden entsprießen.",0,195,character_speech,1,1,,STAHRENBERG.,STAHRENBERG.,5.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
6,6,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Die Blödigkeit des Weiblichen Geschlechts ist aber nicht also gesinnet, daß da wir nur ein Leben haben, solches dergestalt von uns in die Schantz geschlagen wird.",0,163,character_speech,1,1,,ALOISIA.,ALOISIA.,6.0,UNKNOWN,abhorrence,negative,emotions of rejection
7,7,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Demjenigen, der sich zu Dienst des Vaterlandes auffopffert, kan solches nicht anders als Ruhmwürdig seyn.",0,106,character_speech,1,1,,STAHRENBERG.,STAHRENBERG.,7.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
8,8,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Was vor Wunden verursachen doch diese Reden meinem Hertzen, Theurester Gemahl, wann ja meine Bitte bey euch jemahls was zu erlangen vermögend gewesen, so laßet dieselbe anjetzo stattfinden, und trachtet wo möglich euch der Gefahr zu entziehen.",0,244,character_speech,1,1,,ALOISIA.,ALOISIA.,8.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
9,9,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml," Gemahlin, Sr.",0,14,character_speech,1,1,,STAHRENBERG.,STAHRENBERG.,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation
