,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Großer Meßplatz zu Frankfurt am Main.,0,37,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Die Bühne stellt eine bis in den tiefsten
            Hintergrund laufende Gasse von Meßbuden dar, rechts und links von alterthümlichen
            Häusern überragt.",38,203,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Ganz vorne rechts ist eine große Bude von drei Abtheilungen, mit
            prachtvollen Teppichen ausgelegt, auf dem mit einem ähnlichen Teppiche verzierten
            Ladentische befinden sich goldene Gefäße, in denen prachtvolle Reiherbüsche, große
            Federsträuße, nach den verschiedenen Farben geschmackvoll geordnet, zum Verkauf stehen;
            innerhalb der Bude, welche gleichfalls mit Federn aller Art verziert ist, sieht man in
            der Höhe auf einer Stange mehrere Falken, an goldnen Ketten befestigt, sitzen, mit
            prächtigen Falkenhauben auf dem Kopfe, darunter zwei weiße Falken.",204,830,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3,3,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"In einer Ecke der
            Bude steht",831,871,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
4,4,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,die Bürgersfrau begleitend.,0,27,stage_direction,1,1,speech_part,,#beata,1.0,FEMALE,no_annotation,no_annotation,no_annotation
5,5,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Laßt mich für die Zukunft bestens empfohlen seyn.,0,49,character_speech,1,1,,BEATA,#beata,1.0,FEMALE,no_annotation,no_annotation,no_annotation
6,6,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Zählt ihr Geld.,0,15,stage_direction,1,1,inner_speech,,#beata,1.0,FEMALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/birch-pfeiffer-pfeffer-roesel.xml," Das
              war ein harter Kauf; die gute Frau war zäh, und das Geld wollte ihr nicht aus dem
              Säckel.",0,122,character_speech,1,1,,BEATA,#beata,1.0,FEMALE,no_annotation,no_annotation,no_annotation
8,8,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"zurückkehrend von dem Fremden, den er begleitet hat.",0,52,stage_direction,1,1,speech_part,,#bandini,2.0,MALE,no_annotation,no_annotation,no_annotation
9,9,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Einen guten Handel gemacht, Frau Nachbarin?",0,43,character_speech,1,1,,BANDINI,#bandini,2.0,MALE,no_annotation,no_annotation,no_annotation
10,10,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Mag wohl so gehen!,0,18,character_speech,1,1,,BEATA.,#beata,3.0,FEMALE,no_annotation,no_annotation,no_annotation
11,11,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Seltsam genug, daß ich mit Männern leichter Handels einig werde,
              denn mit Frauen; mein Mann versteht es besser, mit diesen zu Stande zu kommen.",19,176,character_speech,1,1,,BEATA.,#beata,3.0,FEMALE,no_annotation,no_annotation,no_annotation
12,12,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Mich
              ärgert das lange Mäckeln, und oft ließe ich sie gehen, stünde er mir nicht zur
              Seite.",177,295,character_speech,1,1,,BEATA.,#beata,3.0,FEMALE,anger,negative,emotions of rejection
13,13,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Wo habt Ihr ihn denn heute gelassen?,0,36,character_speech,1,1,,BANDINI.,#bandini,4.0,MALE,no_annotation,no_annotation,no_annotation
14,14,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Noch selten sah ich Euch so einsam in der
              Bude.",37,98,character_speech,1,1,,BANDINI.,#bandini,4.0,MALE,suffering,negative,emotions of suffering and empathy
15,15,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"setzt sich in die Bude, den Arm aufstützend.",0,44,stage_direction,1,1,speech_part,,#beata,5.0,FEMALE,no_annotation,no_annotation,no_annotation
16,16,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Ja seht, da ward uns doch neulich ein prachtvolles Geschmeide aus dem Laden
              entwendet, der Dieb ist entdeckt, und heute mußte mein Mann nach dem Rathhause, um dem
              Verhör beizuwohnen.",0,210,character_speech,1,1,,BEATA,#beata,5.0,FEMALE,no_annotation,no_annotation,no_annotation
17,17,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Der Dieb ist ein armer Teufel, der Weib und Kinder hat, da wollte
              mein Mann gern zum Besten reden; ich denke: deßhalb bleibt er wohl gar so lange.",211,371,character_speech,1,1,,BEATA,#beata,5.0,FEMALE,no_annotation,no_annotation,no_annotation
18,18,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Zum Besten reden für einen Meßdieb?,0,35,character_speech,1,1,,BANDINI.,#bandini,6.0,MALE,anger,negative,emotions of rejection
19,19,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"O meine gute Beata, da kennt Ihr den Schultheißen
              Heinrich von Praunheim schlecht, wenn Ihr denkt, der kenne die Worte Mitleid und
              Erbarmen, obendrein mit einem  Schelm.",36,233,character_speech,1,1,,BANDINI.,#bandini,6.0,MALE,anger,negative,emotions of rejection
20,20,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Obwohl ein treuer Anhänger des
              Kaisers, und obgleich dieser ihn sogar seiner höchsten Freundschaft würdigt, ist er
              von so strengen Grundsätzen, daß selbst der erhabene Herr mehr als einmal vergebens
              versuchte, seine eiserne Gerechtigkeit zur Milde zu stimmen.",234,535,character_speech,1,1,,BANDINI.,#bandini,6.0,MALE,friendship,positive,emotions of affection
21,21,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Ja ja; den Ruhm hat er; ich neide ihm solchen nicht.,0,52,character_speech,1,1,,BEATA.,#beata,7.0,FEMALE,no_annotation,no_annotation,no_annotation
22,22,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Sie legt eine Kette aus
                der Hand, an der sie bis jetzt emsig geputzt hat.",0,89,stage_direction,1,1,inner_speech,,#beata,7.0,FEMALE,no_annotation,no_annotation,no_annotation
23,23,GerDracor/birch-pfeiffer-pfeffer-roesel.xml," Aber wo bleibt denn heute
              Pfeffer-Rösel?",0,55,character_speech,1,1,,BEATA.,#beata,7.0,FEMALE,no_annotation,no_annotation,no_annotation
24,24,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Noch immer ist ihr kleiner Stand leer.,56,94,character_speech,1,1,,BEATA.,#beata,7.0,FEMALE,suffering,negative,emotions of suffering and empathy
25,25,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,Auch mir fehlt das muntere Ding; wo mag sie stecken?,0,52,character_speech,1,1,,BANDINI.,#bandini,8.0,MALE,suffering,negative,emotions of suffering and empathy
