,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,Stube des Schulmeisters.,0,24,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"sitzt am Tische und schenkt aus einer großen Flasche sich ein Glas nach dem
              andren ein.",0,101,stage_direction,1,1,speech_part,,#schulmeister,1.0,MALE,no_annotation,no_annotation,no_annotation
2,2,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Utile cum dulci, Schnaps mit Zucker!",0,36,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,no_annotation,no_annotation,no_annotation
3,3,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"– Es wird heute ein saurer Tag, – ich muß den
              Bauerjungen die erste Deklination beibringen.",37,142,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Ein Bauerjunge und die erste
              Deklination!",143,198,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,no_annotation,no_annotation,no_annotation
5,5,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,Das kommt mir vor als wenn ein Rabe ein rein Hemd anziehen wollte!,199,265,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,being moved,being moved,being moved
6,6,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,Er blickt durch das Fenster.,0,28,stage_direction,1,1,inner_speech,,#schulmeister,1.0,MALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml," Alle Wetter, da kommt der schiefbeinige
              Tobies mit seinem einfältigen Schlingel!",0,95,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,anger,negative,emotions of rejection
8,8,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Schwerenot, wo verstecke ich meinen Schnaps?",96,140,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,suffering,negative,emotions of suffering and empathy
9,9,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"– geschwind, geschwind, ich will ihn in meinen Bauch verbergen!",155,218,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,fear,negative,emotions of anxiety
10,10,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Er säuft die
                Bouteille mit einer entsetzlichen Schnelligkeit aus.",0,81,stage_direction,1,1,inner_speech,,#schulmeister,1.0,MALE,abhorrence,negative,emotions of rejection
11,11,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml," Ah, das war ein
              Schluck, dessen sich selbst Pestalozzi nicht hätte zu schämen brauchen!",0,102,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,joy,positive,emotions of pleasure
12,12,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Die leere
              Flasche zum Fenster hinaus!",103,154,character_speech,1,1,,SCHULMEISTER,#schulmeister,1.0,MALE,no_annotation,no_annotation,no_annotation
13,13,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,Tobies und Gottliebchen treten herein.,0,38,stage_direction,1,1,speech_part,,#schulmeister,1.0,MALE,no_annotation,no_annotation,no_annotation
14,14,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Wünsche wohl geschlafen zu haben, Herr Schulmeister.",0,52,character_speech,1,1,,TOBIES.,#tobies,2.0,MALE,no_annotation,no_annotation,no_annotation
15,15,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Danke, Herr Gevatter, danke!",0,28,character_speech,1,1,,SCHULMEISTER.,#schulmeister,3.0,MALE,no_annotation,no_annotation,no_annotation
16,16,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,– Alles noch wohl in der Familie?,29,62,character_speech,1,1,,SCHULMEISTER.,#schulmeister,3.0,MALE,no_annotation,no_annotation,no_annotation
17,17,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,So lala!,0,8,character_speech,1,1,,TOBIES.,#tobies,4.0,MALE,no_annotation,no_annotation,no_annotation
