,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/heine-william-ratcliff.xml,Margarete (kauert bewegungslos in einer Ecke).,0,46,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/heine-william-ratcliff.xml,Mac-Gregor.,0,11,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/heine-william-ratcliff.xml,Maria.,12,18,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3,3,GerDracor/heine-william-ratcliff.xml,Douglas.,19,27,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
4,4,GerDracor/heine-william-ratcliff.xml,er legt Douglas' und Marias Hände ineinander.,0,45,stage_direction,1,1,speech_part,,#mac-gregor,1.0,MALE,love,positive,emotions of affection
5,5,GerDracor/heine-william-ratcliff.xml,"
            Ihr seid jetzt Mann und Weib.",0,42,character_speech,1,1,,MAC-GREGOR,#mac-gregor,1.0,MALE,no_annotation,no_annotation,no_annotation
6,6,GerDracor/heine-william-ratcliff.xml,"Wie eure Hände
            Vereinigt sind, so sollen auch die Herzen,
            In Leid und Freud, vereinigt sein auf immer.",43,169,character_speech,1,1,,MAC-GREGOR,#mac-gregor,1.0,MALE,love,positive,emotions of affection
7,7,GerDracor/heine-william-ratcliff.xml,"Zwei mächt'ge Sakramente, das der Kirche
            Und das der Liebe, haben euch verbunden;
            Ein Doppelsegen ruht auf euren Häuptern;
            Und auch den Vatersegen leg ich drauf.",182,379,character_speech,1,1,,MAC-GREGOR,#mac-gregor,1.0,MALE,love,positive,emotions of affection
8,8,GerDracor/heine-william-ratcliff.xml,Er legt segnend seine Hände auf beider Haupt.,0,45,stage_direction,1,1,speech_part,,#mac-gregor,1.0,MALE,"admiration, reverence",positive,emotions of affection
9,9,GerDracor/heine-william-ratcliff.xml,"Mit Stolz, Mylord, nenn ich Euch heute: Vater.",0,46,character_speech,1,1,,DOUGLAS.,#douglas,2.0,MALE,"admiration, reverence",positive,emotions of affection
