,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Perinet_Kaffeehaus_korr.csv,"
      Brandtweinbrenner Stube.",0,31,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Perinet_Kaffeehaus_korr.csv,Die Gesellen legen ihre Kappen und Schürzen ab.,32,79,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Ein‘ Brandtwein hab ich schon im Leib,
       
       
        Ich führ mein Madel, du dein Weib
       
       
        In Prater heut spazieren.",0,163,character_speech,1,1,,"
       Altgesell.
      ",#altgesell,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Perinet_Kaffeehaus_korr.csv,"Da führ ichs in die Haupt-Allee
       
       
        Und will ihr Kipfel und Kaffee
       
       
        Mit Obers*) präsentiren.",188,323,character_speech,1,1,,"
       Altgesell.
      ",#altgesell,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Vorbey ist Feuer, Hitz und Plag,
       
       
        Heut ist für uns ein Feyertag.",0,104,character_speech,1,1,,"
       Alle.
      ",#altgesell #gesellen,2.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
5,5,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Der Brandwein thut der Liebe gut,
       
       
        Er setzt das Herz erst in die Glut:
       
       
        Das sagt gar oft mein Madel.",0,163,character_speech,1,1,,"
       Ein anderer Gesell.
      ",#ein_anderer_gesell,3.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
6,6,Kasperl/Perinet_Kaffeehaus_korr.csv,"Und, weil sie allweil fahren will,
       
       
        So führ ichs heut in’s Ringelspiel,
       
       
        Und mach mit ihr ein Radel.",188,334,character_speech,1,1,,"
       Ein anderer Gesell.
      ",#ein_anderer_gesell,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
7,7,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Juheissa!",0,26,character_speech,1,1,,"
       Alle.
      ",#altgesell #gesellen,4.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
8,8,Kasperl/Perinet_Kaffeehaus_korr.csv,heut ist Feyertag!,27,45,character_speech,1,1,,"
       Alle.
      ",#altgesell #gesellen,4.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
9,9,Kasperl/Perinet_Kaffeehaus_korr.csv,Ein jeder nimmt sein Madel.,70,97,character_speech,1,1,,"
       Alle.
      ",#altgesell #gesellen,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
