,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/ayrenhoff-virginia.xml,Marcus mit vier Sklaven.,0,24,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/ayrenhoff-virginia.xml,Lucius.,25,32,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/ayrenhoff-virginia.xml,"
              Bald, Lucius, entweicht mir die Geduld.",0,54,character_speech,1,1,,MARCUS.,#marcus,1.0,MALE,anger,negative,emotions of rejection
3,3,GerDracor/ayrenhoff-virginia.xml,"So lange weilt kein Flamen in dem Tempel
              wie dieses Mädchen.",69,143,character_speech,1,1,,MARCUS.,#marcus,1.0,MALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/ayrenhoff-virginia.xml,"
              Wahr!",0,20,character_speech,1,1,,LUCIUS.,#lucius,2.0,MALE,no_annotation,no_annotation,no_annotation
5,5,GerDracor/ayrenhoff-virginia.xml,"– Nun schließe, Freund,
              von Deiner Ungeduld auf die, die jetzt
              des Appius Erwartung spannt!",21,140,character_speech,1,1,,LUCIUS.,#lucius,2.0,MALE,no_annotation,no_annotation,no_annotation
6,6,GerDracor/ayrenhoff-virginia.xml,"Sein Herz
              scheint ein Vulkan entflammter Leidenschaft.",141,209,character_speech,1,1,,LUCIUS.,#lucius,2.0,MALE,love,positive,emotions of affection
7,7,GerDracor/ayrenhoff-virginia.xml,"Kaum war es Mitternacht, so ließ er schon
              mich rufen, daß ich ja dich früh genug
              zur That ermahnte, früh genug ihm dann
              vom Ausschlag Nachricht brächte.",224,418,character_speech,1,1,,LUCIUS.,#lucius,2.0,MALE,no_annotation,no_annotation,no_annotation
8,8,GerDracor/ayrenhoff-virginia.xml,"
              Sollte denn
              Verhaftung eines Weibs, noch beynah Kinds,
              ein Werk von ungewissem Ausschlag seyn?",0,137,character_speech,1,1,,MARCUS.,#marcus,3.0,MALE,being moved,being moved,being moved
9,9,GerDracor/ayrenhoff-virginia.xml,"
              Selbst diese Furcht des Allgewaltigen
              verräth die Stärke seiner Leidenschaft.",0,106,character_speech,1,1,,LUCIUS.,#lucius,4.0,MALE,fear,negative,emotions of anxiety
