,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Perinet_Beylager_korr.csv,"
     Ihres ergebensten Joachim Perinet",0,39,stage_direction,1,0,pre_scene,,,,,"admiration, reverence",positive,emotions of affection,comedy,KK
1,1,Kasperl/Perinet_Beylager_korr.csv,"
     Dichter und Mitglied des k. k. privil.",0,44,stage_direction,1,0,pre_scene,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Perinet_Beylager_korr.csv,Marinellischen Theaters.,45,69,stage_direction,1,0,pre_scene,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Perinet_Beylager_korr.csv,"
      (Zimmer mit Mittel- und Seitenthüren.)",0,45,stage_direction,2,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Perinet_Beylager_korr.csv,"
      Der Regent.",0,18,stage_direction,2,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Perinet_Beylager_korr.csv,"Um ihn sind Kammerdiener, Lakayen, Läufer, Jäger, Portier und Pagen versammelt.",19,98,stage_direction,2,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Perinet_Beylager_korr.csv,"
       
        Ihr wißt die glänzende Parthie
       
       
        Von unserm Grafen Hollerblüh?",0,101,character_speech,2,1,,"
       Regent.
      ",#regent,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
7,7,Kasperl/Perinet_Beylager_korr.csv,"
       
        Wir wissen sie.",0,32,character_speech,2,1,,"
       Alle.
      ",#bedienstete,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
8,8,Kasperl/Perinet_Beylager_korr.csv,"
       
        Fanille heißt die Gräfinn Braut,
       
       
        Mit der er morgen wird getraut.",0,105,character_speech,2,1,,"
       Regent.
      ",#regent,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
9,9,Kasperl/Perinet_Beylager_korr.csv,"
       
        Fanille heißt die Gräfinn Braut?",0,49,character_speech,2,1,,"
       Alle.
      ",#bedienstete,4.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
10,10,Kasperl/Perinet_Beylager_korr.csv,"
       
        Da braucht er nun viel Domestiken,
       
       
        Zum rennen und laufen und schicken.",0,111,character_speech,2,1,,"
       Regent.
      ",#regent,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
11,11,Kasperl/Perinet_Beylager_korr.csv,"Da müßt ihr euch alle befleissen
       
       
        Gehorsame Diener zu heissen.",136,221,character_speech,2,1,,"
       Regent.
      ",#regent,5.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
12,12,Kasperl/Perinet_Beylager_korr.csv,"
       
        Das wollen wir
       
       
        Stets alle hier!",0,72,character_speech,2,1,,"
       Alle.
      ",#bedienstete,6.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
13,13,Kasperl/Perinet_Beylager_korr.csv,"
       
        Nun Kinder ihr alle,
       
       
        Versammelt im Sahle,
       
       
        Euch Morgen um neun.",0,127,character_speech,2,1,,"
       Regent.
      ",#regent,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Perinet_Beylager_korr.csv,"Ganz neu equipiret,
       
       
        Geputzt und frisiret,
       
       
        Muß jeder auch seyn.",152,262,character_speech,2,1,,"
       Regent.
      ",#regent,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
15,15,Kasperl/Perinet_Beylager_korr.csv,"Haarpeutel und Zöpfe,
       
       
        Gepuderte Köpfe,
       
       
        Weißseidene Strümpfe, dann silberne Schnallen,
       
       
        Und saubere Wäsche, versteht sich vor allen;
       
       
        Gekämmt und gewaschen, damit euch die Braut,
       
       
        Nicht etwa für schmutzige Lumpen anschaut.",287,625,character_speech,2,1,,"
       Regent.
      ",#regent,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Perinet_Beylager_korr.csv,"
       
        Graf Hollerblüh wird mit Fanille getraut,
       
       
        Es lebe der Bräutigam hoch mit der Braut!",0,124,character_speech,2,1,,"
       Alle.
      ",#bedienstete,8.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
17,17,Kasperl/Perinet_Beylager_korr.csv,"
       
        Geht Kinder, geht Kinder, und schreyts nicht so laut!",0,70,character_speech,2,1,,"
       Regent.
      ",#regent,9.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
18,18,Kasperl/Perinet_Beylager_korr.csv,"
      (Alles bis auf den Regenten ab)",0,38,stage_direction,2,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Perinet_Beylager_korr.csv,"
       Das wär vorüber!",0,24,character_speech,2,1,,"
       Regent.
      ",#regent,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
20,20,Kasperl/Perinet_Beylager_korr.csv,"Es sind freylich viel unnütze Brodfresser, aber, was will man machen?",25,94,character_speech,2,1,,"
       Regent.
      ",#regent,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
21,21,Kasperl/Perinet_Beylager_korr.csv,He Kaspar!,95,105,character_speech,2,1,,"
       Regent.
      ",#regent,10.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
22,22,Kasperl/Perinet_Beylager_korr.csv,"
       (inwendig gähnend)",0,26,stage_direction,2,1,speech_part,,#kaspar,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
23,23,Kasperl/Perinet_Beylager_korr.csv,"
       Was ist’s G’schrey?",0,27,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
24,24,Kasperl/Perinet_Beylager_korr.csv,Was giebts?,28,39,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
25,25,Kasperl/Perinet_Beylager_korr.csv,"
       Ich glaube gar, du liegst noch im Bett?",0,47,character_speech,2,1,,"
       Regent.
      ",#regent,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
26,26,Kasperl/Perinet_Beylager_korr.csv,"
       Versteht sich.",0,22,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
27,27,Kasperl/Perinet_Beylager_korr.csv,"Es ist ja noch nicht 8 Uhr: und wann ich ein bissel früher aufsteh, so bin ich schwierig, wie eine tragende Katz.",23,136,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
28,28,Kasperl/Perinet_Beylager_korr.csv,"
       (Er kommt mit halbangezogenem Kleide.)",0,46,stage_direction,2,1,speech_part,,#kaspar,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
29,29,Kasperl/Perinet_Beylager_korr.csv,"
       Ich glaube gar, du schläfst noch?",0,41,character_speech,2,1,,"
       Regent.
      ",#regent,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
30,30,Kasperl/Perinet_Beylager_korr.csv,"
       Ey ja wohl, ich steh’ nur in Qualen.",0,44,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,15.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
31,31,Kasperl/Perinet_Beylager_korr.csv,"
       Sieh, ob niemand draussen ist.",0,38,character_speech,2,1,,"
       Regent.
      ",#regent,16.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
32,32,Kasperl/Perinet_Beylager_korr.csv,"
       Das glaub ich.",0,22,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
33,33,Kasperl/Perinet_Beylager_korr.csv,"Vor einer Stund’ haben’s schon anpumpert, aber ich hab nichts dergleichen gethan.",23,104,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
34,34,Kasperl/Perinet_Beylager_korr.csv,"Ein junger Mensch, der noch im Wachsen ist, muß sich ausschlafen.",105,170,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
35,35,Kasperl/Perinet_Beylager_korr.csv,"Derweil man schläft, thut man nichts anders.",171,215,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
36,36,Kasperl/Perinet_Beylager_korr.csv,"
        (lacht)",0,16,stage_direction,2,1,inner_speech,,#kaspar,17.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
37,37,Kasperl/Perinet_Beylager_korr.csv,"
       Es klopft schon wieder wer.",0,35,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
38,38,Kasperl/Perinet_Beylager_korr.csv,"
       Geh, oder –",0,19,character_speech,2,1,,"
       Regent.
      ",#regent,18.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
39,39,Kasperl/Perinet_Beylager_korr.csv,"
       Ich kann gar nicht begreifen, wie die Leut so früh ausgehn mögen.",0,73,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,19.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
40,40,Kasperl/Perinet_Beylager_korr.csv,"– Wer mir nicht wenigstens ein paar Zwölferln giebt, den meld’ ich g’wiß nicht.",74,153,character_speech,2,1,,"
       Kaspar.
      ",#kaspar,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
41,41,Kasperl/Perinet_Beylager_korr.csv,"
       (ab)",0,12,stage_direction,2,1,speech_part,,#kaspar,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
42,42,Kasperl/Perinet_Beylager_korr.csv,"
       Ein Diener macht mir schon so siel Verdruß, die andern fressen noch mich und meinen Grafen auf.",0,103,character_speech,2,2,,"
       Regent.
      ",#regent,20.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
43,43,Kasperl/Perinet_Beylager_korr.csv,"
       (kommt lachend)",0,23,stage_direction,2,2,speech_part,,#kaspar,21.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
44,44,Kasperl/Perinet_Beylager_korr.csv,"
       Ihr Gnaden!",0,19,character_speech,2,2,,"
       Kaspar.
      ",#kaspar,21.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
45,45,Kasperl/Perinet_Beylager_korr.csv,"– Es ist einer drauß, der sagt, sein Vetter hätt’ ihn an ihnen kommandirt als eine geheime Sekatur.",20,119,character_speech,2,2,,"
       Kaspar.
      ",#kaspar,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
46,46,Kasperl/Perinet_Beylager_korr.csv,"
       Als Sekretair.",0,22,character_speech,2,2,,"
       Regent.
      ",#regent,22.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
