,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Hensler_Männerschwäche_korr.csv,"
      Komtoir.",0,15,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Hensler_Männerschwäche_korr.csv,"(An einem Schreibpult sizt der alte Brugge mit aufgestüztem Arm, in Gedanken versunken vor einem grossen Schreibbuch.",16,133,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Hensler_Männerschwäche_korr.csv,"Wilhelm auf der Seite, der schreibt, Ballen mit Seide, eine eiserne Kasse.)",134,209,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (für sich)",0,18,stage_direction,1,1,speech_part,,#brugge,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Nach gemachter Bilanze 25000 Gulden Depit.",0,50,character_speech,1,1,,"
       Brugge.
      ",#brugge,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Hensler_Männerschwäche_korr.csv,"
        (Pause)",0,16,stage_direction,1,1,inner_speech,,#brugge,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Mein Gott!",0,18,character_speech,1,1,,"
       Brugge.
      ",#brugge,1.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
7,7,Kasperl/Hensler_Männerschwäche_korr.csv,wohin wird es noch kommen?,19,45,character_speech,1,1,,"
       Brugge.
      ",#brugge,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
8,8,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (der ihn indessen lange betrachtete)",0,44,stage_direction,1,1,speech_part,,#wilhelm,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
9,9,Kasperl/Hensler_Männerschwäche_korr.csv,"
       der gute Mann, wie unruhig er ist.",0,42,character_speech,1,1,,"
       Wilhelm.
      ",#wilhelm,2.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
10,10,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Sind die Briefe von Livorno schon angekommen?",0,53,character_speech,1,1,,"
       Brugge.
      ",#brugge,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
11,11,Kasperl/Hensler_Männerschwäche_korr.csv,Wilhelm!,54,62,character_speech,1,1,,"
       Brugge.
      ",#brugge,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Noch nicht, Herr Bronner gieng so eben auf die Post, um sie zu holen.",0,77,character_speech,1,1,,"
       Wilhelm.
      ",#wilhelm,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
13,13,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Hier – dieser Wechsel muß zu Herrn Klemens – 800 Gulden nach Amsterdam an Pytter Motte.",0,95,character_speech,1,1,,"
       Brugge.
      ",#brugge,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Hensler_Männerschwäche_korr.csv,–,96,97,character_speech,1,1,,"
       Brugge.
      ",#brugge,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
15,15,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (ohne denselben anzunehmen)",0,35,stage_direction,1,1,speech_part,,#wilhelm,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Zu Herrn Klemens?",0,25,character_speech,1,1,,"
       Wilhelm.
      ",#wilhelm,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
17,17,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Ich verstehe dich, guter Wilhelm!",0,41,character_speech,1,1,,"
       Brugge.
      ",#brugge,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
18,18,Kasperl/Hensler_Männerschwäche_korr.csv,aber die Nothwendigkeit –,42,67,character_speech,1,1,,"
       Brugge.
      ",#brugge,7.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
19,19,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Klemens ist nicht unser Freund, wenn er den Wechsel protestirte.",0,72,character_speech,1,1,,"
       Wilhelm.
      ",#wilhelm,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
20,20,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Es ist alles wahr; allein, was wagt man nicht, wenn die Noth vorhanden ist?",0,83,character_speech,1,1,,"
       Brugge.
      ",#brugge,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
21,21,Kasperl/Hensler_Männerschwäche_korr.csv,"Morgen ist Zahlungstag für die Arbeiter, und wir haben nicht 200 Gulden in der Kasse.",84,169,character_speech,1,1,,"
       Brugge.
      ",#brugge,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
22,22,Kasperl/Hensler_Männerschwäche_korr.csv,"
      Vorige.",0,14,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
23,23,Kasperl/Hensler_Männerschwäche_korr.csv,Bronner.,15,23,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
24,24,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Hier, die Briefe aus Italien.",0,37,character_speech,1,2,,"
       Bronner.
      ",#bronner,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
25,25,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Und hier, diesen Wechsel zu Herr Klemens.",0,49,character_speech,1,2,,"
       Brugge.
      ",#brugge,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
26,26,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (ab)",0,12,stage_direction,1,2,speech_part,,#bronner,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
27,27,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (erbricht einen derer Briefe, ließt, fängt an zu zittern, laut in gebrochenen Worten)",0,93,stage_direction,1,2,speech_part,,#brugge,13.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
28,28,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Fallement – 220000 Gulden – entflohen – Gott!",0,53,character_speech,1,2,,"
       Brugge.
      ",#brugge,13.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
29,29,Kasperl/Hensler_Männerschwäche_korr.csv,"Nun bin ich verloren,",54,75,character_speech,1,2,,"
       Brugge.
      ",#brugge,13.0,UNKNOWN,despair,negative,emotions of anxiety,comedy,KK
30,30,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (läßt den Brief fallen, sinkt auf den Stuhl)",0,52,stage_direction,1,2,speech_part,,#brugge,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
31,31,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (eilt ihm zu)",0,21,stage_direction,1,2,speech_part,,#wilhelm,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
32,32,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Herr Brugge!",0,20,character_speech,1,2,,"
       Wilhelm.
      ",#wilhelm,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
33,33,Kasperl/Hensler_Männerschwäche_korr.csv,was fehlt ihnen?,21,37,character_speech,1,2,,"
       Wilhelm.
      ",#wilhelm,14.0,UNKNOWN,compassion,negative,emotions of suffering and empathy,comedy,KK
34,34,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Alles auf einmal, Schlag auf Schlag, mein Fall ist unvermeidlich.",0,73,character_speech,1,2,,"
       Brugge.
      ",#brugge,15.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
35,35,Kasperl/Hensler_Männerschwäche_korr.csv,"
        (zu Wilh.)",0,19,stage_direction,1,2,inner_speech,,#brugge,15.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
36,36,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Schickten wir nicht vor einigen Wochen nach Turin 6000 fl.",0,66,character_speech,1,2,,"
       Brugge.
      ",#brugge,15.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
37,37,Kasperl/Hensler_Männerschwäche_korr.csv,an Giuseppe Poly?,67,84,character_speech,1,2,,"
       Brugge.
      ",#brugge,15.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
38,38,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Ja, wir bezahlten die Hälfte von 100 Seidenballen, die wir noch zu ziehen haben.",0,88,character_speech,1,2,,"
       Wilhelm.
      ",#wilhelm,16.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
39,39,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Verloren, alles verloren, mein Haus ist gestürzt, ich bin ein Bettler.",0,78,character_speech,1,2,,"
       Brugge.
      ",#brugge,17.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
40,40,Kasperl/Hensler_Männerschwäche_korr.csv,"
        (Pause)",0,16,stage_direction,1,2,inner_speech,,#brugge,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
41,41,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Wilhelm!",0,16,character_speech,1,2,,"
       Brugge.
      ",#brugge,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
42,42,Kasperl/Hensler_Männerschwäche_korr.csv,"ich muß dir etwas entdecken, das ich schon lange in meinem Busen verschlossen halte; du weißt, wie sehr ich dich liebe, ich nahm dich seit deinem 8ten Jahr in mein Haus auf, wollte Vatersstelle an dir vertreten, wollte aus dir einen brauchbaren Mann, einen wackeren Bürger bilden, du warest auch ehrlich, fleissig in deinen Geschäften; ich hatte mir auch vorgenommen, dich einst mit meiner Pflegtochter glücklich zu machen; aber umsonst, das Schicksal hat es anders gewollt.",17,491,character_speech,1,2,,"
       Brugge.
      ",#brugge,17.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
43,43,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Mein Pflegvater!",0,24,character_speech,1,2,,"
       Wilhelm.
      ",#wilhelm,18.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
44,44,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Lieber Junge!",0,21,character_speech,1,2,,"
       Brugge.
      ",#brugge,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
45,45,Kasperl/Hensler_Männerschwäche_korr.csv,"dein Dienst hat bei mir ein Ende; ich bin ein Bettler, es bleibt dir nichts übrig, das ich dir geben könnte, als mein Segen; nimm ihn hin von mir, von einem alten unglücklichen Mann den Segen, den er für dich herabfleht von der allmächtigen Vorsicht; sey glücklicher als ich, wandle in die Welt, und suche Menschen, weil dir das Schicksal die Glückseeligkeit entriß, deinen Vater kennen zu lernen.",22,419,character_speech,1,2,,"
       Brugge.
      ",#brugge,19.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
46,46,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (mit Thränen)",0,21,stage_direction,1,2,speech_part,,#wilhelm,20.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
47,47,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Waren sie mir nicht seit meiner frühesten Jugend an mehr, als Vater?",0,76,character_speech,1,2,,"
       Wilhelm.
      ",#wilhelm,20.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
48,48,Kasperl/Hensler_Männerschwäche_korr.csv,"ihnen verdanke ich die edlen Grundsätze der Menschenliebe, die sie so tief in meinen Busen schrieben; Ihnen verdanke ich die Bildung meines Herzens verdank ihnen mein zwotes Leben, mein Glück, mein Alles –",77,282,character_speech,1,2,,"
       Wilhelm.
      ",#wilhelm,20.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
49,49,Kasperl/Hensler_Männerschwäche_korr.csv,"
       (beis.)",0,15,stage_direction,1,2,speech_part,,#brugge,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
50,50,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Der gute, liebe Jüngling!",0,33,character_speech,1,2,,"
       Brugge.
      ",#brugge,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
51,51,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Jezt erst wollen sie mich in die Welt hinauswerfen, mich den Launen böser Menschen, ihren Kabalen und Verfolgungen Preiß geben?",0,135,character_speech,1,2,,"
       Wilhelm.
      ",#wilhelm,22.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
52,52,Kasperl/Hensler_Männerschwäche_korr.csv,"
       Wilhelm!",0,16,character_speech,1,2,,"
       Brugge.
      ",#brugge,23.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
