,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Anonym_Philibert.csv,"
      (Die Bühne stellt einen dichten Wald vor – rückwärts ein mit Bäumen bewachsenes Gebürge – Vor demselben mehrere abgehauene Baumstämme, auf der Seite eine hohe Eiche, unter welcher ein Holzstoß liegt) Holzhauer beyderley Geschlechts sind mit Hacken und Sägen beschäftiget.",0,278,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Anonym_Philibert.csv,"
      Introduction.",0,20,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Anonym_Philibert.csv,"
       
        Wir hauen, wir sägen, und unser Bestreben
       
       
        Bringt Ruhe und Freude in’s mässige Leben.",0,125,character_speech,1,1,,"
       ALLE.
      ",#alle,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3,3,Kasperl/Anonym_Philibert.csv,"Wer fleißig ist, der ist mit wenig begnügt,
       
       
        Er lebt zufrieden, er lebt vergnügt.",150,254,character_speech,1,1,,"
       ALLE.
      ",#alle,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
4,4,Kasperl/Anonym_Philibert.csv,"
       
        Wir hauen die Stämme, und spalten die Scheiter –",0,65,character_speech,1,1,,"
       MÄNNER.
      ",#männer,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Anonym_Philibert.csv,"
       
        Wir sammeln die Spähne, und suchen uns Kräuter –",0,65,character_speech,1,1,,"
       WEIBER.
      ",#weiber,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Anonym_Philibert.csv,"
       
        Am Mittag legt man sich im Schatten zur Ruh –",0,62,character_speech,1,1,,"
       MÄNNER.
      ",#männer,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
7,7,Kasperl/Anonym_Philibert.csv,"
       
        Da tragen wir euch das Mittagsbrod dann zu.",0,60,character_speech,1,1,,"
       WEIBER.
      ",#weiber,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
8,8,Kasperl/Anonym_Philibert.csv,"
       
        Am Abend ruft uns auch das Glöcklein nach Haus,",0,64,character_speech,1,1,,"
       MÄNNER.
      ",#männer,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
9,9,Kasperl/Anonym_Philibert.csv,"
       
        Es tönt just – horcht – horchet –
       
       
        Die Arbeit ist aus!",0,94,character_speech,1,1,,"
       WEIBER.
      ",#weiber,7.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
10,10,Kasperl/Anonym_Philibert.csv,"
      (Man hört 6 Uhr schlagen – Sie zählen) nach diesem schellt die Glocke.)",0,78,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
11,11,Kasperl/Anonym_Philibert.csv,"
       (untereinander.)",0,24,stage_direction,1,1,speech_part,,#alle,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Anonym_Philibert.csv,"
      (tanzend und springend, nachdem sie sich angekleidet und ihre Werkzeuge aufgenommen haben.)",0,98,stage_direction,1,1,pre_speech,,,,,joy,positive,emotions of pleasure,comedy,KK
13,13,Kasperl/Anonym_Philibert.csv,"
       
        Die Arbeit ist aus,
       
       
        Wir fahren nach Haus –
       
       
        Ein einzig’s Gerücht
       
       
        Und ein freundlich Gesicht –
       
       
        Harrt unser zu Haus,
       
       
        Da ruh’ ich im Arme des Weibes/Mannes dann aus.",0,298,character_speech,1,1,,"
       CHOR.
      ",#chor,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Anonym_Philibert.csv,"(sieht in die Szene) Noch seh ich ihn nicht – wart – dafür sollst du mir büssen – (sieht auf die andere Seite, ruft) Putschili!",323,450,character_speech,1,1,,"
       CHOR.
      ",#chor,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
15,15,Kasperl/Anonym_Philibert.csv,"(ein kleiner Genius erhebt sich aus dem Holzstamm und wiederholt den Nahmen)
       
       
        Mich so lange warten lassen,
       
       
        Welch’ ein Frevel, welch Vergeh’n!",451,639,character_speech,1,1,,"
       CHOR.
      ",#chor,9.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
