,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Mariamne.xml,"
                                 Der Schau-Platz stellet vor ein Gebürge in und umb Jerusalem.",0,95,stage_direction,1,0,pre_speech,,,,,suffering,negative,emotions of suffering and empathy
1,1,TextGrid/-Mariamne.xml,Der Berg Sion / als Vorredner / singet in die dazu gespielte Violen di Braccio und di Gamba folgender Gestalt.,96,206,stage_direction,1,0,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,TextGrid/-Mariamne.xml,"
                                 Der Schau-Platz bildet ab einen Lust-Garten.",0,78,stage_direction,1,0,pre_speech,,,,,joy,positive,emotions of pleasure
3,3,TextGrid/-Mariamne.xml,"
                                 Salome.",0,41,stage_direction,1,0,pre_speech,,,,,no_annotation,no_annotation,no_annotation
4,4,TextGrid/-Mariamne.xml,Antipater.,42,52,stage_direction,1,0,pre_speech,,,,,no_annotation,no_annotation,no_annotation
5,5,TextGrid/-Mariamne.xml,"
                                    Monarche dieser Welt / der Printzen nimmt und gibt /
                                    Der Kron und Thron erhöht / entzeptert und betrübt /
                                    Wie lange rasen doch die stoltzen Asmonæer /
                                    Soll denn der güldne Glantz der tapffern Jdumæer
                                    
                                       
Verrauchen und vergehn vor Mariamnens Dunst /
                                    Weil derer Zauber-Licht recht ungemeine Brunst
                                    Jn's Königs Hertz' erweckt / erreget und entzündet /
                                    So daß er ausser jhr fast keinen Himmel findet!",0,723,character_speech,1,0,,SALOME.,SALOME.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
6,6,TextGrid/-Mariamne.xml,Hai Liebe sonder Witz!,760,782,character_speech,1,0,,SALOME.,SALOME.,1.0,UNKNOWN,love,positive,emotions of affection
7,7,TextGrid/-Mariamne.xml,Was ist ein schönes Weib?,783,808,character_speech,1,0,,SALOME.,SALOME.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
8,8,TextGrid/-Mariamne.xml,"Ein Teuffel / nicht ein Mensch / so bald jhr zarter Leib /
                                    Durch Hochmuth auffgebläht / sich in ein Zucht-Haus wandelt /
                                    Das mit der Majestät als einem Sclaven handelt.",845,1085,character_speech,1,0,,SALOME.,SALOME.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
9,9,TextGrid/-Mariamne.xml,Jhr grossen Götter jhr!,1122,1145,character_speech,1,0,,SALOME.,SALOME.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
