,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Leo_Armenius.xml,"
                                    Michael Balbus, der von Crambe, die zusammen geschworne.",0,93,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,TextGrid/-Leo_Armenius.xml,"
                                       Das blut, das ihr umsonst für thron und cron gewagt,
                                       Die wunden, die ihr schier auf allen gliedern tragt,
                                       Der unbelohnte dienst, das sorgen volle leben,
                                       Das ihr müsst tag für tag in die rappuse geben,
                                       Des fürsten grimmer sinn, die zwytracht in dem stat,
                                       Die zancksucht in der kirch und untreu' in dem rath,
                                       Die unruh' auf der burg, o blumen aller helden!",0,628,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
2,2,TextGrid/-Leo_Armenius.xml,"Bestreiten meine seel und zwingen mich zu melden,
                                       Was nicht zu schweigen ist!",668,784,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
3,3,TextGrid/-Leo_Armenius.xml,Wer sind wir?,785,798,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
4,4,TextGrid/-Leo_Armenius.xml,"Sind wir die,
                                       Vor den der barbar offt voll zittern auf die knie
                                       Gesuncken, vor den sich so Pers als der entsetzet,
                                       Der, wenn er fleucht, viel mehr als wenn er steht, verletzet?",799,1092,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,fear,negative,emotions of anxiety
5,5,TextGrid/-Leo_Armenius.xml,Wer sind wir?,1132,1145,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
6,6,TextGrid/-Leo_Armenius.xml,"Sind wir die, die offt in staub und noth
                                       Voll blut, voll muth und geist gepocht den grimmen tod?",1146,1281,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,despair,negative,emotions of anxiety
7,7,TextGrid/-Leo_Armenius.xml,"Die mit der feinde fleisch das große land bedecket,
                                       Und Sidas umgekehrt und in den brand gestecket,
                                       Was uns die waffen bot, und schlaffen jetzund ein,
                                       Nun ieder über uns schier wil tyranne seyn?",1321,1632,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
8,8,TextGrid/-Leo_Armenius.xml,"Ihr helden, wacht doch auf!",1716,1743,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,joy,positive,emotions of pleasure
9,9,TextGrid/-Leo_Armenius.xml,"Kan eure faust gestehen,
                                       Dass reich und land und stadt so wil zu grunde gehen,
                                       Weil Leo sich im blut der unterthanen wäscht
                                       Und seinen geld-durst stets mit unsern gütern lescht?",1744,2038,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
10,10,TextGrid/-Leo_Armenius.xml,"Was ist der hof nunmehr als eine mördergruben,
                                       Als ein verräther-platz, ein wohnhauß schlimmer buben?",2078,2218,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
11,11,TextGrid/-Leo_Armenius.xml,"Wer artig pflaumen streicht und angibt, wen er kan,
                                       Den zeucht man fürsten vor.",2258,2376,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
12,12,TextGrid/-Leo_Armenius.xml,"Ein unverzagter mann,
                                       Der ein gerüstet heer offt in die flucht geschlagen,
                                       Steht unerkannt und schmacht.",2377,2559,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
13,13,TextGrid/-Leo_Armenius.xml,Was nutzt diß weiche klagen?,2560,2588,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
14,14,TextGrid/-Leo_Armenius.xml,"Nichts, wo ein weiber-hertz in eurem busen steckt;
                                       Viel, wo ein helden-muth, den keine furcht erschreckt.",2628,2772,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,fear,negative,emotions of anxiety
15,15,TextGrid/-Leo_Armenius.xml,"Wer zaghafft, hat von mir zu wenig angehöret;
                                       Ein held; nur mehr denn viel.",2812,2926,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
16,16,TextGrid/-Leo_Armenius.xml,"Hat doch ein weib verstöhret
                                       Nicht unlängst, wie euch kund, die käyserliche macht;
                                       Die mutter hat ihr kind vom stuhl in kärcker bracht,
                                       Da es in höchster quaal das leben muste schließen,
                                       Als ihm der augenpaar ward grimmigst ausgerissen.",2927,3319,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
17,17,TextGrid/-Leo_Armenius.xml,Diß that ein schwacher arm.,3359,3386,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
18,18,TextGrid/-Leo_Armenius.xml,Was rühmen wir uns viel?,3387,3411,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
19,19,TextGrid/-Leo_Armenius.xml,Iren' ist preisens werth.,3451,3476,character_speech,1,1,,MICHAEL.,MICHAEL.,1.0,UNKNOWN,joy,positive,emotions of pleasure
20,20,TextGrid/-Leo_Armenius.xml,"
                                       Ha!",0,43,character_speech,1,1,,CRAMBE.,CRAMBE.,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
21,21,TextGrid/-Leo_Armenius.xml,längst gewünschtes spiel!,44,69,character_speech,1,1,,CRAMBE.,CRAMBE.,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
22,22,TextGrid/-Leo_Armenius.xml,Schau held!,109,120,character_speech,1,1,,CRAMBE.,CRAMBE.,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation
