,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/tieck-ritter-blaubart.xml,Saal auf dem Schlosse Wallenrod.,0,32,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/tieck-ritter-blaubart.xml,"Ritter Heymon von Wallenrod, sein Bruder Ritter Konrad, ihr Vetter Martin von
            Felsberg und andere Ritter.",0,117,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/tieck-ritter-blaubart.xml,Sind wir nun alle versammelt?,0,29,character_speech,1,1,,HEYMON.,#heymon,1.0,MALE,no_annotation,no_annotation,no_annotation
3,3,GerDracor/tieck-ritter-blaubart.xml,Es fehlt niemand.,0,17,character_speech,1,1,,MARTIN.,#martin,2.0,MALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/tieck-ritter-blaubart.xml,"So sage ich denn noch einmal öffentlich, wie ich es schon jedem besonders gesagt
              habe: Krieg!",0,107,character_speech,1,1,,HEYMON.,#heymon,3.0,MALE,anger,negative,emotions of rejection
5,5,GerDracor/tieck-ritter-blaubart.xml,Fehde!,108,114,character_speech,1,1,,HEYMON.,#heymon,3.0,MALE,anger,negative,emotions of rejection
6,6,GerDracor/tieck-ritter-blaubart.xml,"– Wer ist der Peter Berner, daß er unsere Gebiete brandschatzen
              darf?",115,198,character_speech,1,1,,HEYMON.,#heymon,3.0,MALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/tieck-ritter-blaubart.xml,"Sollten wir immer in Furcht und Sorgen leben vor einem solchen
              Nichtswürdigen?",199,291,character_speech,1,1,,HEYMON.,#heymon,3.0,MALE,fear,negative,emotions of anxiety
8,8,GerDracor/tieck-ritter-blaubart.xml,"Vor einem Kerl, der nicht lesen, nicht beten kann?",0,50,character_speech,1,1,,KONRAD.,#konrad,4.0,MALE,abhorrence,negative,emotions of rejection
9,9,GerDracor/tieck-ritter-blaubart.xml,"Vor einem Kerl, der einen blauen
              Bart hat?",51,107,character_speech,1,1,,KONRAD.,#konrad,4.0,MALE,no_annotation,no_annotation,no_annotation
10,10,GerDracor/tieck-ritter-blaubart.xml,"Vor einem, den Gott auf eine wunderbare Weise gezeichnet hat?",108,169,character_speech,1,1,,KONRAD.,#konrad,4.0,MALE,"admiration, reverence",positive,emotions of affection
11,11,GerDracor/tieck-ritter-blaubart.xml,Wie sagt Ihr?,0,13,character_speech,1,1,,MARTIN.,#martin,5.0,MALE,no_annotation,no_annotation,no_annotation
12,12,GerDracor/tieck-ritter-blaubart.xml,Er hätte einen blauen Bart?,14,41,character_speech,1,1,,MARTIN.,#martin,5.0,MALE,no_annotation,no_annotation,no_annotation
