,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/klinger-simsone-grisaldo.xml,Palast in Granada.,0,18,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/klinger-simsone-grisaldo.xml,Der Sarazenenkönig.,0,19,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/klinger-simsone-grisaldo.xml,Prinz Zifaldo.,20,34,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3,3,GerDracor/klinger-simsone-grisaldo.xml,"Prinzessin Almerine und Maurer an einer Tafel
            mit Früchten.",35,106,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
4,4,GerDracor/klinger-simsone-grisaldo.xml,"General Grisaldo, Malvizino, Ballona und die Kastilier an einer Tafel mit
            Wein.",107,198,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
5,5,GerDracor/klinger-simsone-grisaldo.xml,Kastilier schwätzen und trinken.,199,231,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
6,6,GerDracor/klinger-simsone-grisaldo.xml,steigt auf.,0,11,stage_direction,1,1,speech_part,,#sarazenenkoenig,1.0,MALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/klinger-simsone-grisaldo.xml,Mit wilden Gebärden um die Tische herum.,12,52,stage_direction,1,1,speech_part,,#sarazenenkoenig,1.0,MALE,anger,negative,emotions of rejection
8,8,GerDracor/klinger-simsone-grisaldo.xml,"Nach dem Fenster; sieht
              hinaus.",53,98,stage_direction,1,1,speech_part,,#sarazenenkoenig,1.0,MALE,no_annotation,no_annotation,no_annotation
9,9,GerDracor/klinger-simsone-grisaldo.xml,Sonne!,0,6,character_speech,1,1,,SARAZENENKÖNIG,#sarazenenkoenig,1.0,MALE,joy,positive,emotions of pleasure
