,word,frequency
0,Hand,50
1,küssen,41
2,Verbeugung,5
3,werfen,4
4,Fuß,4
5,küsen,4
6,gehen,3
7,schmeichelnd,3
8,ab,2
9,sehen,2
10,nieder,2
11,halten,2
12,küssend,2
13,umarmen,2
14,erhaben,2
15,ehrerbietig,2
16,Schmeichelhaft,2
17,tief,2
18,nehmen,2
19,gleich,2
20,linker,2
21,Ka,2
22,bewundernd,1
23,sinken,1
24,Schwert,1
25,bücken,1
26,Stirn,1
27,erwidern,1
28,Vormund,1
29,entzücken,1
30,grüßen,1
31,Inbrunst,1
32,Macht,1
33,Cathrin,1
34,Ehrerbietung,1
35,groß,1
36,Gut,1
37,äußerst,1
38,Treuherzigkeit,1
39,schmeicheln,1
40,jung,1
41,Kaltenbrun,1
42,betrübt,1
43,fallen,1
44,Knie,1
45,geben,1
46,Tresse,1
47,schütteln,1
48,dabei,1
49,Held,1
50,kleiden,1
51,kömmen,1
52,entgegen,1
53,Ehrenbezeigung,1
54,treten,1
55,Hernach,1
56,zurück,1
57,Thron,1
58,Mitte,1
59,freystehen,1
60,recht,1
61,bleiben,1
62,Ehrerbiethigkeit,1
63,Platz,1
64,Bey,1
65,Verbey,1
66,folgen,1
67,Flei,1
68,küst,1
69,fahren,1
70,fort,1
71,wiederhohlen,1
72,Handkuss,1
