,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
0,961,,pax,,,,,CE,positiv,1232.0,CATMA_22C701F2-5AA3-4B3B-8D29-A3CCB4F1345D,9,Emotionen der Zuneigung,positiv,1186.0,Liebe,Liebt den edlen Friede / Weil ihr lieben könnt,"['Liebt', 'den', 'edlen', 'Friede', '/', 'Weil', 'ihr', 'lieben', 'könnt']"
1,962,,opulentia,,,,,CE,positiv,1449.0,CATMA_C36CDD31-9489-4617-9B7D-A7FAC0F61616,8,Emotionen der Zuneigung,positiv,1402.0,Liebe, Liebt den reichen Seegen Weil ihr lieben könnt,"['Liebt', 'den', 'reichen', 'Seegen', 'Weil', 'ihr', 'lieben', 'könnt']"
2,963,,,,,,,CE,positiv,1612.0,CATMA_1202CA3E-CFCB-49E9-88DF-7F738104088B,23,Emotionen der Zuneigung,positiv,1509.0,Liebe,"Ich liebe / schaffet nur / daß ich stets lieben kan. Denn was ihr geben könnt / das steht mir ewig an.
","['Ich', 'liebe', '/', 'schaffet', 'nur', '/', 'daß', 'ich', 'stets', 'lieben', 'kan.', 'Denn', 'was', 'ihr', 'geben', 'könnt', '/', 'das', 'steht', 'mir', 'ewig', 'an', '.']"
3,964,,fatum,,,,,CE,positiv,3159.0,CATMA_78335258-4B6A-4018-8A2F-C785089E2D50,6,Emotionen der Zuneigung,positiv,3129.0,Liebe,Liebt er sie und sonsten keine,"['Liebt', 'er', 'sie', 'und', 'sonsten', 'keine']"
4,965,fatum,,,,,,CE,negativ,3435.0,CATMA_BDAE7BD2-74A0-41BA-98E1-BBFFA0738043,10,Emotionen der Ablehnung,negativ,3386.0,Ärger,Wer spottet unser Wort / heraus du falscher Hund?,"['Wer', 'spottet', 'unser', 'Wort', '/', 'heraus', 'du', 'falscher', 'Hund', '?']"
5,966,fatum,,,,,,CE,negativ,3514.0,CATMA_E1EA375E-246A-4F69-9E0C-F455B30DC8E6,4,Emotionen der Ablehnung,negativ,3491.0,Ärger,"Weswegen ruffstu nach?
","['Weswegen', 'ruffstu', 'nach', '?']"
6,967,,fatum,,,,,CE,positiv,4102.0,CATMA_27A10C37-35E9-4E86-A47B-A3F32CF272FA,23,Emotionen der Freude,positiv,3992.0,Freude,"Ihr beyde lebt vergnügt / und wenn ihr künfftig blüht / So denckt / daß GOtt und Welt die Freude gerne sieht.
","['Ihr', 'beyde', 'lebt', 'vergnügt', '/', 'und', 'wenn', 'ihr', 'künfftig', 'blüht', '/', 'So', 'denckt', '/', 'daß', 'GOtt', 'und', 'Welt', 'die', 'Freude', 'gerne', 'sieht', '.']"
7,968,,,,,,,CE,positiv,4337.0,CATMA_3A894886-C792-4C18-8EE0-C2925A81A056,5,Emotionen der Zuneigung,positiv,4312.0,Liebe,"Find ich mein Eigenthum?
","['Find', 'ich', 'mein', 'Eigenthum', '?']"
8,969,,,amandus,,,,CE,positiv,4377.0,CATMA_8981B444-29F2-4056-96FD-13F8182E3096,6,Emotionen der Zuneigung,positiv,4348.0,Liebe,"Und find ich mein Verlangen?
","['Und', 'find', 'ich', 'mein', 'Verlangen', '?']"
9,970,amandus,,burgundia,,,,CE,positiv,4411.0,CATMA_69E85FEF-22B9-49B9-A9AC-F8786B623BEA,6,Emotionen der Zuneigung,positiv,4386.0,Liebe,"Ihr Leben ist mein Ruhm.
","['Ihr', 'Leben', 'ist', 'mein', 'Ruhm', '.']"
10,971,,,amandus,,,,CE,positiv,4452.0,CATMA_13885D87-DD68-40B1-96D2-288DDFB67BD8,6,Emotionen der Zuneigung,positiv,4422.0,Liebe,"Sein Blick hat mich gefangen.
","['Sein', 'Blick', 'hat', 'mich', 'gefangen', '.']"
11,972,,,burgundia,,,,CE,positiv,4490.0,CATMA_D2359BAC-C7F0-4259-ACBD-984298BE4C35,6,Emotionen der Zuneigung,positiv,4461.0,Liebe,"Ich selbsten bin der Trieb /
","['Ich', 'selbsten', 'bin', 'der', 'Trieb', '/']"
12,973,,,amandus,,,,CE,positiv,4528.0,CATMA_FF066DC7-A70F-4B7C-9908-D5DC783CBE09,5,Emotionen der Zuneigung,positiv,4501.0,Liebe,"Und ich der Liebes-Schluß.
","['Und', 'ich', 'der', 'Liebes-Schluß', '.']"
13,975,amandus,,burgundia,,,,CE,positiv,4566.0,CATMA_3171A235-2BBF-4BB5-AECA-D42469376EF9,6,Emotionen der Zuneigung,positiv,4537.0,Liebe,"Hier folget Lieb auff Lieb /
","['Hier', 'folget', 'Lieb', 'auff', 'Lieb', '/']"
14,977,amandus,burgundia,burgundia,,,,CE,positiv,4603.0,CATMA_E53BCFC2-C8A9-402F-B073-C807CEC742AC,6,Emotionen der Zuneigung,positiv,4577.0,Liebe,"Hier folget Kuß auff Kuß.
","['Hier', 'folget', 'Kuß', 'auff', 'Kuß', '.']"
