,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
0,0,,,,,,LS,negativ,1576.0,CATMA_1E558EF7-0A0E-4758-AAA9-5D10C1BE5C2D,40,Emotionen des Leids,negativ,1335.0,Leid,"tadle diese Betrübnis nicht. Und wenn sie noch größer sein könnte, was
              für ein armseliges Opfer wäre sie immer noch für die Verbrechen, mit welchen ich in
              meinen jüngeren Jahren Gott und die Welt beleidiget habe?
","['tadle', 'diese', 'Betrübnis', 'nicht', '.', 'Und', 'wenn', 'sie', 'noch', 'größer', 'sein', 'könnte', ',', 'was', 'für', 'ein', 'armseliges', 'Opfer', 'wäre', 'sie', 'immer', 'noch', 'für', 'die', 'Verbrechen', ',', 'mit', 'welchen', 'ich', 'in', 'meinen', 'jüngeren', 'Jahren', 'Gott', 'und', 'die', 'Welt', 'beleidiget', 'habe', '?']"
1,1,robert,,,,,LS,positiv,1877.0,CATMA_459795DF-38FD-439D-A4EC-21C33E390278,40,Emotionen der Zuneigung,positiv,1585.0,Verehrung,"Dieser Eifer, mit welchem dein Herz wieder zu der Tugend zurückgekehret ist, hat dich
              bereits mit Gott und dem tugendhaften Teile der Welt wegen dieser Beleidigungen
              ausgesöhnet. Deine guten Handlungen haben nunmehr deine bösen ungeschehen
              gemachet.
","['Dieser', 'Eifer', ',', 'mit', 'welchem', 'dein', 'Herz', 'wieder', 'zu', 'der', 'Tugend', 'zurückgekehret', 'ist', ',', 'hat', 'dich', 'bereits', 'mit', 'Gott', 'und', 'dem', 'tugendhaften', 'Teile', 'der', 'Welt', 'wegen', 'dieser', 'Beleidigungen', 'ausgesöhnet', '.', 'Deine', 'guten', 'Handlungen', 'haben', 'nunmehr', 'deine', 'bösen', 'ungeschehen', 'gemachet', '.']"
2,2,,,,,,LS,negativ,2371.0,CATMA_6156470B-60D9-4D3A-BDBB-CB3B5D08B5A0,71,Emotionen des Leids,negativ,1921.0,Leid,"Können sie einem elenden Greise das traurige
              Andenken rauben, daß er in seiner Jugend ein Bösewicht war? Wer weiß, von wie vielen
              künftigen Lastern ich noch die elende Ursache bin? Wer weiß, wieviel Personen ich,
              auch ohne daß ich sie kenne, bereits zu Verbrechern gemachet habe oder noch machen
              werde? Kann ich bei allen diesen Vorstellungen eine Freude zu empfinden fähig
              sein?
","['Können', 'sie', 'einem', 'elenden', 'Greise', 'das', 'traurige', 'Andenken', 'rauben', ',', 'daß', 'er', 'in', 'seiner', 'Jugend', 'ein', 'Bösewicht', 'war', '?', 'Wer', 'weiß', ',', 'von', 'wie', 'vielen', 'künftigen', 'Lastern', 'ich', 'noch', 'die', 'elende', 'Ursache', 'bin', '?', 'Wer', 'weiß', ',', 'wieviel', 'Personen', 'ich', ',', 'auch', 'ohne', 'daß', 'ich', 'sie', 'kenne', ',', 'bereits', 'zu', 'Verbrechern', 'gemachet', 'habe', 'oder', 'noch', 'machen', 'werde', '?', 'Kann', 'ich', 'bei', 'allen', 'diesen', 'Vorstellungen', 'eine', 'Freude', 'zu', 'empfinden', 'fähig', 'sein', '?']"
3,3,willhelm,robert,,,,LS,positiv,2421.0,CATMA_C9513951-CE3F-416B-81AD-22D284777967,6,Emotionen der Freude,positiv,2380.0,Freude,Sieh auf angenehmere Szenen deines Lebens,"['Sieh', 'auf', 'angenehmere', 'Szenen', 'deines', 'Lebens']"
4,6,,,,,,LS,negativ,3093.0,CATMA_43483E55-C3DA-4D9A-A16F-72825D9A79C3,42,Emotionen der Ablehnung,negativ,2857.0,Abscheu,"die mich hassen, die mich verabscheuen müßte, wenn ich mich nicht
              bemühete, das Laster, mit welchem ich sie beleidiget habe, vor der ganzen Welt und
              ihren eigenen Augen, außer vor den deinigen, zu verbergen.
","['die', 'mich', 'hassen', ',', 'die', 'mich', 'verabscheuen', 'müßte', ',', 'wenn', 'ich', 'mich', 'nicht', 'bemühete', ',', 'das', 'Laster', ',', 'mit', 'welchem', 'ich', 'sie', 'beleidiget', 'habe', ',', 'vor', 'der', 'ganzen', 'Welt', 'und', 'ihren', 'eigenen', 'Augen', ',', 'außer', 'vor', 'den', 'deinigen', ',', 'zu', 'verbergen', '.']"
5,10,,,,,,LS,negativ,5251.0,CATMA_9A2994C9-E1E8-49A0-BBF8-19DCAF162273,68,Emotionen des Leids,negativ,4853.0,Leid,"Ich vergieße heimlich Tränen über ihren lärmenden Beifall, wenn
              sie vielleicht glauben, daß ich darüber entzückt bin. Freund, Freund, welcher
              Unterschied zwischen einem Manne, den die Welt lobet und dem sein Herz saget, daß er
              dies Lob verdienet, und dem, der es fühlt, daß sie ihn nur bloß deswegen lobet, weil
              sie seine Schande nicht weiß.
","['Ich', 'vergieße', 'heimlich', 'Tränen', 'über', 'ihren', 'lärmenden', 'Beifall', ',', 'wenn', 'sie', 'vielleicht', 'glauben', ',', 'daß', 'ich', 'darüber', 'entzückt', 'bin', '.', 'Freund', ',', 'Freund', ',', 'welcher', 'Unterschied', 'zwischen', 'einem', 'Manne', ',', 'den', 'die', 'Welt', 'lobet', 'und', 'dem', 'sein', 'Herz', 'saget', ',', 'daß', 'er', 'dies', 'Lob', 'verdienet', ',', 'und', 'dem', ',', 'der', 'es', 'fühlt', ',', 'daß', 'sie', 'ihn', 'nur', 'bloß', 'deswegen', 'lobet', ',', 'weil', 'sie', 'seine', 'Schande', 'nicht', 'weiß', '.']"
6,12,,,,,,LS,positiv,5836.0,CATMA_4A036130-BA1D-4669-99B9-0D029C101ED0,19,Emotionen der Zuneigung,positiv,5717.0,Verehrung,"Ich will Lucien nicht durch diese Rede beleidigen. Bisher habe ich ihr Herz noch
              jederzeit edel gefunden.","['Ich', 'will', 'Lucien', 'nicht', 'durch', 'diese', 'Rede', 'beleidigen', '.', 'Bisher', 'habe', 'ich', 'ihr', 'Herz', 'noch', 'jederzeit', 'edel', 'gefunden', '.']"
7,16,,willhelm,,,,LS,positiv,7147.0,CATMA_3F8421B1-A3A3-48F2-95B1-54FBC20CFBB3,61,Emotionen der Zuneigung,positiv,6773.0,Liebe,"Was können diese öftern Seufzer in seiner Gegenwart, diese Augen, die oft schmachtend
              auf die seinigen geheftet sind, dieser Ton der Zärtlichkeit, der die gemeinsten Reden
              an ihn begleitet, diese Schamröte, mit der sie ihn anblickt, und die ihr ein
              heimlicher Zeuge ihrer Verbrechen wird; was können diese weiter zu bedeuten haben?
","['Was', 'können', 'diese', 'öftern', 'Seufzer', 'in', 'seiner', 'Gegenwart', ',', 'diese', 'Augen', ',', 'die', 'oft', 'schmachtend', 'auf', 'die', 'seinigen', 'geheftet', 'sind', ',', 'dieser', 'Ton', 'der', 'Zärtlichkeit', ',', 'der', 'die', 'gemeinsten', 'Reden', 'an', 'ihn', 'begleitet', ',', 'diese', 'Schamröte', ',', 'mit', 'der', 'sie', 'ihn', 'anblickt', ',', 'und', 'die', 'ihr', 'ein', 'heimlicher', 'Zeuge', 'ihrer', 'Verbrechen', 'wird', ';', 'was', 'können', 'diese', 'weiter', 'zu', 'bedeuten', 'haben', '?']"
8,17,lucie,willhelm,karl,,,LS,Emotionale Bewegtheit,7217.0,CATMA_B83B9ED3-E16C-4861-BF6F-AFD0B444C24F,3,Emotionale Bewegtheit,Emotionale Bewegtheit,7197.0,Emotionale Bewegtheit,Mit Kaltsinnigkeit. ,"['Mit', 'Kaltsinnigkeit', '.']"
9,18,,,,,,LS,negativ,7553.0,CATMA_8BE7F7D0-5266-41D6-A461-28136C2BA8EA,57,Emotionen des Leids,negativ,7217.0,Leid,"Dies ist noch der einzige Trost, den mein Herz dabei empfindet.
              Aber ach! wie kurz kann er vielleicht dauern. Wie leicht kann Karl wankend werden,
              zumal wenn Amaliens Sprödigkeit noch länger währet. Dieser heutige Tag soll mich
              lehren, ob ich noch unglücklicher werden kann, als ich schon bin. ","['Dies', 'ist', 'noch', 'der', 'einzige', 'Trost', ',', 'den', 'mein', 'Herz', 'dabei', 'empfindet', '.', 'Aber', 'ach', '!', 'wie', 'kurz', 'kann', 'er', 'vielleicht', 'dauern', '.', 'Wie', 'leicht', 'kann', 'Karl', 'wankend', 'werden', ',', 'zumal', 'wenn', 'Amaliens', 'Sprödigkeit', 'noch', 'länger', 'währet', '.', 'Dieser', 'heutige', 'Tag', 'soll', 'mich', 'lehren', ',', 'ob', 'ich', 'noch', 'unglücklicher', 'werden', 'kann', ',', 'als', 'ich', 'schon', 'bin', '.']"
