,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
1907,1907,1907,GerDracor/tieck-ritter-blaubart.xml,Saal.,0,5,stage_direction,4,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1908,1908,1908,GerDracor/tieck-ritter-blaubart.xml,"Agnes auf einem Sofa, Simon neben ihr; Anne.",0,44,stage_direction,4,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1909,1909,1909,GerDracor/tieck-ritter-blaubart.xml,"Sie schlägt die Augen wieder auf, Gott sei Dank!",0,48,character_speech,4,5,,SIMON.,#simon,943.0,MALE,no_annotation,no_annotation,no_annotation
1910,1910,1910,GerDracor/tieck-ritter-blaubart.xml,Ist er tot?,0,11,character_speech,4,5,,ANNE.,#anne,944.0,FEMALE,no_annotation,no_annotation,no_annotation
1911,1911,1911,GerDracor/tieck-ritter-blaubart.xml,Dieser Degen war in seiner Brust.,0,33,character_speech,4,5,,SIMON.,#simon,945.0,MALE,no_annotation,no_annotation,no_annotation
1912,1912,1912,GerDracor/tieck-ritter-blaubart.xml,Wie mir leicht ist!,34,53,character_speech,4,5,,SIMON.,#simon,945.0,MALE,joy,positive,emotions of pleasure
1913,1913,1913,GerDracor/tieck-ritter-blaubart.xml,"– Die Alte hat sich zum Fenster
              hinausgestürzt.",54,115,character_speech,4,5,,SIMON.,#simon,945.0,MALE,no_annotation,no_annotation,no_annotation
1914,1914,1914,GerDracor/tieck-ritter-blaubart.xml,"Ist dir auch wohl, Bruder?",0,26,character_speech,4,5,,ANNE.,#anne,946.0,FEMALE,no_annotation,no_annotation,no_annotation
1915,1915,1915,GerDracor/tieck-ritter-blaubart.xml,– Wie du geritten bist!,27,50,character_speech,4,5,,ANNE.,#anne,946.0,FEMALE,no_annotation,no_annotation,no_annotation
1916,1916,1916,GerDracor/tieck-ritter-blaubart.xml,"Wie Gottes Strafgericht, ich begreife noch nicht, wie ich hierhergekommen bin – und
              als ich eurer Burg erst ansichtig ward, als ich gar erst dein Taschentuch wehen sah,
              da stürzt' ich immer schneller und schneller, mir vergingen unter dem Sausen der Luft
              alle Gedanken.",0,311,character_speech,4,5,,SIMON.,#simon,947.0,MALE,being moved,being moved,being moved
1917,1917,1917,GerDracor/tieck-ritter-blaubart.xml,Wo bin ich?,0,11,character_speech,4,5,,AGNES.,#agnes,948.0,FEMALE,no_annotation,no_annotation,no_annotation
1918,1918,1918,GerDracor/tieck-ritter-blaubart.xml,– Ach Gott!,12,23,character_speech,4,5,,AGNES.,#agnes,948.0,FEMALE,no_annotation,no_annotation,no_annotation
1919,1919,1919,GerDracor/tieck-ritter-blaubart.xml,Simon!,24,30,character_speech,4,5,,AGNES.,#agnes,948.0,FEMALE,being moved,being moved,being moved
1920,1920,1920,GerDracor/tieck-ritter-blaubart.xml,Du bist wirklich da?,31,51,character_speech,4,5,,AGNES.,#agnes,948.0,FEMALE,being moved,being moved,being moved
1921,1921,1921,GerDracor/tieck-ritter-blaubart.xml,– Wo bist du hergekommen?,52,77,character_speech,4,5,,AGNES.,#agnes,948.0,FEMALE,no_annotation,no_annotation,no_annotation
1922,1922,1922,GerDracor/tieck-ritter-blaubart.xml,"– Wo
              ist der Ritter?",78,112,character_speech,4,5,,AGNES.,#agnes,948.0,FEMALE,no_annotation,no_annotation,no_annotation
1923,1923,1923,GerDracor/tieck-ritter-blaubart.xml,"Sei ruhig, Schwester, er ist tot, du bist nun außer aller Gefahr.",0,65,character_speech,4,5,,SIMON.,#simon,949.0,MALE,joy,positive,emotions of pleasure
1924,1924,1924,GerDracor/tieck-ritter-blaubart.xml,Wie hat sich alles so schnell geändert!,0,39,character_speech,4,5,,AGNES.,#agnes,950.0,FEMALE,being moved,being moved,being moved
1925,1925,1925,GerDracor/tieck-ritter-blaubart.xml,"– Simon, mein Beten zu dir war doch nicht
              umsonst.",40,104,character_speech,4,5,,AGNES.,#agnes,950.0,FEMALE,no_annotation,no_annotation,no_annotation
1926,1926,1926,GerDracor/tieck-ritter-blaubart.xml,Tröste dich nur und fasse deine Vernunft wieder zusammen.,0,57,character_speech,4,5,,SIMON.,#simon,951.0,MALE,no_annotation,no_annotation,no_annotation
1927,1927,1927,GerDracor/tieck-ritter-blaubart.xml,Anton tritt ein.,0,16,stage_direction,4,5,speech_part,,#simon,951.0,MALE,no_annotation,no_annotation,no_annotation
1928,1928,1928,GerDracor/tieck-ritter-blaubart.xml,Und es ist doch wahr gewesen?,0,29,character_speech,4,5,,ANTON.,#anton,952.0,MALE,no_annotation,no_annotation,no_annotation
1929,1929,1929,GerDracor/tieck-ritter-blaubart.xml,– O meine Schwester!,30,50,character_speech,4,5,,ANTON.,#anton,952.0,MALE,no_annotation,no_annotation,no_annotation
1930,1930,1930,GerDracor/tieck-ritter-blaubart.xml,"– Bruder, da hast du einen braven
              Streich gemacht.",51,115,character_speech,4,5,,ANTON.,#anton,952.0,MALE,no_annotation,no_annotation,no_annotation
1931,1931,1931,GerDracor/tieck-ritter-blaubart.xml,"Das Schloß war durch einen Zufall offen, sonst wäre doch alles vergebens gewesen.",0,81,character_speech,4,5,,SIMON.,#simon,953.0,MALE,no_annotation,no_annotation,no_annotation
1932,1932,1932,GerDracor/tieck-ritter-blaubart.xml,"Er ist erst heut von einem Zuge zurückgekommen, und da waren alle Knechte noch voller
              Freude.",0,107,character_speech,4,5,,ANNE.,#anne,954.0,FEMALE,joy,positive,emotions of pleasure
1933,1933,1933,GerDracor/tieck-ritter-blaubart.xml,Künftig tadle meine Ahnungen nicht und sprich nicht von Raserei.,0,64,character_speech,4,5,,SIMON.,#simon,955.0,MALE,anger,negative,emotions of rejection
1934,1934,1934,GerDracor/tieck-ritter-blaubart.xml,"– Kam ich nur einen
              Augenblick später, so war es zu spät.",65,136,character_speech,4,5,,SIMON.,#simon,955.0,MALE,no_annotation,no_annotation,no_annotation
1935,1935,1935,GerDracor/tieck-ritter-blaubart.xml,Leopold und Brigitte treten auf.,0,32,stage_direction,4,5,speech_part,,#simon,955.0,MALE,no_annotation,no_annotation,no_annotation
1936,1936,1936,GerDracor/tieck-ritter-blaubart.xml,"Guten Tag, Brüder, ihr mögt nun wollen oder nicht, so müßt ihr mich mit meiner
              Geliebten schützen.",0,112,character_speech,4,5,,LEOPOLD.,#leopold,956.0,MALE,no_annotation,no_annotation,no_annotation
1937,1937,1937,GerDracor/tieck-ritter-blaubart.xml,Von Herzen gern.,0,16,character_speech,4,5,,SIMON.,#simon,957.0,MALE,joy,positive,emotions of pleasure
1938,1938,1938,GerDracor/tieck-ritter-blaubart.xml,"– Es wird aber gar nicht nötig sein, das sagen mir meine
              Ahnungen.",17,97,character_speech,4,5,,SIMON.,#simon,957.0,MALE,no_annotation,no_annotation,no_annotation
1939,1939,1939,GerDracor/tieck-ritter-blaubart.xml,"Nun, desto besser.",0,18,character_speech,4,5,,LEOPOLD.,#leopold,958.0,MALE,no_annotation,no_annotation,no_annotation
