,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
3597,3597,3597,GerDracor/grabbe-napoleon.xml,Blachfeld auf der anderen Seite des Hauses Belle Alliance.,0,58,stage_direction,5,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3598,3598,3598,GerDracor/grabbe-napoleon.xml,"Napoleon, mit Bertrand und Offizieren, zu Fuß, – zwei Schwadrone der
            Gardegrenadiere in geschlossener Ordnung zur Bedeckung um sie, und Cambronne mit dem
            Überbleibsel der Granitkolonne von Marengo hinter ihnen.",0,234,stage_direction,5,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3599,3599,3599,GerDracor/grabbe-napoleon.xml,"Wir müssen hier mitten durch das Feld zurück, – die Chaussee ist zerfahren und
              überdem von den Preußen erstürmt – – Der Abend wird kalt – Meinen Mantel und mein
              Pferd.",0,195,character_speech,5,7,,NAPOLEON.,#napoleon,1735.0,MALE,suffering,negative,emotions of suffering and empathy
3600,3600,3600,GerDracor/grabbe-napoleon.xml,"Bertrand hängt ihm den Mantel um, – ein Pferd wird vorgeführt.",0,62,stage_direction,5,7,speech_part,,#napoleon,1735.0,MALE,no_annotation,no_annotation,no_annotation
3601,3601,3601,GerDracor/grabbe-napoleon.xml,"Solch eine Flucht kennt die Geschichte nicht – Verräterei, Zufall und Mißgeschick
              machen das tapferste Heer furchtsamer als ein Kind – Es ist aus – Wir haben seit Elba
              etwa hundert Tage groß geträumt.",0,228,character_speech,5,7,,NAPOLEON.,#napoleon,1735.0,MALE,no_annotation,no_annotation,no_annotation
3602,3602,3602,GerDracor/grabbe-napoleon.xml,"– – Bertrand, was ist?",229,251,character_speech,5,7,,NAPOLEON.,#napoleon,1735.0,MALE,no_annotation,no_annotation,no_annotation
3603,3603,3603,GerDracor/grabbe-napoleon.xml,Du schweigst?,252,265,character_speech,5,7,,NAPOLEON.,#napoleon,1735.0,MALE,anger,negative,emotions of rejection
3604,3604,3604,GerDracor/grabbe-napoleon.xml,Sire – sprechen – jetzt – – – o Gott!,0,37,character_speech,5,7,,BERTRAND.,#bertrand,1736.0,MALE,being moved,being moved,being moved
3605,3605,3605,GerDracor/grabbe-napoleon.xml,"– Sieh diese Gardegrenadiere – Congreven lodern
              in ihren Reihen, und sie schweigen doch!",38,140,character_speech,5,7,,BERTRAND.,#bertrand,1736.0,MALE,no_annotation,no_annotation,no_annotation
3606,3606,3606,GerDracor/grabbe-napoleon.xml,"– – Nur eines, du in dessen Ruhmesglanz ich
              einzig lebte, sei billig, laß mich auch auf ewig dein künftiges Unglück teilen.",141,278,character_speech,5,7,,BERTRAND.,#bertrand,1736.0,MALE,no_annotation,no_annotation,no_annotation
3607,3607,3607,GerDracor/grabbe-napoleon.xml,Er fällt dem Kaiser zu Füßen.,0,29,stage_direction,5,7,speech_part,,#bertrand,1736.0,MALE,no_annotation,no_annotation,no_annotation
3608,3608,3608,GerDracor/grabbe-napoleon.xml,Steh auf – du brichst mit mir das Brot des Elendes.,0,51,character_speech,5,7,,NAPOLEON.,#napoleon,1737.0,MALE,abhorrence,negative,emotions of rejection
3609,3609,3609,GerDracor/grabbe-napoleon.xml,– Aber deine Frau?,52,70,character_speech,5,7,,NAPOLEON.,#napoleon,1737.0,MALE,no_annotation,no_annotation,no_annotation
3610,3610,3610,GerDracor/grabbe-napoleon.xml,"Sire, sie wird dir in Tränen danken wie ich!",0,44,character_speech,5,7,,BERTRAND.,#bertrand,1738.0,MALE,joy,positive,emotions of pleasure
3611,3611,3611,GerDracor/grabbe-napoleon.xml,zurückblickend.,0,15,stage_direction,5,7,speech_part,,#napoleon,1739.0,MALE,no_annotation,no_annotation,no_annotation
3612,3612,3612,GerDracor/grabbe-napoleon.xml,"Da stürzen die feindlichen Truppen siegjubelnd heran, wähnen die Tyrannei vertrieben,
              den ewigen Frieden erobert, die goldne Zeit rückgeführt zu haben – Die Armen!",0,177,character_speech,5,7,,NAPOLEON,#napoleon,1739.0,MALE,compassion,negative,emotions of suffering and empathy
3613,3613,3613,GerDracor/grabbe-napoleon.xml,"Statt
              eines großen Tyrannen, wie sie mich zu nennen belieben, werden sie bald tausend kleine
              besitzen, – statt ihnen ewigen Frieden zu geben, wird man sie in einen ewigen
              Geistesschlaf einzulullen versuchen, – statt der goldnen Zeit, wird eine sehr irdene,
              zerbröckliche kommen, voll Halbheit, albernen Lugs und Tandes, – von gewaltigen
              Schlachttaten und Heroen wird man freilich nichts hören, desto mehr aber von
              diplomatischen Assembléen, Konvenienzbesuchen hoher Häupter, von Komödianten,
              Geigenspielern und Opernhuren – – bis der  Weltgeist ersteht, an die
              Schleusen rührt, hinter denen die Wogen der Revolution und meines Kaisertumes lauern,
              und sie von ihnen aufbrechen läßt, daß die Lücke gefüllt werde, welche nach meinem
              Austritt zurückbleibt.",178,1070,character_speech,5,7,,NAPOLEON,#napoleon,1739.0,MALE,abhorrence,negative,emotions of rejection
3614,3614,3614,GerDracor/grabbe-napoleon.xml,"Mein Kaiser, gegenüber nahen die Engländer, seitwärts die Preußen – Es ist Zeit, daß
              du fliehest, oder daß –",0,122,character_speech,5,7,,CAMBRONNE.,#cambronne,1740.0,MALE,fear,negative,emotions of anxiety
3615,3615,3615,GerDracor/grabbe-napoleon.xml,Oder?,0,5,character_speech,5,7,,NAPOLEON.,#napoleon,1741.0,MALE,no_annotation,no_annotation,no_annotation
3616,3616,3616,GerDracor/grabbe-napoleon.xml,"Imperator, falle!",0,17,character_speech,5,7,,CAMBRONNE.,#cambronne,1742.0,MALE,no_annotation,no_annotation,no_annotation
3617,3617,3617,GerDracor/grabbe-napoleon.xml,"General, mein Glück fällt – Ich falle nicht.",0,44,character_speech,5,7,,NAPOLEON.,#napoleon,1743.0,MALE,joy,positive,emotions of pleasure
3618,3618,3618,GerDracor/grabbe-napoleon.xml,"Verzeihung, Kaiser!",0,19,character_speech,5,7,,CAMBRONNE.,#cambronne,1744.0,MALE,suffering,negative,emotions of suffering and empathy
3619,3619,3619,GerDracor/grabbe-napoleon.xml,Du hast recht!,20,34,character_speech,5,7,,CAMBRONNE.,#cambronne,1744.0,MALE,no_annotation,no_annotation,no_annotation
3620,3620,3620,GerDracor/grabbe-napoleon.xml,Den Mantel mir fester zugemacht.,0,32,character_speech,5,7,,NAPOLEON.,#napoleon,1745.0,MALE,no_annotation,no_annotation,no_annotation
3621,3621,3621,GerDracor/grabbe-napoleon.xml,– Es regnet immer stärker.,33,59,character_speech,5,7,,NAPOLEON.,#napoleon,1745.0,MALE,no_annotation,no_annotation,no_annotation
3622,3622,3622,GerDracor/grabbe-napoleon.xml,"– – Bertrand, besteig ein
              Pferd, – tun Sie ebenso meine Herren Offiziere.",60,147,character_speech,5,7,,NAPOLEON.,#napoleon,1745.0,MALE,no_annotation,no_annotation,no_annotation
3623,3623,3623,GerDracor/grabbe-napoleon.xml,"– Reitende Gardegrenadiere, bahnt uns
              den Weg!",148,208,character_speech,5,7,,NAPOLEON.,#napoleon,1745.0,MALE,no_annotation,no_annotation,no_annotation
3624,3624,3624,GerDracor/grabbe-napoleon.xml,"– Granitkolonne, lebe wohl!",209,236,character_speech,5,7,,NAPOLEON.,#napoleon,1745.0,MALE,no_annotation,no_annotation,no_annotation
3625,3625,3625,GerDracor/grabbe-napoleon.xml,"Er, Bertrand, die ihn begleitenden Offiziere sind zu Pferd gestiegen und reiten
              mit den Gardegrenadieren fort.",0,124,stage_direction,5,7,speech_part,,#napoleon,1745.0,MALE,no_annotation,no_annotation,no_annotation
3626,3626,3626,GerDracor/grabbe-napoleon.xml,"Er ist fort – Was will der andere Dreck, den man Erde, Stern oder Sonne nennt, noch
              bedeuten?",0,107,character_speech,5,7,,CAMBRONNE.,#cambronne,1746.0,MALE,abhorrence,negative,emotions of rejection
3627,3627,3627,GerDracor/grabbe-napoleon.xml,"– Er hat uns »lebe wohl« gesagt, und leicht das Auge gewischt – Das heißt:
              sterbt meiner würdig, es geht nicht anders.",108,240,character_speech,5,7,,CAMBRONNE.,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3628,3628,3628,GerDracor/grabbe-napoleon.xml,"– Also, Kameraden, die Schnurrbärte hübsch
              zurechtgedreht – bald sind wir im Himmel oder in der Hölle, und ein braver Franzose
              erscheint im Himmel wie in der Hölle geputzt!",241,441,character_speech,5,7,,CAMBRONNE.,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3629,3629,3629,GerDracor/grabbe-napoleon.xml,Englische und preußische Reiterei von allen Seiten.,0,51,stage_direction,5,7,speech_part,,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3630,3630,3630,GerDracor/grabbe-napoleon.xml,"Seht ihr, wie unsere Spediteure uns umdrängen!",0,46,character_speech,5,7,,CAMBRONNE.,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3631,3631,3631,GerDracor/grabbe-napoleon.xml,"– Also, Tambour, tüchtig auf dein
              Kalbsfell geschlagen – Bedenke, von all den hunderttausend Trommeln, die in den
              glorreichen Feldzügen des Kaisers erklangen, ist die deinige die letzte!",47,261,character_speech,5,7,,CAMBRONNE.,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3632,3632,3632,GerDracor/grabbe-napoleon.xml,"– Und schlage
                lustig, – auch dazu hast du Grund, – du quälst dich mit Trommelschlag
              fortan nicht wieder!",262,396,character_speech,5,7,,CAMBRONNE.,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3633,3633,3633,GerDracor/grabbe-napoleon.xml,Der Tambour trommelt ununterbrochen laut und kräftig darauf los.,0,64,stage_direction,5,7,speech_part,,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3634,3634,3634,GerDracor/grabbe-napoleon.xml,Schießt!,0,8,character_speech,5,7,,CAMBRONNE.,#cambronne,1746.0,MALE,no_annotation,no_annotation,no_annotation
3635,3635,3635,GerDracor/grabbe-napoleon.xml,"Unsinnige, laßt das Schießen –",0,30,character_speech,5,7,,EIN ENGLISCHER DRAGONEROFFIZIER.,#ein_englischer_dragoneroffizier,1747.0,MALE,anger,negative,emotions of rejection
3636,3636,3636,GerDracor/grabbe-napoleon.xml,Schießt!,0,8,character_speech,5,7,,CAMBRONNE.,#cambronne,1748.0,MALE,no_annotation,no_annotation,no_annotation
3637,3637,3637,GerDracor/grabbe-napoleon.xml,– ihr entkommt doch nicht –,0,27,character_speech,5,7,,DER DRAGONEROFFIZIER.,#ein_englischer_dragoneroffizier,1749.0,MALE,no_annotation,no_annotation,no_annotation
3638,3638,3638,GerDracor/grabbe-napoleon.xml,Schießt!,0,8,character_speech,5,7,,CAMBRONNE.,#cambronne,1750.0,MALE,no_annotation,no_annotation,no_annotation
3639,3639,3639,GerDracor/grabbe-napoleon.xml,Wahnsinniges Volk – Ergebt euch!,0,32,character_speech,5,7,,DER DRAGONEROFFIZIER.,#ein_englischer_dragoneroffizier,1751.0,MALE,despair,negative,emotions of anxiety
3640,3640,3640,GerDracor/grabbe-napoleon.xml,"Laffe, die Garde stirbt, aber sie ergibt sich nicht!",0,52,character_speech,5,7,,CAMBRONNE.,#cambronne,1752.0,MALE,despair,negative,emotions of anxiety
3641,3641,3641,GerDracor/grabbe-napoleon.xml,– Schießt solang ihr atmet!,53,80,character_speech,5,7,,CAMBRONNE.,#cambronne,1752.0,MALE,no_annotation,no_annotation,no_annotation
3642,3642,3642,GerDracor/grabbe-napoleon.xml,einhauend.,0,10,stage_direction,5,7,speech_part,,#englische_und_preussische_reiterei,1753.0,MALE,anger,negative,emotions of rejection
3643,3643,3643,GerDracor/grabbe-napoleon.xml,Nieder die grauen Trabanten des Tyrannen!,0,41,character_speech,5,7,,ENGLISCHE UND PREUSSISCHE REITEREI,#englische_und_preussische_reiterei,1753.0,MALE,abhorrence,negative,emotions of rejection
3644,3644,3644,GerDracor/grabbe-napoleon.xml,Nieder –?,0,9,character_speech,5,7,,CAMBRONNE.,#cambronne,1754.0,MALE,no_annotation,no_annotation,no_annotation
3645,3645,3645,GerDracor/grabbe-napoleon.xml,"Granitkolonne, hoch und stolz wie die Sonne, und gefallen herrlich wie
              sie!",10,99,character_speech,5,7,,CAMBRONNE.,#cambronne,1754.0,MALE,"admiration, reverence",positive,emotions of affection
3646,3646,3646,GerDracor/grabbe-napoleon.xml,Schon gut – sieh nur –,0,22,character_speech,5,7,,DIE GRANITKOLONNE.,#die_granitkolonne,1755.0,MALE,no_annotation,no_annotation,no_annotation
3647,3647,3647,GerDracor/grabbe-napoleon.xml,Die Granitkolonne samt Cambronne wird nach verzweifeltem Kampfe zusammengehauen.,0,80,stage_direction,5,7,speech_part,,#die_granitkolonne,1755.0,MALE,suffering,negative,emotions of suffering and empathy
3648,3648,3648,GerDracor/grabbe-napoleon.xml,"Die alliierte Reiterei rückt weiter, andere englische und preußische Truppen
              gleichfalls.",95,198,stage_direction,5,7,speech_part,,#die_granitkolonne,1755.0,MALE,no_annotation,no_annotation,no_annotation
3649,3649,3649,GerDracor/grabbe-napoleon.xml,mit Gneisenau und Gefolge heransprengend.,0,41,stage_direction,5,7,speech_part,,#bluecher,1756.0,MALE,no_annotation,no_annotation,no_annotation
3650,3650,3650,GerDracor/grabbe-napoleon.xml,Wo mein großer Waffenbruder von Saint Jean?,0,43,character_speech,5,7,,BLÜCHER,#bluecher,1756.0,MALE,no_annotation,no_annotation,no_annotation
3651,3651,3651,GerDracor/grabbe-napoleon.xml,Da kommt er!,0,12,character_speech,5,7,,GNEISENAU.,#gneisenau,1757.0,MALE,fear,negative,emotions of anxiety
3652,3652,3652,GerDracor/grabbe-napoleon.xml,heransprengend.,0,15,stage_direction,5,7,speech_part,,#herzog_von_wellington,1758.0,MALE,fear,negative,emotions of anxiety
3653,3653,3653,GerDracor/grabbe-napoleon.xml,"Guten Abend, Feldmarschall!",0,27,character_speech,5,7,,HERZOG VON WELLINGTON,#herzog_von_wellington,1758.0,MALE,no_annotation,no_annotation,no_annotation
3654,3654,3654,GerDracor/grabbe-napoleon.xml,"Herzog, der Abend ist des Tages wert!",0,37,character_speech,5,7,,BLÜCHER.,#bluecher,1759.0,MALE,joy,positive,emotions of pleasure
3655,3655,3655,GerDracor/grabbe-napoleon.xml,"Die Hand her, Helfer in der Not!",0,32,character_speech,5,7,,HERZOG VON WELLINGTON.,#herzog_von_wellington,1760.0,MALE,compassion,negative,emotions of suffering and empathy
3656,3656,3656,GerDracor/grabbe-napoleon.xml,"Zum »schönen Bunde«, wie der Ort hier heißt!",0,44,character_speech,5,7,,BLÜCHER.,#bluecher,1761.0,MALE,joy,positive,emotions of pleasure
3657,3657,3657,GerDracor/grabbe-napoleon.xml,"– – Engländer, Preußen, Gemeine,
              Generale, Unteroffiziere – ich kann nicht weiterrücken bis ich mir die Brust gelüftet,
              meine Feldmütze abgezogen, und euch gesagt habe: ihr alle, alle seid meine
              hochachtbaren Waffengefährten, gleich brav in Glück und Not – Wird die Zukunft eurer
              würdig – Heil dann!",45,400,character_speech,5,7,,BLÜCHER.,#bluecher,1761.0,MALE,no_annotation,no_annotation,no_annotation
3658,3658,3658,GerDracor/grabbe-napoleon.xml,"– Wird sie es nicht, dann tröstet euch damit, daß eure Aufopferung
              eine bessere verdiente!",401,505,character_speech,5,7,,BLÜCHER.,#bluecher,1761.0,MALE,no_annotation,no_annotation,no_annotation
3659,3659,3659,GerDracor/grabbe-napoleon.xml,"– – Wellington, laß deine Leute etwas rasten, – sie hatten
              heute die drückendste Arbeit – Dafür übernehmen wir so eifriger die Verfolgung, und
              verlaß dich darauf, sie soll unseren Sieg vollenden, wie noch keinen anderen!",506,754,character_speech,5,7,,BLÜCHER.,#bluecher,1761.0,MALE,no_annotation,no_annotation,no_annotation
3660,3660,3660,GerDracor/grabbe-napoleon.xml,"–
              Vorwärts, Preußen!",755,789,character_speech,5,7,,BLÜCHER.,#bluecher,1761.0,MALE,no_annotation,no_annotation,no_annotation
