,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1849,1849,1849,GerDracor/toerring-agnes-bernauerin.xml,Ernst.,0,6,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1850,1850,1850,GerDracor/toerring-agnes-bernauerin.xml,Gundelfing.,7,18,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1851,1851,1851,GerDracor/toerring-agnes-bernauerin.xml,Preisinger.,19,30,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1852,1852,1852,GerDracor/toerring-agnes-bernauerin.xml,Maxelrainer.,31,43,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1853,1853,1853,GerDracor/toerring-agnes-bernauerin.xml,Pienzenauer.,44,56,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1854,1854,1854,GerDracor/toerring-agnes-bernauerin.xml,Sandizeller.,57,69,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1855,1855,1855,GerDracor/toerring-agnes-bernauerin.xml,Tore.,70,75,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1856,1856,1856,GerDracor/toerring-agnes-bernauerin.xml,"Gefolge, alle eilig.",88,108,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1857,1857,1857,GerDracor/toerring-agnes-bernauerin.xml,Die Vorigen.,109,121,stage_direction,5,8,pre_speech,,,,,no_annotation,T,,1780.0,no_annotation,no_annotation
1858,1858,1858,GerDracor/toerring-agnes-bernauerin.xml,Ha!,0,3,character_speech,5,8,,ERNST.,#ernst,550.0,MALE,no_annotation,T,,1780.0,no_annotation,no_annotation
