,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
3444,3444,3444,GerDracor/schiller-wallensteins-tod.xml,Vorige ohne Buttler.,0,20,stage_direction,5,12,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3445,3445,3445,GerDracor/schiller-wallensteins-tod.xml,"Gräfin Terzky tritt auf, bleich und entstellt.",21,67,stage_direction,5,12,pre_speech,,,,,suffering,negative,emotions of suffering and empathy
3446,3446,3446,GerDracor/schiller-wallensteins-tod.xml,"Ihre Sprache
            ist schwach und langsam, ohne Leidenschaft.",68,136,stage_direction,5,12,pre_speech,,,,,love,positive,emotions of affection
3447,3447,3447,GerDracor/schiller-wallensteins-tod.xml,ihr entgegen.,0,13,stage_direction,5,12,speech_part,,#octavio,1234.0,MALE,no_annotation,no_annotation,no_annotation
3448,3448,3448,GerDracor/schiller-wallensteins-tod.xml,"
              O Gräfin Terzky, mußt es dahin kommen?",0,53,character_speech,5,12,,OCTAVIO,#octavio,1234.0,MALE,suffering,negative,emotions of suffering and empathy
3449,3449,3449,GerDracor/schiller-wallensteins-tod.xml,Das sind die Folgen unglückselger Taten.,68,108,character_speech,5,12,,OCTAVIO,#octavio,1234.0,MALE,suffering,negative,emotions of suffering and empathy
3450,3450,3450,GerDracor/schiller-wallensteins-tod.xml,"
              Es sind die Früchte Ihres Tuns – Der Herzog
              Ist tot, mein Mann ist tot, die Herzogin
              Ringt mit dem Tode, meine Nichte ist verschwunden.",0,178,character_speech,5,12,,GRÄFIN.,#graefin,1235.0,FEMALE,no_annotation,no_annotation,no_annotation
3451,3451,3451,GerDracor/schiller-wallensteins-tod.xml,"Dies Haus des Glanzes und der Herrlichkeit
              Steht nun verödet, und durch alle Pforten
              Stürzt das erschreckte Hofgesinde fort.",193,345,character_speech,5,12,,GRÄFIN.,#graefin,1235.0,FEMALE,suffering,negative,emotions of suffering and empathy
3452,3452,3452,GerDracor/schiller-wallensteins-tod.xml,"Ich bin die letzte drin, ich schloß es ab,
              Und liefre hier die Schlüssel aus.",360,451,character_speech,5,12,,GRÄFIN.,#graefin,1235.0,FEMALE,no_annotation,no_annotation,no_annotation
3453,3453,3453,GerDracor/schiller-wallensteins-tod.xml,mit tiefem Schmerz.,0,19,stage_direction,5,12,speech_part,,#octavio,1236.0,MALE,suffering,negative,emotions of suffering and empathy
3454,3454,3454,GerDracor/schiller-wallensteins-tod.xml,"
              O Gräfin,
              Auch mein Haus ist verödet!",0,66,character_speech,5,12,,OCTAVIO,#octavio,1236.0,MALE,suffering,negative,emotions of suffering and empathy
3455,3455,3455,GerDracor/schiller-wallensteins-tod.xml,"
              Wer soll noch
              Umkommen?",0,52,character_speech,5,12,,GRÄFIN.,#graefin,1237.0,FEMALE,despair,negative,emotions of anxiety
3456,3456,3456,GerDracor/schiller-wallensteins-tod.xml,Wer soll noch mißhandelt werden?,53,85,character_speech,5,12,,GRÄFIN.,#graefin,1237.0,FEMALE,no_annotation,no_annotation,no_annotation
3457,3457,3457,GerDracor/schiller-wallensteins-tod.xml,"Der Fürst ist tot, des Kaisers Rache kann
              Befriedigt sein.",100,172,character_speech,5,12,,GRÄFIN.,#graefin,1237.0,FEMALE,joy,positive,emotions of pleasure
3458,3458,3458,GerDracor/schiller-wallensteins-tod.xml,Verschonen Sie die alten Diener!,173,205,character_speech,5,12,,GRÄFIN.,#graefin,1237.0,FEMALE,no_annotation,no_annotation,no_annotation
3459,3459,3459,GerDracor/schiller-wallensteins-tod.xml,"Daß den Getreuen ihre Lieb und Treu
              Nicht auch zum Frevel angerechnet werde!",220,310,character_speech,5,12,,GRÄFIN.,#graefin,1237.0,FEMALE,suffering,negative,emotions of suffering and empathy
3460,3460,3460,GerDracor/schiller-wallensteins-tod.xml,"Das Schicksal überraschte meinen Bruder
              Zu schnell, er konnte nicht mehr an sie denken.",325,426,character_speech,5,12,,GRÄFIN.,#graefin,1237.0,FEMALE,being moved,being moved,being moved
3461,3461,3461,GerDracor/schiller-wallensteins-tod.xml,"
              Nichts von Mißhandlung!",0,38,character_speech,5,12,,OCTAVIO.,#octavio,1238.0,MALE,no_annotation,no_annotation,no_annotation
3462,3462,3462,GerDracor/schiller-wallensteins-tod.xml,"Nichts von Rache, Gräfin!",39,64,character_speech,5,12,,OCTAVIO.,#octavio,1238.0,MALE,anger,negative,emotions of rejection
3463,3463,3463,GerDracor/schiller-wallensteins-tod.xml,"Die schwere Schuld ist schwer gebüßt, der Kaiser
              Versöhnt, nichts geht vom Vater auf die Tochter
              Hinüber, als sein Ruhm und sein Verdienst.",79,246,character_speech,5,12,,OCTAVIO.,#octavio,1238.0,MALE,suffering,negative,emotions of suffering and empathy
3464,3464,3464,GerDracor/schiller-wallensteins-tod.xml,"Die Kaiserin ehrt Ihr Unglück, öffnet Ihnen
              Teilnehmend ihre mütterlichen Arme.",261,354,character_speech,5,12,,OCTAVIO.,#octavio,1238.0,MALE,"admiration, reverence",positive,emotions of affection
3465,3465,3465,GerDracor/schiller-wallensteins-tod.xml,Drum keine Furcht mehr!,369,392,character_speech,5,12,,OCTAVIO.,#octavio,1238.0,MALE,fear,negative,emotions of anxiety
3466,3466,3466,GerDracor/schiller-wallensteins-tod.xml,"Fassen Sie Vertrauen,
              Und übergeben Sie sich hoffnungsvoll
              Der kaiserlichen Gnade.",393,503,character_speech,5,12,,OCTAVIO.,#octavio,1238.0,MALE,"admiration, reverence",positive,emotions of affection
3467,3467,3467,GerDracor/schiller-wallensteins-tod.xml,mit einem Blick zum Himmel.,0,27,stage_direction,5,12,speech_part,,#graefin,1239.0,FEMALE,despair,negative,emotions of anxiety
3468,3468,3468,GerDracor/schiller-wallensteins-tod.xml,"
              Ich vertraue mich
              Der Gnade eines größern Herrn – Wo soll
              Der fürstliche Leichnam seine Ruhstatt finden?",0,147,character_speech,5,12,,GRÄFIN,#graefin,1239.0,FEMALE,no_annotation,no_annotation,no_annotation
3469,3469,3469,GerDracor/schiller-wallensteins-tod.xml,"In der Kartause, die er selbst gestiftet,
              Zu Gitschin ruht die Gräfin Wallenstein,
              An ihrer Seite, die sein erstes Glück
              Gegründet, wünscht' er, dankbar, einst zu schlummern.",162,378,character_speech,5,12,,GRÄFIN,#graefin,1239.0,FEMALE,"admiration, reverence",positive,emotions of affection
3470,3470,3470,GerDracor/schiller-wallensteins-tod.xml,O lassen Sie ihn dort begraben sein!,393,429,character_speech,5,12,,GRÄFIN,#graefin,1239.0,FEMALE,suffering,negative,emotions of suffering and empathy
3471,3471,3471,GerDracor/schiller-wallensteins-tod.xml,"Auch für die Reste meines Mannes bitt ich
              Um gleiche Gunst.",444,517,character_speech,5,12,,GRÄFIN,#graefin,1239.0,FEMALE,"admiration, reverence",positive,emotions of affection
3472,3472,3472,GerDracor/schiller-wallensteins-tod.xml,"Der Kaiser ist Besitzer
              Von unsern Schlössern, gönne man uns nur
              Ein Grab noch bei den Gräbern unsrer Ahnen.",518,654,character_speech,5,12,,GRÄFIN,#graefin,1239.0,FEMALE,no_annotation,no_annotation,no_annotation
3473,3473,3473,GerDracor/schiller-wallensteins-tod.xml,"
              Sie zittern, Gräfin – Sie verbleichen – Gott!",0,60,character_speech,5,12,,OCTAVIO.,#octavio,1240.0,MALE,fear,negative,emotions of anxiety
3474,3474,3474,GerDracor/schiller-wallensteins-tod.xml,Und welche Deutung geb ich Ihren Reden?,75,114,character_speech,5,12,,OCTAVIO.,#octavio,1240.0,MALE,no_annotation,no_annotation,no_annotation
3475,3475,3475,GerDracor/schiller-wallensteins-tod.xml,sammelt ihre letzte Kraft und spricht mit Lebhaftigkeit und Adel.,0,65,stage_direction,5,12,speech_part,,#graefin,1241.0,FEMALE,no_annotation,no_annotation,no_annotation
3476,3476,3476,GerDracor/schiller-wallensteins-tod.xml,"
              Sie denken würdiger von mir, als daß Sie glaubten,
              Ich überlebte meines Hauses Fall.",0,113,character_speech,5,12,,GRÄFIN,#graefin,1241.0,FEMALE,no_annotation,no_annotation,no_annotation
