,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
1903,1903,1903,GerDracor/koerner-zriny.xml,Das Theater verwandelt sich in einen Teil des brennenden alten Schlosses.,0,73,stage_direction,5,9,pre_speech,,,,,suffering,negative,emotions of suffering and empathy
1904,1904,1904,GerDracor/koerner-zriny.xml,"Im
            Hintergrunde das neue Schloß mit aufgezogener Zugbrücke.",74,145,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1905,1905,1905,GerDracor/koerner-zriny.xml,"Trompetengeschmetter,
            Trommelwirbeln und Feldgeschrei der wütend anstürmenden Türken.",146,243,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1906,1906,1906,GerDracor/koerner-zriny.xml,"Die Zugbrücke geht
            nieder, es fallen zwei Schüsse aus dem Thore, und durch den Dampf stürzen die Ungarn
            herauf.",244,379,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1907,1907,1907,GerDracor/koerner-zriny.xml,"Juranitsch mit der Fahne voraus, denn Zriny und die übrigen.",380,440,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1908,1908,1908,GerDracor/koerner-zriny.xml,"Verzweifelnder
            Kampf.",441,474,stage_direction,5,9,pre_speech,,,,,despair,negative,emotions of anxiety
1909,1909,1909,GerDracor/koerner-zriny.xml,Eva erscheint mit der Fackel am Pulverturm auf der Mauer.,475,532,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1910,1910,1910,GerDracor/koerner-zriny.xml,"Juranitsch stürzt
            zuerst.",533,570,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1911,1911,1911,GerDracor/koerner-zriny.xml,Zriny tritt über den Leichnam und kämpft mächtig fort.,571,625,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1912,1912,1912,GerDracor/koerner-zriny.xml,Endlich stürzt auch er.,626,649,stage_direction,5,9,pre_speech,,,,,fear,negative,emotions of anxiety
1913,1913,1913,GerDracor/koerner-zriny.xml,"Eva schleudert zugleich die Fackel in den Pulverturm; ein fürchterlicher Knall; das neue
            Schloß stürzt zusammen, und der Vorhang fällt schnell.",662,817,stage_direction,5,9,pre_speech,,,,,fear,negative,emotions of anxiety
