,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1985,1985,1985,GerDracor/grabbe-don-juan-und-faust.xml,Rom.,0,4,stage_direction,5,4,pre_speech,,,,,no_annotation,T,,1829.0,no_annotation,no_annotation
1986,1986,1986,GerDracor/grabbe-don-juan-und-faust.xml,Prächtiger Saal im Hause des Don Juan.,5,43,stage_direction,5,4,pre_speech,,,,,no_annotation,T,,1829.0,no_annotation,no_annotation
1987,1987,1987,GerDracor/grabbe-don-juan-und-faust.xml,"Mondschein und Sternlicht strahlt durch
            die Fenster.",44,108,stage_direction,5,4,pre_speech,,,,,no_annotation,T,,1829.0,no_annotation,no_annotation
1988,1988,1988,GerDracor/grabbe-don-juan-und-faust.xml,Der Ritter erscheint.,0,21,stage_direction,5,4,pre_speech,,,,,no_annotation,T,,1829.0,no_annotation,no_annotation
1989,1989,1989,GerDracor/grabbe-don-juan-und-faust.xml,"
              Hier in dem Prachtsaal Don Juans schlag ich
              Den Sitz der Hölle auf – Wo ich bin, thronet sie!",0,122,character_speech,5,4,,DER RITTER.,#der_ritter,728.0,MALE,abhorrence,T,,1829.0,negative,emotions of rejection
1990,1990,1990,GerDracor/grabbe-don-juan-und-faust.xml,"–
              – Nun beide mein: der Faust durch eignen Willen,
              Der Don Juan durch fromme Geisterhände!",123,241,character_speech,5,4,,DER RITTER.,#der_ritter,728.0,MALE,no_annotation,T,,1829.0,no_annotation,no_annotation
1991,1991,1991,GerDracor/grabbe-don-juan-und-faust.xml,– Ha!,256,261,character_speech,5,4,,DER RITTER.,#der_ritter,728.0,MALE,no_annotation,T,,1829.0,no_annotation,no_annotation
1992,1992,1992,GerDracor/grabbe-don-juan-und-faust.xml,"endlich kann ich triumphieren –
              O darum bin ich gekrochen – Kriechen
              Und kriechen, immer kriechen – doch bloß deshalb,
              Um desto furchtbarer vom Bodenschlamm
              Mich wieder zu erheben – Jetzt erheb
              Ich mich – Und sieh, die Stern erblassen, und
              Die Nacht bricht ein, wie dunkle Meereswogen!",262,631,character_speech,5,4,,DER RITTER.,#der_ritter,728.0,MALE,joy,T,,1829.0,positive,emotions of pleasure
1993,1993,1993,GerDracor/grabbe-don-juan-und-faust.xml,Es wird dunkel und Wolken ziehen auf.,0,37,stage_direction,5,4,speech_part,,#der_ritter,728.0,MALE,suffering,T,,1829.0,negative,emotions of suffering and empathy
1994,1994,1994,GerDracor/grabbe-don-juan-und-faust.xml,– Weg mit Verkleidung!,0,22,character_speech,5,4,,DER RITTER.,#der_ritter,728.0,MALE,no_annotation,T,,1829.0,no_annotation,no_annotation
1995,1995,1995,GerDracor/grabbe-don-juan-und-faust.xml,"Er reißt sich das schwarze Gewand und die Maske ab und steht rot gekleidet mit
              zornflammendem Antlitz da.",0,119,stage_direction,5,4,speech_part,,#der_ritter,728.0,MALE,anger,T,,1829.0,negative,emotions of rejection
1996,1996,1996,GerDracor/grabbe-don-juan-und-faust.xml,"
              Wieder trag ich
              Die Farbe meiner Elemente!",0,71,character_speech,5,4,,DER RITTER.,#der_ritter,728.0,MALE,no_annotation,T,,1829.0,no_annotation,no_annotation
