,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
2833,2833,2833,GerDracor/schiller-maria-stuart.xml,Die Vorigen.,0,12,stage_direction,5,15,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2834,2834,2834,GerDracor/schiller-maria-stuart.xml,"Burleigh, zuletzt Kent.",13,36,stage_direction,5,15,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2835,2835,2835,GerDracor/schiller-maria-stuart.xml,beugt ein Knie vor der Königin.,0,31,stage_direction,5,15,speech_part,,#burleigh,942.0,MALE,no_annotation,no_annotation,no_annotation
2836,2836,2836,GerDracor/schiller-maria-stuart.xml,"
              Lang lebe meine königliche Frau,
              Und mögen alle Feinde dieser Insel
              Wie diese Stuart enden!",0,134,character_speech,5,15,,BURLEIGH,#burleigh,942.0,MALE,abhorrence,negative,emotions of rejection
2837,2837,2837,GerDracor/schiller-maria-stuart.xml,"Shrewsbury verhüllt sein Gesicht, Davison ringt verzweiflungsvoll die
              Hände.",0,90,stage_direction,5,15,speech_part,,#burleigh,942.0,MALE,despair,negative,emotions of anxiety
2838,2838,2838,GerDracor/schiller-maria-stuart.xml,"
              Redet, Lord!",0,27,character_speech,5,15,,ELISABETH.,#elisabeth,943.0,FEMALE,no_annotation,no_annotation,no_annotation
2839,2839,2839,GerDracor/schiller-maria-stuart.xml,"Habt Ihr den tödlichen Befehl von mir
              Empfangen?",42,104,character_speech,5,15,,ELISABETH.,#elisabeth,943.0,FEMALE,no_annotation,no_annotation,no_annotation
2840,2840,2840,GerDracor/schiller-maria-stuart.xml,"
              Nein, Gebieterin!",0,32,character_speech,5,15,,BURLEIGH.,#burleigh,944.0,MALE,no_annotation,no_annotation,no_annotation
2841,2841,2841,GerDracor/schiller-maria-stuart.xml,"Ich empfing ihn
              Von Davison.",33,75,character_speech,5,15,,BURLEIGH.,#burleigh,944.0,MALE,no_annotation,no_annotation,no_annotation
2842,2842,2842,GerDracor/schiller-maria-stuart.xml,"
              Hat Davison ihn Euch
              In meinem Namen übergeben?",0,76,character_speech,5,15,,ELISABETH.,#elisabeth,945.0,FEMALE,no_annotation,no_annotation,no_annotation
