,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
0,984,WELLBACH_Lindenthal,WELLBACH_Lindenthal,PAUL,,,VH,negativ,1240.0,CATMA_F5277F49-FB05-4E77-AA0D-C6DF62E53F6C,4,Emotionen der Ablehnung,negativ,1218.0,Ärger,Wirst du schreiben! ,"['Wirst', 'du', 'schreiben', '!']"
1,990,WELLBACH_Lindenthal,WELLBACH_Lindenthal,PAUL,,,VH,negativ,1789.0,CATMA_7EDA5379-F7B7-41D1-B728-6D1AE2DA1429,7,Emotionen der Ablehnung,negativ,1763.0,Ärger,Soll ich dich’s lehren? ,"['Soll', 'ich', 'dich', '’', 's', 'lehren', '?']"
2,994,PAUL,impliziter_Autor,WELLBACH_Lindenthal,,,VH,negativ,2068.0,CATMA_A25096B0-3DA0-4625-8557-63A56463DC10,3,Emotionen des Leids,negativ,2051.0,Leid,Mit einem Seufzer,"['Mit', 'einem', 'Seufzer']"
3,1001,,,,,,VH,positiv,4319.0,CATMA_58546AA5-974A-42DE-85CE-D1221AD84130,17,Emotionen der Freude,positiv,4219.0,Freude,"an meinem Glücke Theil nehmen – dich mit mir freuen, mit mir diese zauberische Schönheit bewundern","['an', 'meinem', 'Glücke', 'Theil', 'nehmen', '–', 'dich', 'mit', 'mir', 'freuen', ',', 'mit', 'mir', 'diese', 'zauberische', 'Schönheit', 'bewundern']"
4,1017,WELLBACH_Lindenthal,impliziter_Autor,KASPAR,,,VH,positiv,14558.0,CATMA_7CC4BA52-93C6-493D-B4D1-72984DE81782,1,Emotionen der Freude,positiv,14551.0,Freude,freudig,['freudig']
5,1018,WELLBACH_Lindenthal,,,,,VH,positiv,14622.0,CATMA_C2A7CDE2-0A9D-485D-939E-72B56BCB28ED,15,Emotionen der Freude,positiv,14560.0,Freude,je zum Henker! – du bist doch wohl nicht der Jäger Franz? – ,"['je', 'zum', 'Henker', '!', '–', 'du', 'bist', 'doch', 'wohl', 'nicht', 'der', 'Jäger', 'Franz', '?', '–']"
6,1019,,,,Ereignis,,VH,positiv,16770.0,CATMA_01AADDB6-E662-4054-B514-83337FF4998B,10,Emotionen der Freude,positiv,16724.0,Freude,Herrlich! trefflich! – nun da komm ich sicher ,"['Herrlich', '!', 'trefflich', '!', '–', 'nun', 'da', 'komm', 'ich', 'sicher']"
7,1020,WELLBACH_Lindenthal,,,,,VH,negativ,17170.0,CATMA_DFB0709E-226C-44E5-948F-102F28229838,7,Emotionen des Leids,negativ,17140.0,Mitleid, Aber das arme Geschöpf!! – ,"['Aber', 'das', 'arme', 'Geschöpf', '!', '!', '–']"
8,1023,EVERL,,,,,VH,negativ,18966.0,CATMA_F10C4F40-05D0-4609-823E-6D8553223938,6,Emotionen der Ablehnung,negativ,18945.0,Ärger,Wart du Schlingel!! –,"['Wart', 'du', 'Schlingel', '!', '!', '–']"
9,1024,EVERL,,,,,VH,negativ,19972.0,CATMA_32D4CB94-988E-44D8-94E9-285312E2296F,7,Emotionen der Ablehnung,negativ,19940.0,Ärger, Da sehe man den  Schurken! – ,"['Da', 'sehe', 'man', 'den', 'Schurken', '!', '–']"
