0,1
accuracy,0.5876907251842962
balanced_accuracy,0.5826054455882779
f1_macro,0.5778630816414969
f1_micro,0.5876907251842962
f1_score_class_0,0.6422727948832366
f1_score_class_1,0.5134533683997573
f1_weighted,0.5922070242955377
mcc,0.1616124290705866
precision_class_0,0.6838770985112449
precision_class_1,0.4742152466367713
precision_macro,0.5790461725740081
precision_micro,0.5876907251842962
precision_weighted,0.6023918562346409
recall_class_0,0.605440269209198
recall_class_1,0.5597706219673577
recall_macro,0.5826054455882779
recall_micro,0.5876907251842962
recall_weighted,0.5876907251842962
sample_class_0,3566.0
sample_class_1,2267.0
