,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,Claudia.,0,8,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,Laura.,9,15,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,Laura zuerst in einiger Entfernung.,16,51,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3,3,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,in einen Armstuhl hingeworfen.,0,30,stage_direction,1,1,speech_part,,#claudia,1.0,FEMALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,Welche Verwirrung in meinem Haupte!,0,35,character_speech,1,1,,CLAUDIA,#claudia,1.0,FEMALE,being moved,being moved,being moved
5,5,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,Welche Last auf meinem Herzen!,36,66,character_speech,1,1,,CLAUDIA,#claudia,1.0,FEMALE,suffering,negative,emotions of suffering and empathy
6,6,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Ich unglückselige
            Mutter!",67,104,character_speech,1,1,,CLAUDIA,#claudia,1.0,FEMALE,suffering,negative,emotions of suffering and empathy
7,7,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Mein Zustand war erträglicher, als ich in Dosala in dem Cabinete des Prinzen
            saß, und er zu meiner Tochter, trunken von Wein und Liebe, Worte wiehnte, die sie nicht
            hören dorfte.",105,307,character_speech,1,1,,CLAUDIA,#claudia,1.0,FEMALE,joy,positive,emotions of pleasure
8,8,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Aber ich war bey meiner Emilia, an der Seite meines Kindes.",308,367,character_speech,1,1,,CLAUDIA,#claudia,1.0,FEMALE,no_annotation,no_annotation,no_annotation
9,9,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Itzt ist sie
            ohne Beschützung, in der Gewalt des Unverschämten.",368,443,character_speech,1,1,,CLAUDIA,#claudia,1.0,FEMALE,abhorrence,negative,emotions of rejection
10,10,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,die sich genähert hatte.,0,24,stage_direction,1,1,speech_part,,#laura,2.0,FEMALE,no_annotation,no_annotation,no_annotation
11,11,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Thun sie dem Prinzen das Unrecht nicht an, ihn in schlimmen Verdacht zu fassen.",0,79,character_speech,1,1,,"LAURA,",#laura,2.0,FEMALE,anger,negative,emotions of rejection
12,12,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Hettor
            Gonzaga ist kein Bösewicht, er hat ein weiches Herz, er bewundert nur, und begehrt
            nicht.",80,200,character_speech,1,1,,"LAURA,",#laura,2.0,FEMALE,"admiration, reverence",positive,emotions of affection
13,13,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Es war nur schuldiges Bekenntniß, welches er der Schönheit ablegte, nur galante
            Höflichkeit.",201,305,character_speech,1,1,,"LAURA,",#laura,2.0,FEMALE,"admiration, reverence",positive,emotions of affection
14,14,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,Ha!,0,3,character_speech,1,1,,CLAUDIA.,#claudia,3.0,FEMALE,no_annotation,no_annotation,no_annotation
15,15,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"War es Höflichkeit, als er sie heut morgen in der Messe sprach, und sie an dem
            heiligen Orte das hören mußte, was sie hörte?",4,140,character_speech,1,1,,CLAUDIA.,#claudia,3.0,FEMALE,no_annotation,no_annotation,no_annotation
16,16,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Bey einem Prinzen ist Schmeicheley
            Betheurung, Einfall Wunsch, und Wunsch Vorsatz.",141,235,character_speech,1,1,,CLAUDIA.,#claudia,3.0,FEMALE,"admiration, reverence",positive,emotions of affection
17,17,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Er hat immer nur auf eine feine Art geliebet; niemals war seine Liebe von der
            leichtsinnigen blos körperlichen Art.",0,127,character_speech,1,1,,LAURA.,#laura,4.0,FEMALE,love,positive,emotions of affection
18,18,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Er kann keinen Gedanken haben, diejenige zu
            verfolgen, die ihn nicht wieder lieben kann; und er weiß, daß Emilia Appianis Verlobte
            ist.",128,287,character_speech,1,1,,LAURA.,#laura,4.0,FEMALE,love,positive,emotions of affection
19,19,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Kann ein Prinz den Gedanken vertilgen, daß man ihm nicht widerstehen könne.",0,75,character_speech,1,1,,CLAUDIA.,#claudia,5.0,FEMALE,"admiration, reverence",positive,emotions of affection
20,20,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Und itzt
            hat er sie auf seinem Lustschloße; der Himmel weiß, ob Vorsatz auf seiner Seite, oder
            Zufall sie dahin gebracht hat!",76,225,character_speech,1,1,,CLAUDIA.,#claudia,5.0,FEMALE,joy,positive,emotions of pleasure
21,21,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Appiani ist todt, oder wird für todt gehalten.",226,272,character_speech,1,1,,CLAUDIA.,#claudia,5.0,FEMALE,despair,negative,emotions of anxiety
