,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/kotzebue-maedchenfreundschaft.xml,"Madam Braun, (auf dem Catheder, giebt Unterricht und ist von allen ihren Pensionairs
          umgeben; die wenigsten derselben haben Acht auf die Lection; sie plaudern, sie necken
          sich, u. s.",0,202,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/kotzebue-maedchenfreundschaft.xml,w.),203,206,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/kotzebue-maedchenfreundschaft.xml,"Still, Kinder!",0,14,character_speech,1,1,,Madam Braun.,#madam_braun,1.0,FEMALE,anger,negative,emotions of rejection
3,3,GerDracor/kotzebue-maedchenfreundschaft.xml,still!,15,21,character_speech,1,1,,Madam Braun.,#madam_braun,1.0,FEMALE,anger,negative,emotions of rejection
4,4,GerDracor/kotzebue-maedchenfreundschaft.xml,Man kann ja sein eigenes Wort nicht hören.,22,64,character_speech,1,1,,Madam Braun.,#madam_braun,1.0,FEMALE,anger,negative,emotions of rejection
5,5,GerDracor/kotzebue-maedchenfreundschaft.xml,"Mamsell Lenore, Sie
            sind die älteste, Sie sollten mit guten Beyspiel vorgehn.",65,154,character_speech,1,1,,Madam Braun.,#madam_braun,1.0,FEMALE,no_annotation,no_annotation,no_annotation
6,6,GerDracor/kotzebue-maedchenfreundschaft.xml,Wir haben alles gehört.,0,23,character_speech,1,1,,Lenore.,#lenore,2.0,FEMALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/kotzebue-maedchenfreundschaft.xml,Nun?,0,4,character_speech,1,1,,M. Braun.,#madam_braun,3.0,FEMALE,no_annotation,no_annotation,no_annotation
8,8,GerDracor/kotzebue-maedchenfreundschaft.xml,wovon hab’ ich zuletzt gesprochen?,5,39,character_speech,1,1,,M. Braun.,#madam_braun,3.0,FEMALE,no_annotation,no_annotation,no_annotation
9,9,GerDracor/kotzebue-maedchenfreundschaft.xml,Von der spanischen Poesie.,0,26,character_speech,1,1,,Len.,#lenore,4.0,FEMALE,no_annotation,no_annotation,no_annotation
10,10,GerDracor/kotzebue-maedchenfreundschaft.xml,Da haben wir’s!,0,15,character_speech,1,1,,M. Braun.,#madam_braun,5.0,FEMALE,Schadenfreude,positive,emotions of pleasure
11,11,GerDracor/kotzebue-maedchenfreundschaft.xml,Ich war schon längst bey der griechischen!,16,58,character_speech,1,1,,M. Braun.,#madam_braun,5.0,FEMALE,no_annotation,no_annotation,no_annotation
12,12,GerDracor/kotzebue-maedchenfreundschaft.xml,He!,59,62,character_speech,1,1,,M. Braun.,#madam_braun,5.0,FEMALE,no_annotation,no_annotation,no_annotation
13,13,GerDracor/kotzebue-maedchenfreundschaft.xml,"wer weiß mir zu sagen,
            wovon zuletzt die Rede war?",63,125,character_speech,1,1,,M. Braun.,#madam_braun,5.0,FEMALE,no_annotation,no_annotation,no_annotation
14,14,GerDracor/kotzebue-maedchenfreundschaft.xml,Von der Naturgeschichte.,0,24,character_speech,1,1,,Nat.,#natalie,6.0,FEMALE,no_annotation,no_annotation,no_annotation
15,15,GerDracor/kotzebue-maedchenfreundschaft.xml,"Ja, von den Thieren, die den Moschus in einem Beutel tragen.",0,60,character_speech,1,1,,Wilh.,#wilhelmine,7.0,FEMALE,no_annotation,no_annotation,no_annotation
16,16,GerDracor/kotzebue-maedchenfreundschaft.xml,O leichtsinnige Jugend!,0,23,character_speech,1,1,,M. Braun.,#madam_braun,8.0,FEMALE,abhorrence,negative,emotions of rejection
17,17,GerDracor/kotzebue-maedchenfreundschaft.xml,"Ich sprach freylich von Moschus, aber von einen Idyllendichter,
            der vor 2000 Jahren in Syrakus lebte.",24,137,character_speech,1,1,,M. Braun.,#madam_braun,8.0,FEMALE,no_annotation,no_annotation,no_annotation
18,18,GerDracor/kotzebue-maedchenfreundschaft.xml,Kinder!,138,145,character_speech,1,1,,M. Braun.,#madam_braun,8.0,FEMALE,anger,negative,emotions of rejection
19,19,GerDracor/kotzebue-maedchenfreundschaft.xml,Kinder!,146,153,character_speech,1,1,,M. Braun.,#madam_braun,8.0,FEMALE,anger,negative,emotions of rejection
20,20,GerDracor/kotzebue-maedchenfreundschaft.xml,"wenn Ihr nicht mit Ernst
            dergleichen wichtige Dinge zu erlangen strebt, wie wollt Ihr denn einst liebenswürdige
            Gattinnen werden?",154,307,character_speech,1,1,,M. Braun.,#madam_braun,8.0,FEMALE,no_annotation,no_annotation,no_annotation
21,21,GerDracor/kotzebue-maedchenfreundschaft.xml,"– Ihr tanzt, Ihr singt, Ihr spielt auf der Guitarre, das ist alles
            recht gut, und gehört allerdings zur häuslichen Zufriedenheit; aber um Eure Männer ganz
            zu beglücken, müßt Ihr auch wissen wer Moschus war, und müßt gleich ihm, süße Verse
            dichten lernen.",308,598,character_speech,1,1,,M. Braun.,#madam_braun,8.0,FEMALE,no_annotation,no_annotation,no_annotation
22,22,GerDracor/kotzebue-maedchenfreundschaft.xml,Hab’ ich nicht am Sonnabend ein Liedchen auf meinen Dompfaffen gemacht?,0,71,character_speech,1,1,,Lenore.,#lenore,9.0,FEMALE,no_annotation,no_annotation,no_annotation
23,23,GerDracor/kotzebue-maedchenfreundschaft.xml,Ja die Gedanken waren ganz artig aber die Reime noch so à la Gellert.,0,69,character_speech,1,1,,M. Braun.,#madam_braun,10.0,FEMALE,no_annotation,no_annotation,no_annotation
24,24,GerDracor/kotzebue-maedchenfreundschaft.xml,Heutzutage verlangt ein Ehemann –,82,115,character_speech,1,1,,M. Braun.,#madam_braun,10.0,FEMALE,no_annotation,no_annotation,no_annotation
25,25,GerDracor/kotzebue-maedchenfreundschaft.xml,"Ey was kümert es uns, was ein Ehemann verlangt?",0,47,character_speech,1,1,,Nat.,#natalie,11.0,FEMALE,being moved,being moved,being moved
26,26,GerDracor/kotzebue-maedchenfreundschaft.xml,Wir drey heurathen doch nie!,48,76,character_speech,1,1,,Nat.,#natalie,11.0,FEMALE,suffering,negative,emotions of suffering and empathy
27,27,GerDracor/kotzebue-maedchenfreundschaft.xml,Alberner Schnack!,0,17,character_speech,1,1,,M. Braun.,#madam_braun,12.0,FEMALE,no_annotation,no_annotation,no_annotation
28,28,GerDracor/kotzebue-maedchenfreundschaft.xml,Lenore ist ja schon Braut.,18,44,character_speech,1,1,,M. Braun.,#madam_braun,12.0,FEMALE,no_annotation,no_annotation,no_annotation
29,29,GerDracor/kotzebue-maedchenfreundschaft.xml,Bewahre der Himmel!,0,19,character_speech,1,1,,Len.,#lenore,13.0,FEMALE,no_annotation,no_annotation,no_annotation
30,30,GerDracor/kotzebue-maedchenfreundschaft.xml,"Oncles und Tanten mögen das wohl untereinander so aus gemacht
            haben, aber ich thue es nicht.",20,124,character_speech,1,1,,Len.,#lenore,13.0,FEMALE,no_annotation,no_annotation,no_annotation
31,31,GerDracor/kotzebue-maedchenfreundschaft.xml,Da müßte ich mich ja von meinen Freundinnen trennen?,125,177,character_speech,1,1,,Len.,#lenore,13.0,FEMALE,being moved,being moved,being moved
32,32,GerDracor/kotzebue-maedchenfreundschaft.xml,"–
            Das geschieht nimmermehr.",178,217,character_speech,1,1,,Len.,#lenore,13.0,FEMALE,no_annotation,no_annotation,no_annotation
33,33,GerDracor/kotzebue-maedchenfreundschaft.xml,"Nein, Madam Braun, das thut keine von uns.",0,42,character_speech,1,1,,Nat.,#natalie,14.0,FEMALE,no_annotation,no_annotation,no_annotation
34,34,GerDracor/kotzebue-maedchenfreundschaft.xml,Eher sagen wir Nein am Altare.,43,73,character_speech,1,1,,Nat.,#natalie,14.0,FEMALE,love,positive,emotions of affection
35,35,GerDracor/kotzebue-maedchenfreundschaft.xml,"Nun, nun, das wird sich schon finden.",0,37,character_speech,1,1,,M. Braun.,#madam_braun,15.0,FEMALE,no_annotation,no_annotation,no_annotation
36,36,GerDracor/kotzebue-maedchenfreundschaft.xml,"Jetzt wieder auf den Idyllendichter Moschus zu
            kommen –",38,105,character_speech,1,1,,M. Braun.,#madam_braun,15.0,FEMALE,no_annotation,no_annotation,no_annotation
37,37,GerDracor/kotzebue-maedchenfreundschaft.xml,(man hört eine Uhr drey schlagen),0,33,stage_direction,1,1,inner_speech,,#madam_braun,15.0,FEMALE,no_annotation,no_annotation,no_annotation
38,38,GerDracor/kotzebue-maedchenfreundschaft.xml,(indem sie die Bücher wegwerfen und davon laufen.),0,50,stage_direction,1,1,speech_part,,#alle_pensionairs,16.0,FEMALE,no_annotation,no_annotation,no_annotation
39,39,GerDracor/kotzebue-maedchenfreundschaft.xml,Es hat drey geschlagen!,0,23,character_speech,1,1,,Alle Pensionairs.,#alle_pensionairs,16.0,FEMALE,no_annotation,no_annotation,no_annotation
40,40,GerDracor/kotzebue-maedchenfreundschaft.xml,es hat drey geschlagen!,24,47,character_speech,1,1,,Alle Pensionairs.,#alle_pensionairs,16.0,FEMALE,no_annotation,no_annotation,no_annotation
41,41,GerDracor/kotzebue-maedchenfreundschaft.xml,(allein.),0,9,stage_direction,1,1,speech_part,,#madam_braun,17.0,FEMALE,no_annotation,no_annotation,no_annotation
42,42,GerDracor/kotzebue-maedchenfreundschaft.xml,Prrr!,0,5,character_speech,1,1,,M. Braun.,#madam_braun,17.0,FEMALE,no_annotation,no_annotation,no_annotation
43,43,GerDracor/kotzebue-maedchenfreundschaft.xml,"Das kann die Zeit nicht erwarten, bis die gymnastischen Uebungen anfangen.",6,80,character_speech,1,1,,M. Braun.,#madam_braun,17.0,FEMALE,no_annotation,no_annotation,no_annotation
