,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/iffland-die-jaeger.xml,Rudolph.,0,8,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1785.0,no_annotation,no_annotation
1,1,GerDracor/iffland-die-jaeger.xml,Matthes.,9,17,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1785.0,no_annotation,no_annotation
2,2,GerDracor/iffland-die-jaeger.xml,"Rudolph, die Jagdtasche um, stellt sein Gewehr an die Seite und geht in ein
            Seitenzimmer linker Hand.",0,113,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1785.0,no_annotation,no_annotation
3,3,GerDracor/iffland-die-jaeger.xml,"Darauf Matthes – gekleidet, frisiert, aber eine weiße
            Nachtmütze auf.",114,195,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1785.0,no_annotation,no_annotation
4,4,GerDracor/iffland-die-jaeger.xml,"träge, mit langsamem Gang, die Hände in den Taschen.",0,52,stage_direction,1,1,speech_part,,#matthes,1.0,MALE,being moved,S,,1785.0,being moved,being moved
5,5,GerDracor/iffland-die-jaeger.xml,Rudolph – Rudolph!,0,18,character_speech,1,1,,MATTHES,#matthes,1.0,MALE,being moved,S,,1785.0,being moved,being moved
6,6,GerDracor/iffland-die-jaeger.xml,Der Kerl ist taub.,19,37,character_speech,1,1,,MATTHES,#matthes,1.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
7,7,GerDracor/iffland-die-jaeger.xml,"He, Rudolph!",38,50,character_speech,1,1,,MATTHES,#matthes,1.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
8,8,GerDracor/iffland-die-jaeger.xml,–,51,52,character_speech,1,1,,MATTHES,#matthes,1.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
9,9,GerDracor/iffland-die-jaeger.xml,inwendig.,0,9,stage_direction,1,1,speech_part,,#rudolph,2.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
10,10,GerDracor/iffland-die-jaeger.xml,Was gibt's?,0,11,character_speech,1,1,,RUDOLPH,#rudolph,2.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
11,11,GerDracor/iffland-die-jaeger.xml,Ich will dir was sagen.,0,23,character_speech,1,1,,MATTHES.,#matthes,3.0,MALE,anger,S,,1785.0,negative,emotions of rejection
12,12,GerDracor/iffland-die-jaeger.xml,im Gewehrputzen herauskommend.,0,30,stage_direction,1,1,speech_part,,#rudolph,4.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
13,13,GerDracor/iffland-die-jaeger.xml,"Ich habe keine Zeit – der Alte ist grämlich, daß wir noch nicht fort sind.",0,74,character_speech,1,1,,RUDOLPH,#rudolph,4.0,MALE,anger,S,,1785.0,negative,emotions of rejection
14,14,GerDracor/iffland-die-jaeger.xml,"– Da –
              halt einmal, ich will –",75,119,character_speech,1,1,,RUDOLPH,#rudolph,4.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
15,15,GerDracor/iffland-die-jaeger.xml,Eure Gewehre?,0,13,character_speech,1,1,,MATTHES.,#matthes,5.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
16,16,GerDracor/iffland-die-jaeger.xml,"Ich bin ein schlechter Kerl, wenn ich eins anrühre!",14,65,character_speech,1,1,,MATTHES.,#matthes,5.0,MALE,abhorrence,S,,1785.0,negative,emotions of rejection
17,17,GerDracor/iffland-die-jaeger.xml,Hoho!,0,5,character_speech,1,1,,RUDOLPH.,#rudolph,6.0,MALE,joy,S,,1785.0,positive,emotions of pleasure
18,18,GerDracor/iffland-die-jaeger.xml,Das wird dir der Alte schon weisen.,6,41,character_speech,1,1,,RUDOLPH.,#rudolph,6.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
19,19,GerDracor/iffland-die-jaeger.xml,Mit dem Weisen hat es sich wohl.,0,32,character_speech,1,1,,MATTHES.,#matthes,7.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
20,20,GerDracor/iffland-die-jaeger.xml,Meine Zeit ist um.,33,51,character_speech,1,1,,MATTHES.,#matthes,7.0,MALE,anger,S,,1785.0,negative,emotions of rejection
21,21,GerDracor/iffland-die-jaeger.xml,"– Heute mittag trag ich die
              Amtslivree.",52,105,character_speech,1,1,,MATTHES.,#matthes,7.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
22,22,GerDracor/iffland-die-jaeger.xml,Du?,0,3,character_speech,1,1,,RUDOLPH.,#rudolph,8.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
23,23,GerDracor/iffland-die-jaeger.xml,– Ziehst zum Amtmann?,4,25,character_speech,1,1,,RUDOLPH.,#rudolph,8.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
24,24,GerDracor/iffland-die-jaeger.xml,Ja.,0,3,character_speech,1,1,,MATTHES.,#matthes,9.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
25,25,GerDracor/iffland-die-jaeger.xml,"Hast du doch nicht eher geruht, bis du den ehrlichen alten Fritz dort
              weggelogen hast?",0,100,character_speech,1,1,,RUDOLPH.,#rudolph,10.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
26,26,GerDracor/iffland-die-jaeger.xml,Was will der Alte nun anfangen?,101,132,character_speech,1,1,,RUDOLPH.,#rudolph,10.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
27,27,GerDracor/iffland-die-jaeger.xml,"Der muß betteln mit Weib und
              Kindern!",133,184,character_speech,1,1,,RUDOLPH.,#rudolph,10.0,MALE,anger,S,,1785.0,negative,emotions of rejection
28,28,GerDracor/iffland-die-jaeger.xml,Hm – Ist mir der junge Herr vom Amte doch recht nachgelaufen.,0,61,character_speech,1,1,,MATTHES.,#matthes,11.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
29,29,GerDracor/iffland-die-jaeger.xml,Zum Amtmann?,0,12,character_speech,1,1,,RUDOLPH.,#rudolph,12.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
30,30,GerDracor/iffland-die-jaeger.xml,– Zu dem?,13,22,character_speech,1,1,,RUDOLPH.,#rudolph,12.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
31,31,GerDracor/iffland-die-jaeger.xml,– – – Pfui!,23,34,character_speech,1,1,,RUDOLPH.,#rudolph,12.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
32,32,GerDracor/iffland-die-jaeger.xml,Das sieht dir ähnlich.,35,57,character_speech,1,1,,RUDOLPH.,#rudolph,12.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
33,33,GerDracor/iffland-die-jaeger.xml,"Hängt das Maul, so tief Ihr wollt – Hier kann ich es nicht aushaken.",0,68,character_speech,1,1,,MATTHES.,#matthes,13.0,MALE,anger,S,,1785.0,negative,emotions of rejection
34,34,GerDracor/iffland-die-jaeger.xml,"Weil es hier arbeitsam, ehrlich und still zugeht?",0,49,character_speech,1,1,,RUDOLPH.,#rudolph,14.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
35,35,GerDracor/iffland-die-jaeger.xml,Sapperment!,0,11,character_speech,1,1,,MATTHES.,#matthes,15.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
36,36,GerDracor/iffland-die-jaeger.xml,"– Mein Vater war hier Oberförster; in den Stuben hier bin ich großgezogen
              – nun soll ich gemeiner Jäger bei Euch sein!",12,144,character_speech,1,1,,MATTHES.,#matthes,15.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
37,37,GerDracor/iffland-die-jaeger.xml,Meint Ihr –,145,156,character_speech,1,1,,MATTHES.,#matthes,15.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
38,38,GerDracor/iffland-die-jaeger.xml,"Hättest du was gelernt – wer weiß, so wohntest du wohl jetzt hier.",0,66,character_speech,1,1,,RUDOLPH.,#rudolph,16.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
39,39,GerDracor/iffland-die-jaeger.xml,"Nun, nun – es ist nicht aller Tage Abend – Ich kann noch – wer weiß?",0,68,character_speech,1,1,,MATTHES.,#matthes,17.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
40,40,GerDracor/iffland-die-jaeger.xml,"Was sein soll,
              schickt sich wohl.",69,116,character_speech,1,1,,MATTHES.,#matthes,17.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
41,41,GerDracor/iffland-die-jaeger.xml,"Aber was ich sagen wollte – – – Ich höre ja, die Jungfer Base vom
              jungen Herrn Förster, Mamsell Friederikchen, kömmt heute aus der Stadt wieder.",117,275,character_speech,1,1,,MATTHES.,#matthes,17.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
42,42,GerDracor/iffland-die-jaeger.xml,Nun und wenn?,0,13,character_speech,1,1,,RUDOLPH.,#rudolph,18.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
43,43,GerDracor/iffland-die-jaeger.xml,"Da wird es ein Aufhebens geben, wenn der Tugendspiegel wieder da ist.",0,69,character_speech,1,1,,MATTHES.,#matthes,19.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
44,44,GerDracor/iffland-die-jaeger.xml,"Sie ist zwar
              die Herzallerliebste vom Herrn Förster – aber –",70,144,character_speech,1,1,,MATTHES.,#matthes,19.0,MALE,love,S,,1785.0,positive,emotions of affection
45,45,GerDracor/iffland-die-jaeger.xml,Ei laß mich ungeschoren.,0,24,character_speech,1,1,,RUDOLPH.,#rudolph,20.0,MALE,anger,S,,1785.0,negative,emotions of rejection
46,46,GerDracor/iffland-die-jaeger.xml,"Schickst dich brav zum Amtslakaien; kannst spionieren,
              lästern, saufen und dir Geld in die Hand drücken lassen – Mir ist's recht, daß es mit
              der Kameradschaft ein Ende hat.",25,225,character_speech,1,1,,RUDOLPH.,#rudolph,20.0,MALE,Schadenfreude,S,,1785.0,positive,emotions of pleasure
47,47,GerDracor/iffland-die-jaeger.xml,– Ich habe zu tun – leb Er wohl.,226,258,character_speech,1,1,,RUDOLPH.,#rudolph,20.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
48,48,GerDracor/iffland-die-jaeger.xml,"– Hör Er – das muß
              ich Ihm noch sagen – nehm Er's krumm oder grade – ich halte nichts auf den Kerl, dem
              der schlichte grüne Rock, in Ehren, nicht lieber ist als der beblechte Rock vom Amte,
              in Unehren.",259,502,character_speech,1,1,,RUDOLPH.,#rudolph,20.0,MALE,abhorrence,S,,1785.0,negative,emotions of rejection
49,49,GerDracor/iffland-die-jaeger.xml,Ab in das Seitenzimmer.,0,23,stage_direction,1,1,inner_speech,,#rudolph,20.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
50,50,GerDracor/iffland-die-jaeger.xml,in die Tür ihm nachrufend.,0,26,stage_direction,1,1,speech_part,,#matthes,21.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
51,51,GerDracor/iffland-die-jaeger.xml,"Empfehle mich, Herr Geheimerat!",0,31,character_speech,1,1,,MATTHES,#matthes,21.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
52,52,GerDracor/iffland-die-jaeger.xml,Im Umdrehen.,0,12,stage_direction,1,1,inner_speech,,#matthes,21.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
53,53,GerDracor/iffland-die-jaeger.xml," Dir brech ich auch noch
              einmal den Hais, Kanaille!",0,65,character_speech,1,1,,MATTHES,#matthes,21.0,MALE,abhorrence,S,,1785.0,negative,emotions of rejection
54,54,GerDracor/iffland-die-jaeger.xml,Matthes.,0,8,stage_direction,1,2,pre_speech,,,,,no_annotation,S,,1785.0,no_annotation,no_annotation
55,55,GerDracor/iffland-die-jaeger.xml,Anton.,9,15,stage_direction,1,2,pre_speech,,,,,no_annotation,S,,1785.0,no_annotation,no_annotation
56,56,GerDracor/iffland-die-jaeger.xml,kurz.,0,5,stage_direction,1,2,speech_part,,#anton,22.0,MALE,no_annotation,S,,1785.0,no_annotation,no_annotation
