,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Eberl_Perueken.csv,"
     Pallast des Sultans.",0,26,stage_direction,1,0,pre_scene,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Eberl_Perueken.csv,"
      (Der Sultan.",0,19,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Eberl_Perueken.csv,Grosse des Reichs.,20,38,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Eberl_Perueken.csv,Kaspar.),39,47,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Eberl_Perueken.csv,"
       Erkennst du noch nicht den mächtigen Einfluß des Schicksals – das dich von den vernichtlichsten Sklaven durch meine Wahl zum Befehlshaber bestimmte; – hast du wohl je an dieser Würde gedacht, die du jetzt bekleidest.",0,224,character_speech,1,1,,"
       SULTAN.
      ",#sultan,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
5,5,Kasperl/Eberl_Perueken.csv,"
       Nein, wahrlich nein – gestrenger Herr Sultan hat mir mein Lebtag nicht so närrisches Zeug geträumt, als ich jetzt vor Augen sehe; – aber dessentwegen hab ich halt doch meinen freyen Willen.",0,197,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,2.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
6,6,Kasperl/Eberl_Perueken.csv,"
       Schweig Thor, und entweihe nicht länger durch deine alberne Grille das heiligste Räthsel.",0,97,character_speech,1,1,,"
       SULTAN.
      ",#sultan,3.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
7,7,Kasperl/Eberl_Perueken.csv,"– Jahrhunderte sah die Erde berinnen, und die Menschen wiegten sich in dem sanften Gedanken der Bestimmung – fühlten sich glücklich, dankten mit Entzücken dem Propheten –",98,268,character_speech,1,1,,"
       SULTAN.
      ",#sultan,3.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
8,8,Kasperl/Eberl_Perueken.csv,"
       und du allein willst diese Wohlthat nicht erkennen.",0,59,character_speech,1,1,,"
       SULTAN.
      ",#sultan,3.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
9,9,Kasperl/Eberl_Perueken.csv,"
       Werdet mir nicht böse, gestrenger Herr Sultan, – ich will mich schon darüber vergleichen, – denn das neue Aemtchen ist allerdings ein Aemtgen !, das einen für so eine Gefälligkeit bezahlt.",0,196,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,4.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
10,10,Kasperl/Eberl_Perueken.csv,"– Ich will daher gerne glauben, was ihr befehlet, aber dessentwegen hab ich dennoch meinen freyen Willen.",197,302,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
11,11,Kasperl/Eberl_Perueken.csv,"
       Laß dieses Wort nicht mehr über deine Zunge kommen, oder es kostet dich dein Leben.",0,91,character_speech,1,1,,"
       SULTAN.
      ",#sultan,5.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
12,12,Kasperl/Eberl_Perueken.csv,– Freyheit ist ein Unding – nur der Narr bildet sich so was ein.,92,156,character_speech,1,1,,"
       SULTAN.
      ",#sultan,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
13,13,Kasperl/Eberl_Perueken.csv,"– Vezier, nur das Schicksal hat dich dazu bestimmt – hat dich durch tausend wunderliche Wege dazu geführt, hat mein Volk, hat mich gezwungen dich zu wählen, hat alle die kleinste Umstände so geordnet, daß ich gerade dich wählen mußte; denn hätte ich Freyheit, so wäre meine Wahl gewiß nicht auf so einen Narren gefallen.",157,477,character_speech,1,1,,"
       SULTAN.
      ",#sultan,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Eberl_Perueken.csv,"
       Dafür dank ich Eurem allergnädigsten Willen, daß ihr mich dazu erwählet, und meinem gesunden Menschenverstand, daß ichs annahm, denn wenn ich nicht gewollt hätte; – so hättet ihr mich doch nicht dazu zwingen können.",0,223,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,6.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
15,15,Kasperl/Eberl_Perueken.csv,"Da seht nun gestrenger Herr Sultan, daß ich doch meinen freyen Willen habe.",224,299,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,6.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
16,16,Kasperl/Eberl_Perueken.csv,"
       Ihr seyd ein Narr.",0,26,character_speech,1,1,,"
       SULTAN.
      ",#sultan,7.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
17,17,Kasperl/Eberl_Perueken.csv,"
       Das habt ihr die Freyheit zu sagen, und ich nicht zu glauben.",0,69,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,8.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
18,18,Kasperl/Eberl_Perueken.csv,"
       Nun gut, ich will dich durch Proben überzeugen, daß du alles thun mußt.",0,79,character_speech,1,1,,"
       SULTAN.
      ",#sultan,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Eberl_Perueken.csv,"
       Und ich will euch überzeugen, daß ich nicht thun muß, was ich nicht will.",0,81,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
20,20,Kasperl/Eberl_Perueken.csv,"
       Wohlan",0,14,character_speech,1,1,,"
       SULTAN.
      ",#sultan,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
21,21,Kasperl/Eberl_Perueken.csv,"
        (zur Wache)",0,20,stage_direction,1,1,inner_speech,,#sultan,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
22,22,Kasperl/Eberl_Perueken.csv,"
       gebt ihm 25 auf die Fußsohlen.",0,38,character_speech,1,1,,"
       SULTAN.
      ",#sultan,11.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
23,23,Kasperl/Eberl_Perueken.csv,"
       Wie?",0,12,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
24,24,Kasperl/Eberl_Perueken.csv,was?,13,17,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
25,25,Kasperl/Eberl_Perueken.csv,"– mir 25, mir dem Großvezier, 25 Prügel, Herr Sultan!",18,71,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,12.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
26,26,Kasperl/Eberl_Perueken.csv,"sey der Herr gescheid, auf 25 Prügel hab ich nicht gewettet.",72,132,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,12.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
27,27,Kasperl/Eberl_Perueken.csv,"
       Gebt ihm 25 Prügel; nun hast du noch einen freyen Willen.",0,65,character_speech,1,1,,"
       SULTAN.
      ",#sultan,13.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
28,28,Kasperl/Eberl_Perueken.csv,"
       Ja den hab ich, aber 25 Prügel ist kein Douceur für einen grossen Vezier.",0,81,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,14.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
29,29,Kasperl/Eberl_Perueken.csv,Kurz!,82,87,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
30,30,Kasperl/Eberl_Perueken.csv,ich laß mir sie nicht geben.,88,116,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
31,31,Kasperl/Eberl_Perueken.csv,"
       Ergreift ihn, gebt ihm 50.",0,34,character_speech,1,1,,"
       SULTAN.
      ",#sultan,15.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
32,32,Kasperl/Eberl_Perueken.csv,"
       Sacerlot!",0,17,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,16.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
33,33,Kasperl/Eberl_Perueken.csv,"jetzt kömmts mir zu dicke, der erste, der mir in die Nähe kommt, dem trenn ich den Bauch auf.",18,111,character_speech,1,1,,"
       KASPAR.
      ",#kaspar,16.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
34,34,Kasperl/Eberl_Perueken.csv,"
       (Die Wache bemeistert sich seiner, und bindet ihn.)",0,59,stage_direction,1,1,speech_part,,#kaspar,16.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
35,35,Kasperl/Eberl_Perueken.csv,"
       Nun Freund Großvezier, bist du noch frey.",0,49,character_speech,1,1,,"
       SULTAN.
      ",#sultan,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
36,36,Kasperl/Eberl_Perueken.csv,"
        (Geduldig.)",0,20,stage_direction,1,1,inner_speech,,#kaspar,18.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
