,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/kotzebue-menschenhass-und-reue.xml,Eine ländliche Gegend.,0,22,stage_direction,2,0,pre_scene,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/kotzebue-menschenhass-und-reue.xml,"Tief im Hintergrunde eine armselige Hütte, zwischen einigen
          Bäumen versteckt.",23,110,stage_direction,2,0,pre_scene,,,,,suffering,negative,emotions of suffering and empathy
2,2,GerDracor/kotzebue-menschenhass-und-reue.xml,"jagt einem Schmetterling nach, den er endlich mit dem Hute erhascht.",0,68,stage_direction,2,1,speech_part,,#peter,1.0,MALE,no_annotation,no_annotation,no_annotation
3,3,GerDracor/kotzebue-menschenhass-und-reue.xml,Aha!,0,4,character_speech,2,1,,PETER,#peter,1.0,MALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/kotzebue-menschenhass-und-reue.xml,– dich hab ich erwischt.,5,29,character_speech,2,1,,PETER,#peter,1.0,MALE,joy,positive,emotions of pleasure
5,5,GerDracor/kotzebue-menschenhass-und-reue.xml,"Ei, der ist gewaltig schön, rot und blau und gelb.",30,80,character_speech,2,1,,PETER,#peter,1.0,MALE,joy,positive,emotions of pleasure
6,6,GerDracor/kotzebue-menschenhass-und-reue.xml,Er spießt ihn an eine Nadel und steckt ihn auf den Hut.,0,55,stage_direction,2,1,inner_speech,,#peter,1.0,MALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/kotzebue-menschenhass-und-reue.xml, Sapperlot!,0,11,character_speech,2,1,,PETER,#peter,1.0,MALE,anger,negative,emotions of rejection
8,8,GerDracor/kotzebue-menschenhass-und-reue.xml,"ich bin doch ein gescheiter Junge, wenngleich mein Vater immer spricht: dummer Peter!",26,111,character_speech,2,1,,PETER,#peter,1.0,MALE,anger,negative,emotions of rejection
9,9,GerDracor/kotzebue-menschenhass-und-reue.xml,Der Peter ist aber gar nicht dumm.,126,160,character_speech,2,1,,PETER,#peter,1.0,MALE,"admiration, reverence",positive,emotions of affection
