,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/koerner-zriny.xml,Zimmer im Palaste des Großherrn zu Belgrad.,0,43,stage_direction,1,0,pre_scene,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/koerner-zriny.xml,"Soliman sitzt tiefsinnig, den Kopf auf die Hände gestützt, im Vordergrunde.",0,75,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/koerner-zriny.xml,"Levi
            kömmt durch den Haupteingang.",76,122,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3,3,GerDracor/koerner-zriny.xml,"
              Mein kaiserlicher Herr hat mein verlangt?",0,56,character_speech,1,1,,LEVI.,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/koerner-zriny.xml,"– –
              Ihr habt mich rufen lassen, großer Sultan?",57,117,character_speech,1,1,,LEVI.,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
5,5,GerDracor/koerner-zriny.xml,"– –
              Der Sklave harrt auf seines Herrschers Wink.",118,180,character_speech,1,1,,LEVI.,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
6,6,GerDracor/koerner-zriny.xml,– –,181,184,character_speech,1,1,,LEVI.,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/koerner-zriny.xml,Beiseite.,0,9,stage_direction,1,1,speech_part,,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
8,8,GerDracor/koerner-zriny.xml,Noch immer keine Antwort!,0,25,character_speech,1,1,,LEVI.,#levi,1.0,MALE,being moved,being moved,being moved
9,9,GerDracor/koerner-zriny.xml,–,26,27,character_speech,1,1,,LEVI.,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
10,10,GerDracor/koerner-zriny.xml,Laut.,0,5,stage_direction,1,1,speech_part,,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
11,11,GerDracor/koerner-zriny.xml,"
              Herr und Kaiser!",0,31,character_speech,1,1,,LEVI.,#levi,1.0,MALE,"admiration, reverence",positive,emotions of affection
12,12,GerDracor/koerner-zriny.xml,Verzeiht's dem treuen Knechte!,46,76,character_speech,1,1,,LEVI.,#levi,1.0,MALE,compassion,negative,emotions of suffering and empathy
13,13,GerDracor/koerner-zriny.xml,– Seid Ihr krank?,77,94,character_speech,1,1,,LEVI.,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
14,14,GerDracor/koerner-zriny.xml,"Herr, Ihr seid krank!",109,130,character_speech,1,1,,LEVI.,#levi,1.0,MALE,suffering,negative,emotions of suffering and empathy
15,15,GerDracor/koerner-zriny.xml,–,131,132,character_speech,1,1,,LEVI.,#levi,1.0,MALE,no_annotation,no_annotation,no_annotation
16,16,GerDracor/koerner-zriny.xml,"Wär' ich's, du hilfst mir nicht!",0,32,character_speech,1,1,,SOLIMAN.,#soliman,2.0,MALE,fear,negative,emotions of anxiety
17,17,GerDracor/koerner-zriny.xml,–,33,34,character_speech,1,1,,SOLIMAN.,#soliman,2.0,MALE,no_annotation,no_annotation,no_annotation
18,18,GerDracor/koerner-zriny.xml,"
              Doch, großer Herr, doch!",0,39,character_speech,1,1,,LEVI.,#levi,3.0,MALE,suffering,negative,emotions of suffering and empathy
19,19,GerDracor/koerner-zriny.xml,– traut dein alten Diener!,40,66,character_speech,1,1,,LEVI.,#levi,3.0,MALE,no_annotation,no_annotation,no_annotation
20,20,GerDracor/koerner-zriny.xml,"Wenn's einer kann, ich kann's.",81,111,character_speech,1,1,,LEVI.,#levi,3.0,MALE,no_annotation,no_annotation,no_annotation
21,21,GerDracor/koerner-zriny.xml,"Ich gab Euch Proben
              Von meiner Treue wie von meiner Kunst.",112,184,character_speech,1,1,,LEVI.,#levi,3.0,MALE,"admiration, reverence",positive,emotions of affection
22,22,GerDracor/koerner-zriny.xml,"Seit vierzig Jahren schleicht mein scharfes Auge
              Dem Wandeln Eures Lebens forschend nach.",199,302,character_speech,1,1,,LEVI.,#levi,3.0,MALE,no_annotation,no_annotation,no_annotation
23,23,GerDracor/koerner-zriny.xml,"Was ich von hohen Meistern früh erlernte,
              Was die Natur mir später selbst bekannt,
              Auf Euch begrenzt' ich alles Wissens Ende.",317,470,character_speech,1,1,,LEVI.,#levi,3.0,MALE,no_annotation,no_annotation,no_annotation
24,24,GerDracor/koerner-zriny.xml,"Ich kenne Eures Lebens tiefsten Bau,
              Vertraut mit seinen Kräften, seinen Wünschen.",485,581,character_speech,1,1,,LEVI.,#levi,3.0,MALE,no_annotation,no_annotation,no_annotation
25,25,GerDracor/koerner-zriny.xml,"–
              Des Arztes Kunst sei allgemeines Gut,
              Wohl weiß ich das und mocht' es treu erfüllen;
              Denn Euer Wohl war mir der Menschheit Leben:
              Ein Held und Kaiser gilt ein ganzes Volk!",582,811,character_speech,1,1,,LEVI.,#levi,3.0,MALE,"admiration, reverence",positive,emotions of affection
26,26,GerDracor/koerner-zriny.xml,"
              Ich kenne dich und kenne deine Treue,
              Und deine Kunst hat sich mir oft bewährt;
              Drum hab' ich dein verlangt.",0,151,character_speech,1,1,,SOLIMAN.,#soliman,4.0,MALE,"admiration, reverence",positive,emotions of affection
27,27,GerDracor/koerner-zriny.xml,– Sprich unverhohlen!,152,173,character_speech,1,1,,SOLIMAN.,#soliman,4.0,MALE,no_annotation,no_annotation,no_annotation
28,28,GerDracor/koerner-zriny.xml,Wie weit steckst du noch meines Lebens Ziel?,188,232,character_speech,1,1,,SOLIMAN.,#soliman,4.0,MALE,no_annotation,no_annotation,no_annotation
29,29,GerDracor/koerner-zriny.xml,"–
              Zeig' dich, wie ich dich immerdar gefunden,
              Als treuen Knecht, mit offnem, gradem Sinn!",233,350,character_speech,1,1,,SOLIMAN.,#soliman,4.0,MALE,"admiration, reverence",positive,emotions of affection
30,30,GerDracor/koerner-zriny.xml,"–
              Wie lange soll ich leben?",351,392,character_speech,1,1,,SOLIMAN.,#soliman,4.0,MALE,no_annotation,no_annotation,no_annotation
31,31,GerDracor/koerner-zriny.xml,– Ich will Wahrheit!,393,413,character_speech,1,1,,SOLIMAN.,#soliman,4.0,MALE,no_annotation,no_annotation,no_annotation
