,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/gotter-medea.xml,"erscheint zu Anfange des Allegro der Intrade auf ihren mit Drachen bespannten
            Wolkenwagen – steigt ab – und winkt ihm zu verschwinden.",0,146,stage_direction,1,1,speech_part,,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
1,1,GerDracor/gotter-medea.xml,Vertrauter Wohnsitz!,0,20,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
2,2,GerDracor/gotter-medea.xml,"vormals den Schutzgöttern frommer Eintracht, häuslichen Glücks,
            der unverbrüchlichen Treue heilig!",21,131,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,"admiration, reverence",positive,emotions of affection
3,3,GerDracor/gotter-medea.xml,"– – ... So wag ichs, dich wieder zu betreten?",132,177,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/gotter-medea.xml,"– ...
            Freystadt unaussprechlicher – – für mich auf ewig verlohrner Freuden!",178,265,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,joy,positive,emotions of pleasure
5,5,GerDracor/gotter-medea.xml,"... Haus meines
            Gatten, der mich von sich stößt!",266,326,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,despair,negative,emotions of anxiety
6,6,GerDracor/gotter-medea.xml,... Meine Kinder!,327,344,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/gotter-medea.xml,"– – – ... Ach, die nicht mehr mein
            sind!",345,397,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
8,8,GerDracor/gotter-medea.xml,– – ... Unglückliche Medea!,398,425,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
9,9,GerDracor/gotter-medea.xml,– – – ... Unglücklich,426,447,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
10,10,GerDracor/gotter-medea.xml," – – – da du dich
            rächen kannst?",0,44,character_speech,1,1,,MEDEA,#medea,1.0,FEMALE,no_annotation,no_annotation,no_annotation
