,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
      (Angenehme Flur.",0,23,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"Auf der Seite eine Binsenhütte, nahe dabey eine Quelle.",24,79,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Vor der Hütte sitzt Kasperl auf einer Bank als ein eisgrauer Mann in der Kleidung eines Bergbewohners.,80,182,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Er ist sanft eingeschlaffen.),183,212,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
      Introduktion.",0,20,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       Chor von Hirtenkindern beyderley Geschlechts.",0,53,stage_direction,1,1,speech_part,,#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       
        Schlummre, Liebling der Freude!",0,48,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
7,7,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"Friedlich und süß;
       
       
        Du erwachest nun heute
       
       
        Fröhlich gewiß.",73,178,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
8,8,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       (Es erscheint ein ländlich gedecktes Tischchen aus der Versenkung.",0,74,stage_direction,1,1,speech_part,,#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
9,9,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Mitten darauf ein irrdener Topf.,75,107,stage_direction,1,1,speech_part,,#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
10,10,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Die Kinder legen ihre Früchte unter dem Chor auf den Tisch.),108,168,stage_direction,1,1,speech_part,,#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
11,11,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       
        1.",0,19,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Laßt uns nun den Alten wecken!,20,50,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
13,13,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,2.,75,77,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"Ich will ihn ein wenig necken;
       
       
        3.",78,135,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
15,15,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"Zieht ihn an dem Ohr, am Fuß,
       
       
        4.",136,192,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,Ich weck’ ihn mit einem Kuß.,193,221,character_speech,1,1,,"
       Chor.
      ",#chor von hirtenkindern,1.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
17,17,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"
       (Sie necken Kasperl auf verschiedene Art.",0,49,stage_direction,1,1,speech_part,,#chor von hirtenkindern,1.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
18,18,Kasperl/Hensler_Der unruhige Wanderer I_korr.csv,"Wie er auf die Stirne geküßt wird, beginnt er zu erwachen.)",50,109,stage_direction,1,1,speech_part,,#chor von hirtenkindern,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
