,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Perinet_Eifersucht_korr.csv,"
     Großes Zimmer mit Mittel- und Seitenthüren, sammt einer unmerkbaren kleinen Tapetenöffnung.",0,97,stage_direction,1,0,pre_scene,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Perinet_Eifersucht_korr.csv,Im Zimmer liegt alles in wilder Unordnung.,98,140,stage_direction,1,0,pre_scene,,,,,being moved,being moved,being moved,comedy,KK
2,2,Kasperl/Perinet_Eifersucht_korr.csv,"
      Johann und Christine sind eben mit Aufräumen beschäftiget.",0,65,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Perinet_Eifersucht_korr.csv,"
       (indem er einen Stuhl wegschleudert.)",0,45,stage_direction,1,1,speech_part,,#johann,1.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
4,4,Kasperl/Perinet_Eifersucht_korr.csv,"
       Da sieht’s wieder sauber aus!",0,37,character_speech,1,1,,"
       Johann.
      ",#johann,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Perinet_Eifersucht_korr.csv,"– Just, als ob die Kroaten schon in ein Dorf eingerückt wären.",38,100,character_speech,1,1,,"
       Johann.
      ",#johann,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Perinet_Eifersucht_korr.csv,"
       Das kömmt alles von seiner Nachlässigkeit.",0,50,character_speech,1,1,,"
       Christine.
      ",#christine,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
7,7,Kasperl/Perinet_Eifersucht_korr.csv,–,51,52,character_speech,1,1,,"
       Christine.
      ",#christine,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
8,8,Kasperl/Perinet_Eifersucht_korr.csv,"
       Ist denn nicht sie das Stubenmädchen, he?",0,49,character_speech,1,1,,"
       Johann.
      ",#johann,3.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
9,9,Kasperl/Perinet_Eifersucht_korr.csv,"
       Da seh’ einer einmal den Maulaffen an!",0,46,character_speech,1,1,,"
       Christine.
      ",#christine,4.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
