,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
      (Eine ländliche Gegend mit einem gesegneten Aehrenfelde).",0,64,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Landleute beyderley Geschlechts sind beschäftiget, theils das Getraide zu schneiden, theils solches in Garben zu sammeln.",65,186,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Vorne an der Bühne wetzen mehrere nach musikalischem Takte die Sicheln – nebenbey sitzt die Schutzgöttin des Fleisses auf einer Farbe in der Maske eines Landmädchens, mit einer Wollspindel und arbeitet.",187,389,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Die Ouverture beginnt majestätisch, und geht in ein dem Gegenstand angemessenes Rondeau über.",390,483,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,–,484,485,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
      Indroduction.",0,20,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       
        Nur munter zur Arbeit mit fröhlichem Sinn,
       
       
        Ein reichlicher Segen ist unser Gewinn.",0,123,character_speech,1,1,,"
       CHOR.
      ",#chor,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
7,7,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Nur Mühe und Fleiß füllet Scheune und Scheuer,
       
       
        Was man selbst verdienet, ist doppelt so theuer.",148,267,character_speech,1,1,,"
       CHOR.
      ",#chor,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
8,8,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Der Fleiß macht, daß alles mit Segen gedeiht,
       
       
        Im Müssigang schwindet verloren die Zeit.",292,403,character_speech,1,1,,"
       CHOR.
      ",#chor,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
9,9,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
      Terzett.",0,15,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
10,10,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       
        Müh’ und Arbeit lohnt der Himmel,
       
       
        Ist der Tag auch noch so heiß,
       
       
        Labet uns der kühle Abend,
       
       
        Giebt uns Brod für unsern Fleiß.",0,213,character_speech,1,1,,"
       FELIX.
      ",#felix,2.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
11,11,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       
        Seyd fleissig im Sommer, und sammelt die Garben
       
       
        So dürft ihr im Winter gewißlich nicht darben.",0,135,character_speech,1,1,,"
       CHOR.
      ",#chor,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Wer arbeiten will, der geht niemals zu Grund,
       
       
        Die Arbeit macht glücklich, macht froh und gesund.",160,280,character_speech,1,1,,"
       CHOR.
      ",#chor,3.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
13,13,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,tenlos weder der Kunst nach !,305,334,character_speech,1,1,,"
       CHOR.
      ",#chor,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,der Natur etwas abgewinnen will – nur der geht arm und freudenleer durch die Schöpfung hin.,335,426,character_speech,1,1,,"
       CHOR.
      ",#chor,3.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
15,15,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Seht, Kinder!",0,21,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,4.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
16,16,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"die Ameisen da, wir geschäftig sie sind, wie sie Vorrath für den Winter sammeln.",22,102,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
17,17,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Laßt uns dieses Bild nie aus den Augen setzen, laßt uns arbeitsam seyn für fremdes Bedürfniß, und für unsern eigenen Wohlstand.",103,230,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,4.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
18,18,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Ja – Herr Schulmeister!",0,31,character_speech,1,1,,"
       FELIX.
      ",#felix,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"er hat wohl recht – wer wollte auch müssig geh’n, wo die Arbeit – wo Bestreben und Fleiß so reichlich belohnt werden?",32,149,character_speech,1,1,,"
       FELIX.
      ",#felix,5.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
20,20,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Alles ist weislich im Gange des Verhängnisses geordnet.",0,63,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
21,21,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Der Gärtner pflanzt und ordnet seine Blumen, – der Freund der Natur weidet sich mit Vergnügen daran, und bezahlt den fleissigen Gärtner reichlich für seine Mühe – so freut sich einer durch den andern, so lebt einer durch den andern, und Mühe und Arbeit werden belohnt.",64,332,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,6.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
22,22,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
        (für sich)",0,19,stage_direction,1,1,inner_speech,,#schutzgöttin,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
23,23,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Ein glückliches Völklein!",0,33,character_speech,1,1,,"
       SCHUTZGÖTTIN.
      ",#schutzgöttin,7.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
24,24,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"werth, daß ich meine Göttersphäre verlasse, und meinen Wohnort unter ihm aufschlage.",34,118,character_speech,1,1,,"
       SCHUTZGÖTTIN.
      ",#schutzgöttin,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
25,25,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Nur der Müssiggänger, der Tha-",0,38,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
26,26,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Da geschieht ihm recht – wenn man die Hände in den Schoos legt, und den Mund aufsperrt, so kann man lang auf gebratene Tauben warten.",0,141,character_speech,1,1,,"
       PETER.
      ",#peter,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
27,27,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Welche Freuden geniessen wir dagegen; haben wir erst den Segen der Felder eingesammelt, dann führen wir unsern Ueberfluß zur Stadt, und man kauft denselben gerne und theuer ab.",0,184,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,10.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
28,28,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"– Darum, froh an’s Werk!",185,209,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
29,29,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"laßt uns nicht vor der Zukunft bangen – sind wir arbeitsam, so werden uns gute Menschen gern und reichlich den Schweiß unserer Arbeitsamkeit vergelten.",210,361,character_speech,1,1,,"
       JOSEPH.
      ",#joseph,10.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
30,30,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Kommt – Kinder!",0,23,character_speech,1,1,,"
       FELIX.
      ",#felix,11.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
31,31,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,die Feuerstunde !,24,41,character_speech,1,1,,"
       FELIX.
      ",#felix,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
32,32,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"rücket bald an – lasset uns den heutigen Tag mit Arbeit endigen, wie wir ihn angefangen haben.",42,136,character_speech,1,1,,"
       FELIX.
      ",#felix,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
33,33,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       Und dann – ist die Arbeit vollendet – gehen wir friedlich und froh nach Haus, und laben uns an den Früchten unseres Fleisses.",0,133,character_speech,1,1,,"
       PETER.
      ",#peter,12.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
34,34,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"
       
        Munter zur Arbeit – die Zukunft ist heiter,
       
       
        Wer immer fleissig ist, kommet auch weiter.",0,128,character_speech,1,1,,"
       FRÖHLICHER CHOR.
      ",#fröhlicher chor,13.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
35,35,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,"Eintracht – Verträglichkeit – Arbeit und Müh’
       
       
        Glaubet es sicher!",153,241,character_speech,1,1,,"
       FRÖHLICHER CHOR.
      ",#fröhlicher chor,13.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
36,36,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,– Verkennet man nie (sie arbeiten).,242,277,character_speech,1,1,,"
       FRÖHLICHER CHOR.
      ",#fröhlicher chor,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
37,37,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,Niklas.,302,309,character_speech,1,1,,"
       FRÖHLICHER CHOR.
      ",#fröhlicher chor,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
38,38,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,Ihr habt wohl viel erfahren?,310,338,character_speech,1,1,,"
       FRÖHLICHER CHOR.
      ",#fröhlicher chor,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
39,39,Kasperl/Hensler_Das_friedliche_Dörfchen.csv,guter Simon!,339,351,character_speech,1,1,,"
       FRÖHLICHER CHOR.
      ",#fröhlicher chor,13.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
