,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/arnim-jerusalem.xml,"In Wolken und Nebeln erscheinen drei Kreuze, das mittlere trägt den Erlöser, sein
          Angesicht ist hell erleuchtet, die beiden anderen Kreuze tragen die beiden Schächer; ein
          Schriftgelehrter steht unter dem Kreuze im dicksten Nebel, in tiefster Dunkelheit.",0,273,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1811.0,no_annotation,no_annotation
1,1,GerDracor/arnim-jerusalem.xml,"Der du den Tempel Gottes zerbrichst und bauest ihn in dreien Tagen, hilf du selber.",0,83,character_speech,1,1,,SCHRIFTGELEHRTER.,#schriftgelehrter,1.0,MALE,no_annotation,S,,1811.0,no_annotation,no_annotation
2,2,GerDracor/arnim-jerusalem.xml,"Bist du Gottes Sohn, so steig herab vom Kreuze.",96,143,character_speech,1,1,,SCHRIFTGELEHRTER.,#schriftgelehrter,1.0,MALE,no_annotation,S,,1811.0,no_annotation,no_annotation
3,3,GerDracor/arnim-jerusalem.xml,"Mein Gott, mein Gott, warum hast du mich verlassen.",0,51,character_speech,1,1,,JESUS.,#jesus,2.0,MALE,despair,S,,1811.0,negative,emotions of anxiety
4,4,GerDracor/arnim-jerusalem.xml,Andern hast du geholfen und kannst dir selber nicht helfen.,0,59,character_speech,1,1,,SCHRIFTGELEHRTER.,#schriftgelehrter,3.0,MALE,suffering,S,,1811.0,negative,emotions of suffering and empathy
5,5,GerDracor/arnim-jerusalem.xml,"Bist du Christus, so hilf dir selber und uns.",0,45,character_speech,1,1,,EINER DER SCHÄCHER.,#einer_der_schaecher,4.0,MALE,compassion,S,,1811.0,negative,emotions of suffering and empathy
6,6,GerDracor/arnim-jerusalem.xml,"Wir empfangen was unsre Thaten werth sind, dieser aber hat keine Sünde gethan.",0,78,character_speech,1,1,,DER ANDERE SCHÄCHER.,#der_andere_schaecher,5.0,MALE,"admiration, reverence",S,,1811.0,positive,emotions of affection
7,7,GerDracor/arnim-jerusalem.xml,"– Herr
            gedenke an mich, wenn du in dein Reich kommst.",79,144,character_speech,1,1,,DER ANDERE SCHÄCHER.,#der_andere_schaecher,5.0,MALE,no_annotation,S,,1811.0,no_annotation,no_annotation
8,8,GerDracor/arnim-jerusalem.xml,"Wahrlich ich sag dir, heute wirst du mit mir im Paradiese sein.",0,63,character_speech,1,1,,JESUS.,#jesus,6.0,MALE,joy,S,,1811.0,positive,emotions of pleasure
9,9,GerDracor/arnim-jerusalem.xml,"Wie ist mir, werde ich blind  oder verliert die Sonne ihren Schein, welche
            Finsterniß wird über das Land.",0,117,character_speech,1,1,,SCHRIFTGELEHRTER.,#schriftgelehrter,7.0,MALE,fear,S,,1811.0,negative,emotions of anxiety
10,10,GerDracor/arnim-jerusalem.xml,"Vater, ich befehle meinen Geist in deine Hand.",0,46,character_speech,1,1,,JESUS.,#jesus,8.0,MALE,love,S,,1811.0,positive,emotions of affection
