,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"
      (Fürchterliche Waldgegend.",0,33,stage_direction,1,1,pre_speech,,,,,suffering,negative,emotions of suffering and empathy,comedy,KK
1,1,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"Im Hintergrunde Felsen, auf beiden Seiten desselben 2 Höhlen, mitten ein großes Felsenstück, woran eine Kohlbrennerhütte angebracht ist.",34,170,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,Abgerissene Baumstämme – geschlagenes Holz.),171,215,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"
        (einen Teppich auf den Rücken gebunden.)",0,49,stage_direction,1,1,inner_speech,,#kasperl,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
4,4,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"
       Ja, ja, das Glück ist kugelrund!",0,40,character_speech,1,1,,"
       KASPERL.
      ",#kasperl,1.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
5,5,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,das,41,44,character_speech,1,1,,"
       KASPERL.
      ",#kasperl,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
6,6,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"
       hat seine Richtigkeit: so hat mein seeliger Vater schon gesagt, und er hat auch recht, denn ich merk es leider an mir selber, daß es rund seyn muß.",0,155,character_speech,1,1,,"
       KASPERL.
      ",#kasperl,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
7,7,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"Jezt lauf’ ich schon 3 Jahre herum als Teppichhändler, such mein Glück; aber wo ich es finden soll, das weiß ich nicht.",156,275,character_speech,1,1,,"
       KASPERL.
      ",#kasperl,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
8,8,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"Ich hab mich zwar indessen so ziemlich auf eine ehrliche Art durch die Welt gebracht, da ich aber geglaubt hab, daß ich auf trockenem Boden sey, daß ich mit meinem Mädel zusammen kommen könne, so werd ich von ihrem Stief Vater in allen Ehren aus dem Hauß gejaget; Hunger hab ich auch wie ein reisender Schneider, der schon 14 Täge keine Herberg gesehen hat.",276,633,character_speech,1,1,,"
       KASPERL.
      ",#kasperl,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
9,9,Kasperl/Hensler_Das_Glück_ist_kugelrund.csv,"(Pause) Es ist doch nichts Verdrüßlicheres in der Welt, als wenn man verliebt ist, nicht zu seinem Mädel darf, und dabei noch obendrein nichts zu essen hat.",634,790,character_speech,1,1,,"
       KASPERL.
      ",#kasperl,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
