,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
0,0,Kasperl/Eberl_Mandolettikraemer.csv,"
      (Zimmer im Gasthof.)",0,27,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1,1,Kasperl/Eberl_Mandolettikraemer.csv,"
      (Paul an einem Tisch sitzend und schreibend hält einen Augenblick inne.",0,78,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2,2,Kasperl/Eberl_Mandolettikraemer.csv,"Der Baron hält eine Hand-Brasslette, die er aufmerksam betrachtet.)",79,146,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
3,3,Kasperl/Eberl_Mandolettikraemer.csv,"
       Aber gnädiger Herr!",0,27,character_speech,1,1,,"
       PAUL.
      ",#paul,1.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
4,4,Kasperl/Eberl_Mandolettikraemer.csv,!,27,28,character_speech,1,1,,"
       PAUL.
      ",#paul,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
5,5,Kasperl/Eberl_Mandolettikraemer.csv,"
       Wirst du schreiben!",0,27,character_speech,1,1,,"
       BARON.
      ",#baron,2.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
6,6,Kasperl/Eberl_Mandolettikraemer.csv,"
       In des Himmelsnamen!",0,28,character_speech,1,1,,"
       PAUL.
      ",#paul,3.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
7,7,Kasperl/Eberl_Mandolettikraemer.csv,"
        (er schreibt und liest)",0,32,stage_direction,1,1,inner_speech,,#paul,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
8,8,Kasperl/Eberl_Mandolettikraemer.csv,"
       der Sie anbetet",0,23,character_speech,1,1,,"
       PAUL.
      ",#paul,3.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
9,9,Kasperl/Eberl_Mandolettikraemer.csv,"
        (dictirt",0,17,stage_direction,1,1,inner_speech,,#baron,4.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
10,10,Kasperl/Eberl_Mandolettikraemer.csv,"
       ) „ ich will nur in ihren Wünschen leben“ hohl mich der Teufel, ja das will ich.",0,88,character_speech,1,1,,"
       BARON.
      ",#baron,4.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
11,11,Kasperl/Eberl_Mandolettikraemer.csv,"
       Leben.",0,14,character_speech,1,1,,"
       PAUL.
      ",#paul,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Eberl_Mandolettikraemer.csv,"
       „Ewig bleib ich ihrer Neugung getreu und verschwiegen“",0,62,character_speech,1,1,,"
       BARON.
      ",#baron,6.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
13,13,Kasperl/Eberl_Mandolettikraemer.csv,"
       Getreu und verschwiegen?",0,32,character_speech,1,1,,"
       PAUL.
      ",#paul,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Eberl_Mandolettikraemer.csv,"
       Getreu und verschwiegen!",0,32,character_speech,1,1,,"
       BARON.
      ",#baron,8.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
15,15,Kasperl/Eberl_Mandolettikraemer.csv,– sperr die Ohren auf!,33,55,character_speech,1,1,,"
       BARON.
      ",#baron,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Eberl_Mandolettikraemer.csv,!,55,56,character_speech,1,1,,"
       BARON.
      ",#baron,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
17,17,Kasperl/Eberl_Mandolettikraemer.csv,"
       „Verschwiegen und getreu?“ – nein gnädiger Herr verzeihens mir’s, das kann",0,82,character_speech,1,1,,"
       PAUL.
      ",#paul,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
18,18,Kasperl/Eberl_Mandolettikraemer.csv,"
       ich nicht schreiben – der Sünde wegen – getreu – getreu – Sie getreu!",0,77,character_speech,1,1,,"
       PAUL.
      ",#paul,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Eberl_Mandolettikraemer.csv,–,78,79,character_speech,1,1,,"
       PAUL.
      ",#paul,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
20,20,Kasperl/Eberl_Mandolettikraemer.csv,"
       Soll ich dich’s lehren?",0,31,character_speech,1,1,,"
       BARON.
      ",#baron,10.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
21,21,Kasperl/Eberl_Mandolettikraemer.csv,"
       Bemühen sie sich nicht!!",0,32,character_speech,1,1,,"
       PAUL.
      ",#paul,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
