,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/schlegel-canut.xml,"Ulfo, Estrithe.",0,15,stage_direction,1,1,pre_speech,,,,,no_annotation,T,HT,1746.0,no_annotation,no_annotation
1,1,GerDracor/schlegel-canut.xml,"
              Erwarte weiter nichts.",0,37,character_speech,1,1,,ULFO.,#ulfo,1.0,MALE,no_annotation,T,HT,1746.0,no_annotation,no_annotation
2,2,GerDracor/schlegel-canut.xml,Dein Wunsch ist dir gewährt.,38,66,character_speech,1,1,,ULFO.,#ulfo,1.0,MALE,joy,T,HT,1746.0,positive,emotions of pleasure
3,3,GerDracor/schlegel-canut.xml,"Ich habe dich geführt, wohin du es begehrt.",81,124,character_speech,1,1,,ULFO.,#ulfo,1.0,MALE,no_annotation,T,HT,1746.0,no_annotation,no_annotation
4,4,GerDracor/schlegel-canut.xml,Du siehst nun Dännemarks berühmte Hauptstadt wieder.,139,191,character_speech,1,1,,ULFO.,#ulfo,1.0,MALE,no_annotation,T,HT,1746.0,no_annotation,no_annotation
5,5,GerDracor/schlegel-canut.xml,"Geh, wirf dich, wenn du willst, vor deinem Bruder nieder;
              Ersuche den Canut um gnädiges Verzeihn;
              Bereu, entschuldige, ja, mische Thränen ein;
              Heiß meine That vor ihm ein übereilt Verbrechen,
              Erniedrige dich nur: Ich will als Sieger sprechen.",206,504,character_speech,1,1,,ULFO.,#ulfo,1.0,MALE,suffering,T,HT,1746.0,negative,emotions of suffering and empathy
6,6,GerDracor/schlegel-canut.xml,"
              Ach!",0,19,character_speech,1,1,,ESTRITHE.,#estrithe,2.0,FEMALE,suffering,T,HT,1746.0,negative,emotions of suffering and empathy
7,7,GerDracor/schlegel-canut.xml,Ulfo!,20,25,character_speech,1,1,,ESTRITHE.,#estrithe,2.0,FEMALE,being moved,T,HT,1746.0,being moved,being moved
8,8,GerDracor/schlegel-canut.xml,kannst du mich so grausam hintergehn?,26,63,character_speech,1,1,,ESTRITHE.,#estrithe,2.0,FEMALE,anger,T,HT,1746.0,negative,emotions of rejection
9,9,GerDracor/schlegel-canut.xml,"Hast du mich hergeführt, hier deinen Tod zu sehn?",78,127,character_speech,1,1,,ESTRITHE.,#estrithe,2.0,FEMALE,no_annotation,T,HT,1746.0,no_annotation,no_annotation
