,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/quistorp-der-hypochondrist.xml,Herr Gotthart.,0,14,stage_direction,1,1,pre_speech,,,,,no_annotation,K,ST,1745.0,no_annotation,no_annotation
1,1,GerDracor/quistorp-der-hypochondrist.xml,Herr Dr.,15,23,stage_direction,1,1,pre_speech,,,,,no_annotation,K,ST,1745.0,no_annotation,no_annotation
2,2,GerDracor/quistorp-der-hypochondrist.xml,Muskat.,24,31,stage_direction,1,1,pre_speech,,,,,no_annotation,K,ST,1745.0,no_annotation,no_annotation
3,3,GerDracor/quistorp-der-hypochondrist.xml,Herr Dr.,32,40,stage_direction,1,1,pre_speech,,,,,no_annotation,K,ST,1745.0,no_annotation,no_annotation
4,4,GerDracor/quistorp-der-hypochondrist.xml,Krebsstein.,41,52,stage_direction,1,1,pre_speech,,,,,no_annotation,K,ST,1745.0,no_annotation,no_annotation
5,5,GerDracor/quistorp-der-hypochondrist.xml,"Sie kommen mit vielen
            Reverenzen herein.",53,105,stage_direction,1,1,pre_speech,,,,,no_annotation,K,ST,1745.0,no_annotation,no_annotation
6,6,GerDracor/quistorp-der-hypochondrist.xml,Nun meine Herren!,0,17,character_speech,1,1,,HERR GOTTHART.,#herr_gotthart,1.0,MALE,no_annotation,K,ST,1745.0,no_annotation,no_annotation
7,7,GerDracor/quistorp-der-hypochondrist.xml,Sie haben sich doch wohl sehr lange bei meinem Sohne aufgehalten.,18,83,character_speech,1,1,,HERR GOTTHART.,#herr_gotthart,1.0,MALE,no_annotation,K,ST,1745.0,no_annotation,no_annotation
8,8,GerDracor/quistorp-der-hypochondrist.xml,Wie ist's denn eigentlich mit ihm?,98,132,character_speech,1,1,,HERR GOTTHART.,#herr_gotthart,1.0,MALE,no_annotation,K,ST,1745.0,no_annotation,no_annotation
9,9,GerDracor/quistorp-der-hypochondrist.xml,Sind Sie hinter seine Krankheit gekommen?,133,174,character_speech,1,1,,HERR GOTTHART.,#herr_gotthart,1.0,MALE,no_annotation,K,ST,1745.0,no_annotation,no_annotation
