,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/klopstock-hermanns-schlacht.xml,Siegmar.,0,8,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1769.0,no_annotation,no_annotation
1,1,GerDracor/klopstock-hermanns-schlacht.xml,Horst.,9,15,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1769.0,no_annotation,no_annotation
2,2,GerDracor/klopstock-hermanns-schlacht.xml,"Ja, Siegmar, hier ist der Fels eben, auch sind Trümmer eines zerfallenen Altars darauf,
            wie du mir es sagtest.",0,122,character_speech,1,1,,HORST.,#horst,1.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
3,3,GerDracor/klopstock-hermanns-schlacht.xml,der noch nicht gesehen wird.,0,28,stage_direction,1,1,speech_part,,#siegmar,2.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
4,4,GerDracor/klopstock-hermanns-schlacht.xml,"Ist das Thal unten breiter, als die andern Thäler?",0,50,character_speech,1,1,,SIEGMAR,#siegmar,2.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
5,5,GerDracor/klopstock-hermanns-schlacht.xml,"Viel breiter, Siegmar.",0,22,character_speech,1,1,,HORST.,#horst,3.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
6,6,GerDracor/klopstock-hermanns-schlacht.xml,Ha!,23,26,character_speech,1,1,,HORST.,#horst,3.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
7,7,GerDracor/klopstock-hermanns-schlacht.xml,dort unten also wird's völlig entschieden werden!,27,76,character_speech,1,1,,HORST.,#horst,3.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
8,8,GerDracor/klopstock-hermanns-schlacht.xml,"Deinen Arm, Jüngling, und reiß mich durch das Gebüsch herauf!",0,61,character_speech,1,1,,SIEGMAR.,#siegmar,4.0,MALE,love,S,,1769.0,positive,emotions of affection
9,9,GerDracor/klopstock-hermanns-schlacht.xml,"Weiter zu deiner Linken hin, wo es weniger unwegsam ist, findest du die Felseneingänge,
            die wir fehlten.",0,116,character_speech,1,1,,HORST.,#horst,5.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
10,10,GerDracor/klopstock-hermanns-schlacht.xml,der jetzt heraufgekommen ist.,0,29,stage_direction,1,1,speech_part,,#siegmar,6.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
11,11,GerDracor/klopstock-hermanns-schlacht.xml,Mein Auge reicht so weit nicht mehr.,0,36,character_speech,1,1,,SIEGMAR,#siegmar,6.0,MALE,suffering,S,,1769.0,negative,emotions of suffering and empathy
12,12,GerDracor/klopstock-hermanns-schlacht.xml,"Blick' hinab, stürzt ein Quell in das Thal?",37,80,character_speech,1,1,,SIEGMAR,#siegmar,6.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
13,13,GerDracor/klopstock-hermanns-schlacht.xml,Ein Schaumquell stürzt in der Kluft herab.,0,42,character_speech,1,1,,HORST.,#horst,7.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
14,14,GerDracor/klopstock-hermanns-schlacht.xml,"Es ist das Thal, Horst!",0,23,character_speech,1,1,,SIEGMAR.,#siegmar,8.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
15,15,GerDracor/klopstock-hermanns-schlacht.xml,"Nun, Wodan und alle Götter, dort unten aus diesem Quell sollen
            sie mir das letzte Blut abwaschen!",24,133,character_speech,1,1,,SIEGMAR.,#siegmar,8.0,MALE,despair,S,,1769.0,negative,emotions of anxiety
16,16,GerDracor/klopstock-hermanns-schlacht.xml,"Römerblut, Jüngling, und meins!",134,165,character_speech,1,1,,SIEGMAR.,#siegmar,8.0,MALE,love,S,,1769.0,positive,emotions of affection
17,17,GerDracor/klopstock-hermanns-schlacht.xml,"Hier ist die
            Opferstätte.",166,203,character_speech,1,1,,SIEGMAR.,#siegmar,8.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
18,18,GerDracor/klopstock-hermanns-schlacht.xml,"Rufe nun den Druiden und den Barden, hier wollt' ich sie herführen.",204,271,character_speech,1,1,,SIEGMAR.,#siegmar,8.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
19,19,GerDracor/klopstock-hermanns-schlacht.xml,"er ruft nach der Seite hin, wo er hergekommen ist.",0,50,stage_direction,1,1,speech_part,,#horst,9.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
20,20,GerDracor/klopstock-hermanns-schlacht.xml,Hauptleute aus Cheruskawald!,0,28,character_speech,1,1,,HORST,#horst,9.0,MALE,no_annotation,S,,1769.0,no_annotation,no_annotation
